location,redirect_url,salary_is_predicted,category,created,title,description,adref,company,latitude,__CLASS__,longitude,id,contract_time,salary_max,salary_min,contract_type
"{'display_name': 'Bult, Hannover', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-02-28T14:07:24Z,Data Science Specialist (m/w/d),Wir bieten dir Mobiles Arbeiten Flexible Arbeitszeiten und individuelle Arbeitszeit-Modelle Gestaltungsfreiraum und Platz für eigene Ideen Geförderte Weiterbildungen Ein starkes Miteinander und eine familienorientierte Kultur …und vieles mehr Das macht deine Arbeit bei uns spannend Analyse und Erkennen von Kundenbedürfnissen sowie Erarbeitung neuer Konzepte zur Wertschöpfung aus den Daten unserer Kunden unter Berücksichtigung der Governance Du bist das Bindeglied zwischen den Fachleuten (Busine…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.fkm-xAjk0hjeGkiDYaafQ8fF4wRh4BfTRpGSKPLL4_U,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P GmbH'}",52.36489,Adzuna::API::Response::Job,9.77223,5067020798,part_time,,,
"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2024-07-30T22:45:58Z,Data Science Specialist (m/w/d),Wir bieten dir Mobiles Arbeiten Flexible Arbeitszeiten und individuelle Arbeitszeit-Modelle Gestaltungsfreiraum und Platz für eigene Ideen Geförderte Weiterbildungen Ein starkes Miteinander und eine familienorientierte Kultur …und vieles mehr Das macht deine Arbeit bei uns spannend Analyse und Erkennen von Kundenbedürfnissen sowie Erarbeitung neuer Konzepte zur Wertschöpfung aus den Daten unserer Kunden unter Berücksichtigung der Governance Du bist das Bindeglied zwischen den Fachleuten (Busine…,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI0ODAxMjIwNzY4In0.HbrMOFAPZMosxJHpNIWpDorojhlTELOGguiGQoE2q2w,"{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}",,Adzuna::API::Response::Job,,4801220768,full_time,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5253579251?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-16T20:36:19Z,Praktikant (m/w/d) Data Science,"Für unsere Abteilung Data Science in München suchen wir ab sofort einen Praktikanten (m/w/d) - ab sofort für mindestens 6 Monate. Unsere Teams im Bereich Digital arbeiten kross-funktional, um Innovationen voranzutreiben. Das Human Health Data Science Team entwickelt Analytics-Lösungen, die die Unternehmensstrategie unterstützen, und ist Hauptansprechpartner für alle Fragen rund um quantitative Analysen. Deine Aufgaben Sammeln, Bereinigen und Vorverarbeiten von Daten für weitere Analysen. Durchf…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1MzU3OTI1MSIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.H5BpuODe4QCTHZstaFL89j6B0PRZCMPNAk_aBQJt-HQ,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MSD Deutschland'}",48.137418,Adzuna::API::Response::Job,11.555737,5253579251,,,,
"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,0,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",2024-11-08T12:47:42Z,Praktikum: Data Science (w/m/d),"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI5MDYzMCIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.dTZZ-wYmVJJen6BHS0LTnkMXsmEedbzqKvyJktdGHck,"{'display_name': 'Highberg', '__CLASS__': 'Adzuna::API::Response::Company'}",53.557429,Adzuna::API::Response::Job,9.987297,4931290630,full_time,,,
"{'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2023-10-05T13:37:27Z,Praktikum: Data Science (w/m/d),"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDM1MjU5MTkzMiIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.aLISUsYSwNzujR9KCwuJ6SPEUPmmOjRxU9iU4ub64Fo,"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.54167,Adzuna::API::Response::Job,9.99333,4352591932,full_time,,,
"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",https://www.adzuna.de/details/5240070096?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-06-08T14:40:07Z,Praktikant (m/w/d) Data Science,"Job Description Für unsere Abteilung Data Science in München suchen wir ab sofort einen Praktikanten (m/w/d) – ab sofort für mindestens 6 Monate. Unsere Teams im Bereich Digital arbeiten kross-funktional, um Innovationen voranzutreiben. Das Human Health Data Science Team entwickelt Analytics-Lösungen, die die Unternehmensstrategie unterstützen, und ist Hauptansprechpartner für alle Fragen rund um quantitative Analysen. Deine Aufgaben Sammeln, Bereinigen und Vorverarbeiten von Daten für weitere …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MDA3MDA5NiIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.fShQp3sVj8MseCj3HnbZ9j0GPbqqVPkD406ccGZcDEA,"{'display_name': 'MSD Sharp & Dohme', '__CLASS__': 'Adzuna::API::Response::Company'}",,Adzuna::API::Response::Job,,5240070096,full_time,,,
"{'display_name': 'Freiberg, Mittelsachsen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg']}",https://www.adzuna.de/details/5285825108?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",2025-07-04T22:49:53Z,Data Science und KI (m/w/d),Data Science und KI (m/w/d) B.Sc. - 09599 Freiberg - Arbeitszeit: Vollzeit - Position: Duales Studium - Bildungsgrad Mindestvoraussetzung: Abitur - Beschäftigungsbeginn: 01.10.2025,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4NTgyNTEwOCIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.KDYqx-pCALS7cNMTBSZII5j00jmFyeQOSC91sU1TSiQ,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG, Werk Freiberg'}",50.91404,Adzuna::API::Response::Job,13.33722,5285825108,,,,
"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5272242187?utm_medium=api&utm_source=a4bcf954,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2025-06-27T22:57:21Z,Consultant Data Science (m/w/d),"Dich fasziniert die Welt des Handels? Du suchst nach abwechslungsreichen Aufgaben und besten Perspektiven für deine Zukunft? Dann bist du hier richtig! Deine Aufgaben Teamplayer durch und durch? Im Austausch mit unseren Stakeholdern fungierst du als kompetenter Berater rund um alle Data Science Themen. Für relevante Fragestellungen aus verschiedenen Fachbereichen findest du Lösungen, die für interne und externe Kunden einen relevanten Mehrwert bieten. Lass die Technik für dich arbeiten: Verwend…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI3MjI0MjE4NyIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.mWU8pEiB3uRcwmIAOpFvPYGeqSlmBFzT8lGxq62mlBU,"{'display_name': 'Kaufland', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,Adzuna::API::Response::Job,9.2274,5272242187,,,,
"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5183905825?utm_medium=api&utm_source=a4bcf954,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-05-06T21:58:43Z,Data Science Lead (f/m/d),"adjoe is redefining the future of mobile ads. Join us. Meet Your Team: Playtime Data Science The Playtime Data Science team powers adjoe’s rewarded ad unit, connecting over 200 million users with personalized game offers – at a rate of 2 billion requests per day. We develop deep learning models that predict user preferences, match games to players, and dynamically adjust pricing to ensure value for users, advertisers, and monetizers. Our infrastructure supports model training and batch inferenc…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MzkwNTgyNSIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.dReshgPt4x0Bnu44kAc27vRe2R8CKcItKJpb6sDAKm0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}",53.557429,Adzuna::API::Response::Job,9.987297,5183905825,full_time,,,
"{'display_name': 'Ettlingen, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5272786272?utm_medium=api&utm_source=a4bcf954,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2025-06-28T08:24:17Z,Werkstudent Data Science (m/w/d),"Das Coole an dem Job? ""Data & AI"" ist eine Dimension, welche die strategische Ausrichtung der Geschäftskreise ""Enterprise Analytics & Sustainability"" und ""Industrial Analytics & IoT"" definiert. Mit modernen analytischen Methoden der Data Science und des maschinellen Lernens lösen beide Kreise konkrete und relevante Kundenprobleme und zeigen neue Horizonte auf. Dabei nehmen wir unsere ethische Verantwortung wahr und tragen zu positiven Veränderungen in unserer Gesellschaft bei. Wir generieren au…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI3Mjc4NjI3MiIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.Eleg8rOKbDy-zj2IeuLuhTzhhjdjLfIrP5aFY9cXuRQ,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'esentri AG'}",48.943,Adzuna::API::Response::Job,8.40934,5272786272,part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], 'display_name': 'Altona-Altstadt, Hamburg'}",https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2022-12-01T16:57:09Z,Lead Data Science/Business Intelligence (gn),"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiIzNzM2NTc1MTk4In0.VfpoDMptBMHrGqRUTl8L1p_--7YEhGu-7HeOjzDYsuc,"{'display_name': 'workidentity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.54883,Adzuna::API::Response::Job,9.9477,3736575198,full_time,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Meerbusch', 'Osterath'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Osterath, Meerbusch'}",https://www.adzuna.de/details/4807792993?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",2024-08-02T22:43:15Z,Consultant Data Science (m/w/d),"Consultant Data Science (m/w/d) Herzlich willkommen bei ORAYLIS - Gestalte mit uns die Welt der Daten Dein Tag startet mit der Prüfung deines Forecast-Modells, das du gestern mit neuen Einflussfaktoren trainiert hast… Top! Die Genauigkeit konnte noch mal gesteigert werden. Im Stand-Up des Data-Science Teams bringst du deine Kollegen auf den neuesten Stand. Im Anschluss steht ein Workshop mit dem Kunden an: Zusammen habt ihr schon ein funktionierendes Prognosemodell auf die Beine gestellt. Du we…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwNzc5Mjk5MyIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.HuQltNWG5Lf41dYtfrULXWK5a1FHsyBH_Xp_V67yAeQ,"{'display_name': 'Oraylis', '__CLASS__': 'Adzuna::API::Response::Company'}",51.26869,Adzuna::API::Response::Job,6.61876,4807792993,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt, Mannheim'}",https://www.adzuna.de/details/5230781762?utm_medium=api&utm_source=a4bcf954,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-06-03T18:29:19Z,Informatiker - Data Science (m/w/d),"Über Soluvia IT-Services GmbH Die Soluvia IT-Services GmbH ist der zentrale IT-Businesspartner der MVV-Gruppe. Unsere über 190 Mitarbeitenden stellen sich täglich aufs Neue den Herausforderungen der Digitalisierung und leisten so einen wesentlichen Beitrag zu einer stabilen, nachhaltigen Energieversorgung. Als Teil der MVV-Gruppe gehört die Soluvia IT-Services GmbH zu einem der führenden Energieunternehmen Deutschlands, das über 6.600 Mitarbeitende beschäftigt und zuletzt rund 7,2 Milliarden Eu…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1MjMwNzgxNzYyIn0.7IentK8KpyQojk07W07c9jREpUsYLHr-J5fFHKkdNZ4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Soluvia IT-Services GmbH'}",49.49301,Adzuna::API::Response::Job,8.46027,5230781762,,,,
"{'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt']}",https://www.adzuna.de/details/5274414282?utm_medium=api&utm_source=a4bcf954,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-06-29T08:27:46Z,Data Science Manager (d/m/f),"Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1Mjc0NDE0MjgyIn0.1LqNGbEaPGPLiCBFIl7GeoBbF9ed9Jrf6qw0n_Nfea0,"{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",48.1476,Adzuna::API::Response::Job,11.56803,5274414282,full_time,135000.0,115000.0,
"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2024-07-30T22:44:26Z,Lead Data Science/Business Intelligence (gn),"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI0ODAxMjEzMTc3In0.1soX-doZlKp3RQYsVosoli2jb1K_9zEz6z1J5cYrY30,"{'display_name': 'workidentity', '__CLASS__': 'Adzuna::API::Response::Company'}",53.557429,Adzuna::API::Response::Job,9.987297,4801213177,full_time,,,
"{'display_name': 'Bruchmachtersen, Salzgitter', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter', 'Bruchmachtersen']}",https://www.adzuna.de/details/5287870210?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-07-05T17:17:26Z,Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,"Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science John-F.-Kennedy-Straße 43-53, 38228 Salzgitter, Deutschland Praktikant/in Robert Bosch Elektronik GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arb…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1Mjg3ODcwMjEwIn0.lQ_9gNp1JUgEP-9-faHPgZZH1BbVAD57KB4Rwb7V9WQ,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch Elektronik GmbH'}",52.13979,Adzuna::API::Response::Job,10.31683,5287870210,,,,contract
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5221657431?utm_medium=api&utm_source=a4bcf954,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-05-29T14:19:16Z,Data Science Engineer (f/m/d),"enmacc is Europe’s largest over-the-counter trading market venue for energy and environmental commodities. We’re reshaping how energy is traded by bringing speed, transparency, and simplicity to a market that’s long relied on outdated processes. Our platform enables over 600 companies and 2,200 professionals to trade power, gas, Guarantees of Origin, emissions allowances, and weather derivatives, quickly, securely, and efficiently. It’s used by energy suppliers, trading houses, industrial compa…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMTY1NzQzMSIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.TzDRUeKXax-UHNruEmlYyOzFY1IU5GwFzZlSfSoFdQ8,"{'display_name': 'Enmacc', '__CLASS__': 'Adzuna::API::Response::Company'}",,Adzuna::API::Response::Job,,5221657431,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)', 'Konstanz', 'Fürstenberg'], 'display_name': 'Fürstenberg, Konstanz'}",https://www.adzuna.de/details/5150487114?utm_medium=api&utm_source=a4bcf954,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",2025-04-17T21:35:56Z,Praktikant (m/w/d) Data Science,"Praktikant (m/w/d) Data Science ab 01.09.2025 Konstanz befristet Pflichtpraktikum WIR BIETEN DIR Mitarbeit an zukunftsorientierten Projekten eines modernen Medienhauses Strukturierte Einarbeitung und persönliche Betreuung während des Praktikums Eine Praktikumsvergütung (750 EUR brutto / Monat), Urlaubsanspruch (bis zu 10 Tage), flexible Arbeitszeitgestaltung inkl. mobiles Arbeiten und vielfältige Weiterbildungsangebote Werde Teil einer Community von Praktikanten und nutze die Möglichkeit des Ne…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1MTUwNDg3MTE0In0.be1_fJjzYwFRov8VZT0X8dVpPwUPmlsU-xRcHberfoo,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Südkurier'}",47.6881,Adzuna::API::Response::Job,9.1484,5150487114,,,,contract
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",https://www.adzuna.de/details/5287385557?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-07-05T16:00:42Z,Werkstudent:in Data Science (m/w/d),"Für unseren Standort in Stuttgart suchen wir zum nächstmöglichen Zeitpunkt eine:n Werkstudent:in im Bereich der Data Science. Hast Du Bock? Wir sind ein Technologieunternehmen, das die Bau- und Entsorgungsbranche deutschlandweit digitalisiert. Unser Ziel ist es, die Kreislaufwirtschaft in der Baubranche zu stärken und so einen Beitrag zur Nachhaltigkeit in diesem Sektor zu leisten. Dafür bieten wir eine unabhängige digitale Plattform für die Ver- und Entsorgung von mineralischen Baustoffen, die…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4NzM4NTU1NyIsInMiOiJIS0tWQkNoYjhCRzltZnlqV0ZSM1NRIn0.lzkCmZpX9aAncHbbdt7CjsmRAu9ANDuQAWwcfz7COlw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mineral Minds Karriere'}",,Adzuna::API::Response::Job,,5287385557,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg'}",https://www.adzuna.de/details/5183863620?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-05-06T21:43:49Z,Duales Studium Data Science und Künstliche Intelligenz,"Responsibilities Die Softwareentwicklung ist einer der wichtigsten Bereiche bei Atruvia. Als Kompetenzzentrum für bankfachliche IT-Lösungen realisieren wir jedes Jahr über 200 Softwareprojekte, die unseren Kunden mehr Effizienz und Flexibilität im Kerngeschäft einbringen. Mit unseren smarten (analytischen) Lösungen erarbeiten wir gemeinsam mit unseren Kunden innovative Produkte - nach dem Motto “Wir machen das Leben leichter mit KI”. Aufgaben Du entwickelst maßgeschneiderte Data-Science und KI-…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1MTgzODYzNjIwIn0.JFpDVrmd1RS_DT1dP6_z-0nf9gEJ1L_dHZydDeqXyzk,"{'display_name': 'Atruvia', '__CLASS__': 'Adzuna::API::Response::Company'}",,Adzuna::API::Response::Job,,5183863620,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5224878981?utm_medium=api&utm_source=a4bcf954,0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-05-31T14:09:24Z,Werkstudent:in (w/m/d) Data Science,"Wir suchen Verstärkung Du hast Lust auf Daten, die wirklich was bewegen? Dann unterstütze uns als Werkstudent:in im Bereich Data Science dabei, Nutzerverhalten zu analysieren, personalisierte Empfehlungen zu entwickeln und smarte Datenmodelle für unsere App aufzubauen. Deine Aufgaben Als Teil unseres Shared Services-Team bist du mitten im Geschehen und tauchst tief in unsere User- und Business-Daten ein. Du lieferst Insights, die was bewegen – und sorgst mit deinen Analysen dafür, dass wir unse…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEtLVkJDaGI4Qkc5bWZ5aldGUjNTUSIsImkiOiI1MjI0ODc4OTgxIn0.p1rSGJ-UK4o4xDWRmv5JozG8Csv-hAYE3HxAZS5qmCw,"{'display_name': 'Finanztip Verbraucherinformation', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,Adzuna::API::Response::Job,11.555737,5224878981,part_time,,,
