adref,longitude,id,description,__CLASS__,latitude,location,redirect_url,category,salary_is_predicted,title,company,created,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNTMzNjgxOCIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.ZA5blhnAKjLSE7Af508ul5Q8jSH2M64kJY2UyqaFcTs,8.56413,5505336818,"Praktikum Data Science / Data Analytics & BI (w/m/d) Job-ID: 11385 Standorte: Frankfurt Karrierelevel: Studierende Anstellungsart: Praktikum Begleite KPMG bei den zukünftigen Herausforderungen unserer Kund:innen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Unterstütze Dein Team von Data-Expert:innen, die innovativen und datengesteuerten Lösungen für unsere Kund:innen zu entwickeln. Deine Aufgaben Du willst Big Data in Smart Data…",Adzuna::API::Response::Job,50.05078,"{'display_name': 'Flughafen, Frankfurt am Main', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5505336818?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Praktikum Data Science / Data Analytics & BI (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-20T17:58:30Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTA1MzM2ODM3In0.TIcsXFuFlARLgrOzJBVzNruwekHzzoBgTBDRzoiWqXc,9.18071,5505336837,"Praktikum Data Science / Data Analytics & BI (w/m/d) Job-ID: 11385 Standorte: Stuttgart Karrierelevel: Studierende Anstellungsart: Praktikum Begleite KPMG bei den zukünftigen Herausforderungen unserer Kund:innen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Unterstütze Dein Team von Data-Expert:innen, die innovativen und datengesteuerten Lösungen für unsere Kund:innen zu entwickeln. Deine Aufgaben Du willst Big Data in Smart Data…",Adzuna::API::Response::Job,48.77713,"{'display_name': 'Mitte, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5505336837?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Praktikum Data Science / Data Analytics & BI (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",2025-11-20T17:58:31Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNTMzNjgzMyIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.dCijLs2YnWpKr6p3J0nRwj3c-zYhiVbAzJmdjlZvNCg,13.35662,5505336833,"Praktikum Data Science / Data Analytics & BI (w/m/d) Job-ID: 11385 Standorte: Berlin Karrierelevel: Studierende Anstellungsart: Praktikum Begleite KPMG bei den zukünftigen Herausforderungen unserer Kund:innen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Unterstütze Dein Team von Data-Expert:innen, die innovativen und datengesteuerten Lösungen für unsere Kund:innen zu entwickeln. Deine Aufgaben Du willst Big Data in Smart Data ve…",Adzuna::API::Response::Job,52.5259,"{'display_name': 'Moabit, Berlin', 'area': ['Deutschland', 'Berlin', 'Moabit'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5505336833?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Praktikum Data Science / Data Analytics & BI (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-20T17:58:31Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNTMzNjgyOSIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.G6nEL8eom2yw9dWhMV6HJZ2UENLNjZAK4zPzl1X--ow,6.96191,5505336829,"Praktikum Data Science / Data Analytics & BI (w/m/d) Job-ID: 11385 Standorte: Saarbrücken Karrierelevel: Studierende Anstellungsart: Praktikum Begleite KPMG bei den zukünftigen Herausforderungen unserer Kund:innen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Unterstütze Dein Team von Data-Expert:innen, die innovativen und datengesteuerten Lösungen für unsere Kund:innen zu entwickeln. Deine Aufgaben Du willst Big Data in Smart Da…",Adzuna::API::Response::Job,49.253,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Saarland', 'Regionalverband Saarbrücken (Kreis)', 'Saarbrücken', 'Malstatt'], 'display_name': 'Malstatt, Saarbrücken'}",https://www.adzuna.de/details/5505336829?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Praktikum Data Science / Data Analytics & BI (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-20T17:58:31Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTA1MzM2ODI2In0.mjMOD_Q4DXJTDVaRPAC1tsSEh4FuY3TWxT6Lms4D5zc,8.29909,5505336826,"Praktikum Data Science / Data Analytics & BI (w/m/d) Job-ID: 11385 Standorte: Ulm Karrierelevel: Studierende Anstellungsart: Praktikum Begleite KPMG bei den zukünftigen Herausforderungen unserer Kund:innen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Unterstütze Dein Team von Data-Expert:innen, die innovativen und datengesteuerten Lösungen für unsere Kund:innen zu entwickeln. Deine Aufgaben Du willst Big Data in Smart Data verwa…",Adzuna::API::Response::Job,48.36497,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mitte, Ulm'}",https://www.adzuna.de/details/5505336826?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Praktikum Data Science / Data Analytics & BI (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-20T17:58:31Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2NDY0ODIwOSIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.YufdC47hhBxICBEFLbBRerB91w22SPNxTKO6B3oXDak,13.38475,5664648209,"Du hast deine ersten Semester geschafft und möchtest Dein theoretisches Wissen nun gern in spannenden Praxisprojekten anwenden? Bei uns wirst Du direkt in die Mandats- und Projektarbeit mit eingebunden und schnupperst so echte Praxisluft in einem interessanten Aufgabengebiet. Knüpfe schon jetzt wertvolle Kontakte, die deinen späteren Einstieg in die Berufswelt deutlich erleichtern können. Für einen Zeitraum von 6 Monaten suchen wir Praktikant (W/M/D) Data Science & Artificial Intelligence in Be…",Adzuna::API::Response::Job,52.51551,"{'display_name': 'Mitte, Berlin', 'area': ['Deutschland', 'Berlin', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5664648209?utm_medium=api&utm_source=a4bcf954,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",0,Praktikant Data Science / Data Engineering im Bereich Risk Advisory Services,"{'display_name': 'BRL Risk Consulting GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-14T03:19:06Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjY0NjQ4MzMxIn0.83K9QAx2-er8jxlF6XKv3kC5C42rh5bX_zY_Xp3W1QU,11.56907,5664648331,"Du hast deine ersten Semester geschafft und möchtest Dein theoretisches Wissen nun gern in spannenden Praxisprojekten anwenden? Bei uns wirst Du direkt in die Mandats- und Projektarbeit mit eingebunden und schnupperst so echte Praxisluft in einem interessanten Aufgabengebiet. Knüpfe schon jetzt wertvolle Kontakte, die deinen späteren Einstieg in die Berufswelt deutlich erleichtern können. Für einen Zeitraum von 6 Monaten suchen wir Praktikant (W/M/D) Data Science & Artificial Intelligence in Be…",Adzuna::API::Response::Job,48.14093,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altstadt-Lehel, München'}",https://www.adzuna.de/details/5664648331?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",0,Praktikant Data Science / Data Engineering im Bereich Risk Advisory Services,"{'display_name': 'BRL Risk Consulting GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-14T03:19:07Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjY0NjQ4MjY1In0.Bv_z9qc9_J-CKldbTiXdOX7-1duGRxCJvtGP1dn466o,9.98553,5664648265,"Du hast deine ersten Semester geschafft und möchtest Dein theoretisches Wissen nun gern in spannenden Praxisprojekten anwenden? Bei uns wirst Du direkt in die Mandats- und Projektarbeit mit eingebunden und schnupperst so echte Praxisluft in einem interessanten Aufgabengebiet. Knüpfe schon jetzt wertvolle Kontakte, die deinen späteren Einstieg in die Berufswelt deutlich erleichtern können. Für einen Zeitraum von 6 Monaten suchen wir Praktikant (W/M/D) Data Science & Artificial Intelligence in Be…",Adzuna::API::Response::Job,53.55197,"{'display_name': 'Neustadt, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'Neustadt']}",https://www.adzuna.de/details/5664648265?utm_medium=api&utm_source=a4bcf954,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,Praktikant Data Science / Data Engineering im Bereich Risk Advisory Services,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BRL Risk Consulting GmbH & Co. KG'}",2026-03-14T03:19:07Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjY0NjQ4MzQ3In0.9ecwFGr1PCIXKRzXp_0D-b33-Wx8eWX-WqP1RdyMJ80,6.96735,5664648347,"Du hast deine ersten Semester geschafft und möchtest Dein theoretisches Wissen nun gern in spannenden Praxisprojekten anwenden? Bei uns wirst Du direkt in die Mandats- und Projektarbeit mit eingebunden und schnupperst so echte Praxisluft in einem interessanten Aufgabengebiet. Knüpfe schon jetzt wertvolle Kontakte, die deinen späteren Einstieg in die Berufswelt deutlich erleichtern können. Für einen Zeitraum von 6 Monaten suchen wir Praktikant (W/M/D) Data Science & Artificial Intelligence in Be…",Adzuna::API::Response::Job,51.46121,"{'display_name': 'Altendorf, Essen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen', 'Altendorf']}",https://www.adzuna.de/details/5664648347?utm_medium=api&utm_source=a4bcf954,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",0,Praktikant Data Science / Data Engineering im Bereich Risk Advisory Services,"{'display_name': 'BRL Risk Consulting GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-14T03:19:08Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgwNDI0NTAyIn0.86Iui9rS1ByVI2PFeLnWnINycmpHEhvmEakWo_8blsA,10.52152,5680424502,"The department EPID, led by Prof. Berit Lange, at the Helmholtz Centre for Infection Research (HZI), isoffering the position of a Doctoral researcher (f/m/d) Modelling vector-borne diseases in Germany As a member of the Helmholtz Association, the Helmholtz Centre for Infection Research, based inBraunschweig, conducts top-level research in the field of infectious diseases. Our scientists develop novelmethods and strategies to fight infectious diseases faster and more effectively. Our common goal…",Adzuna::API::Response::Job,52.21029,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig', 'Stöckheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stöckheim, Braunschweig'}",https://www.adzuna.de/details/5680424502?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,PhD Student Data Science - Data Analysis (m/f/d),"{'display_name': 'Helmholtz-Zentrum für Infektionsforschung GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-27T18:05:13Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjI1NjkzNjIyIn0._9nVWXMakb6aP3PWTx8DtIfyhcTmvTNtQKZjfEl0CLY,9.2274,5625693622,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Adzuna::API::Response::Job,49.18975,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",https://www.adzuna.de/land/ad/5625693622?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=711AC947BEC77D7EE395A9CC967ABA9D5D10A612,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,Prognosemanager Day-Ahead-Prognosen Strom (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",2026-02-12T05:59:22Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgwOTAxOTQ1In0.L48q2yAjPN-QH7rYZ677PV7CSkxnZhx9xXop0TmPeGo,9.2274,5680901945,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Adzuna::API::Response::Job,49.18975,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",https://www.adzuna.de/land/ad/5680901945?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=23095A0E6A085118BA6C998B9C3940D7DAC0DBF4,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Experte Energiewirtschaft Marktprozesse (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",2026-03-28T03:15:54Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MjYyMjgwMSIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.ouhNIHLprMZJvfWFfgbOxh_T0m9hy6cIstiCIrJ0j7Q,,5652622801,"Job Description Our vision is to transform the way the world moves because people expect better. As a Data Science Manager Finance (m/f/d), you lead the Data Science Finance team while remaining hands-on, drive technical architecture, and partner with the Finance team to execute ambitious roadmaps. Apply now and be part of our Data Science team in Pullach near Munich. YOUR ROLE AT SIXT You build, grow, and lead the Data Science Finance team while staying hands-on - hiring top talent and fosteri…",Adzuna::API::Response::Job,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5652622801?utm_medium=api&utm_source=a4bcf954,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,Data Science Manager Finance (m/f/d),"{'display_name': 'SIXT Germany', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-03T19:50:07Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjY4Mzg4OTY0In0.S5-5ooO4mZU68A1JKEszj5qydG5rl_zPizR6-ZGnXME,,5668388964,"Stellenbeschreibung Du hast (bald) Dein Abitur in der Tasche und interessierst Dich für Daten, Analysen und Programmierung? Du willst direkt in die Praxis einsteigen und gleichzeitig ein Studium absolvieren? Dann starte dein duales Studium Data Science bei SIXT in Kooperation mit der DHBW Stuttgart. Bei SIXT wirst Du vom ersten Tag an Teil unseres internationalen Unternehmens. Du erhältst Einblicke in alle zentralen Bereiche rund um das Thema Data Science und lernst praxisnah wie Du im Team dat…",Adzuna::API::Response::Job,,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5668388964?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,Duales Studium Data Science – in Kooperation mit der DHBW Stuttgart,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SIXT Germany'}",2026-03-16T08:30:47Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjY4Mzg4OTYzIn0.q6g23Jn3imhY8DZT8AwBolxfIXXg7HjSRv037X0GV2Q,9.187224,5668388963,"Stellenbeschreibung Du hast (bald) Dein Abitur in der Tasche und interessierst Dich für Daten, Analysen und Programmierung? Du willst direkt in die Praxis einsteigen und gleichzeitig ein Studium absolvieren? Dann starte dein duales Studium Data Science bei SIXT in Kooperation mit der DHBW Stuttgart. Bei SIXT wirst Du vom ersten Tag an Teil unseres internationalen Unternehmens. Du erhältst Einblicke in alle zentralen Bereiche rund um das Thema Data Science und lernst praxisnah wie Du im Team dat…",Adzuna::API::Response::Job,48.776198,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",https://www.adzuna.de/details/5668388963?utm_medium=api&utm_source=a4bcf954,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",0,Duales Studium Data Science – in Kooperation mit der DHBW Stuttgart,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SIXT Germany'}",2026-03-16T08:30:47Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1Njc5MjkyOTMwIn0.IErU_3YzgPmh36azGYTWjCrRhP30F3RD2P_N_GC2aBw,10.517347,5679292930,"gemeinsam Erreger bekämpfen! Referent/in Education & Software Enablement (w/m/d) Kennziffer: 639/2026 Einstellungstermin: Zum nächstmöglichen Zeitpunkt, zunächst befristet auf 3 Jahre Arbeitszeit: 39 Stunden pro Woche Vergütung: E 13 EntGO Bund Arbeitsort: Braunschweig Probezeit: 6 Monate Bewerbungsschluss: 15.04.2026 Das Digital Office des Helmholtz-Zentrums für Infektionsforschung (HZI) sucht zum nächstmöglichen Zeitpunkt eine/n Referent/in Education & Software Enablement (w/m/d) 50 % Educati…",Adzuna::API::Response::Job,52.263026,"{'display_name': 'Braunschweig, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Braunschweig']}",https://www.adzuna.de/land/ad/5679292930?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=8A61B4966DD7F47B56889F677FD77A6544817340,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",0,Referent/in Education & Software Enablement (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Helmholtz-Zentrum für Infektionsforschung GmbH'}",2026-03-26T15:17:40Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjU3MjQ0NyIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.jeETyetT-1IpnRGRaqumKjaAiLJebmeG3C04wzG2nLo,13.420806,5676572447,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",Adzuna::API::Response::Job,52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5676572447?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=1D9AC220481A08F5D09FD6661A5B73585B3DF9FB,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",0,Lead IT Expert DevOps & Platform Engineering (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",2026-03-24T06:57:04Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NDk3NjcxNyIsInMiOiI0bFY4T1JFczhSR1NFdDlHRzZ0MjFRIn0.jDwjFrjbG55jgxqOxK5O6P2Jdvyx_-zBL8MTSdZi3B8,9.2274,5644976717,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2026 {Studiendauer:} 3 …",Adzuna::API::Response::Job,49.18975,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",https://www.adzuna.de/land/ad/5644976717?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=8E78392EC34BE95850E7D71DFE680FD585F77708,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),"{'display_name': 'Schwarz Digits', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-25T18:33:11Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1Njc3OTYzNzI1In0.ds7yv__bADvzAdM6CAi4aVVnWRgRsopv2OfVs-JFXDM,9.987297,5677963725,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Adzuna::API::Response::Job,53.557429,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5677963725?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=118271C0A7C595C4B94D9CA34222777546E0E52B,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Consultant Data Engineering Analytics (m/w/d),"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-25T11:30:54Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGxWOE9SRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1Njc3OTYzNzI4In0._PVQNXefxwf2-rtKfWGScZ37eOCjAz7fzKib5ptTGzo,9.987297,5677963728,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Adzuna::API::Response::Job,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",https://www.adzuna.de/land/ad/5677963728?se=4lV8OREs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=23D21B64DEE02F92F00B9A444BD430317084D94B,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Junior Consultant Business Intelligence (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",2026-03-25T11:30:55Z,full_time,,,
