adref,company,id,created,category,title,location,__CLASS__,longitude,description,latitude,redirect_url,salary_is_predicted,contract_time,contract_type,salary_max,salary_min
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg4Mzk3MTA5In0.CU3vqDKzMP8adpn5JvWuIH5J6yEJ43bCnvw4AEY338o,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",5588397109,2026-01-16T21:10:40Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Werkstudent Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",Adzuna::API::Response::Job,,Werkstudent Data Science (m/w/d) InDeutschland - Berlin | Köln | München Du suchst nach Praxiserfahrungneben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden?Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stundenpro Woche bei internen datengetriebenen Projekten. Idealerweise bist du nochmindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinwegbegleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regel…,,https://www.adzuna.de/details/5588397109?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA1MjM1MSIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.VfvvkyI8MAmtoq3LFF4PADNt_ULXZD43MbqJeqWzyBY,"{'display_name': 'HelloFresh', '__CLASS__': 'Adzuna::API::Response::Company'}",5496052351,2025-11-14T14:27:59Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Senior Director, Data Science (all genders)","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",Adzuna::API::Response::Job,13.420806,"About the role: What's in the Box As a Senior Director of Data Science , you will lead a multidisciplinary organization of data scientists, data engineers and analysts who partner deeply with product and engineering teams to drive measurable business impact. Your mission is to elevate how data, experimentation, and machine learning power our products and decisions - focusing on all aspects of personalization and search for the consumer product organization. What you’ll do: The Recipe Define the…",52.507706,https://www.adzuna.de/details/5496052351?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyODMyNTQyNyIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.twb57XbID_3GfViHICNUSwjKWNIHshwMaV6VhdsW6c8,"{'display_name': 'C&A Mode GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5528325427,2025-12-04T22:03:56Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Intern (m/f/d),"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Derendorf'], 'display_name': 'Derendorf, Düsseldorf', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,6.78682,"THE FUTURE LOOKS LIKE YOU With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…",51.24397,https://www.adzuna.de/details/5528325427?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNzUxMzY1MiIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.K4EusWh3Gmjc1Bw0wBfF5UhZMqqGR1lVLeqElXz3PjE,"{'display_name': 'ZECH Building SE', '__CLASS__': 'Adzuna::API::Response::Company'}",5527513652,2025-12-04T18:17:46Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Data-Science-Experte (w/m/d),"{'display_name': 'Handelshäfen, Bremen', 'area': ['Deutschland', 'Bremen', 'Handelshäfen'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.77324,"Als Data-Science-Experte (w/m/d) entwickelst du datenbasierte Modelle und Analysen, die fundierte Entscheidungen im Konzern ermöglichen. Du arbeitest an spannenden Projekten rund um Prognosen, Textanalyse und Visualisierung und schaffst so echten Mehrwert aus Daten. Analyse & Modellierung Entwicklung und Validierung von Machine-Learning-Modellen Durchführung komplexer Datenanalysen und Forecasts Anwendung statistischer Verfahren und Python-basierter Data-Science-Methoden Datenaufbereitung & Vis…",53.09622,https://www.adzuna.de/details/5527513652?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0Njk5NDU3OSIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.oldIuwl2dtGbJ6JuOHT9z53-U-XxWrTMJXueA_ipnyA,"{'display_name': 'GROB-WERKE & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5346994579,2025-08-10T22:52:16Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Praktikum Data Science (m/w/d),"{'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim'], 'display_name': 'Mindelheim, Unterallgäu (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,10.49959,Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,48.03693,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,0,,contract,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MDM5ODk3MyIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.9K9jj4xYwf-IRjOQ4iHl-ctc0GOsMXmOZIpAp8u6kRM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ausbildungsbetrieb Vetter Pharma-Fertigung GmbH & Co. KG'}",5550398973,2025-12-20T20:39:24Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Abschlussarbeit Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ravensburg (Kreis)'], 'display_name': 'Ravensburg (Kreis), Baden-Württemberg'}",Adzuna::API::Response::Job,9.667396,"Du interessiert dich für klassisches maschinelles Lernen und Data Science und möchtest einen vielfältigen Praxiseinblick, der dich weiterbringt? Dann hallo bei Vetter! Klingt das spannend für dich? Im Rahmen deiner Masterarbeit tauchst du tief in die Welt von Textdaten aus unseren Qualitätsprozessen ein. Dein Ziel ist es, mit Methoden aus dem Natural Language Processing (NLP) und Machine-Learning-Algorithmen Erkenntnisse zu gewinnen, die echten Mehrwert schaffen. Dabei arbeitest du eng mit unse…",47.839602,https://www.adzuna.de/land/ad/5550398973?se=_LKIBQj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=148C3908A1BDDEDD29E11CED57FBDF3118DBD1FA,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MDc1Mjc2NyIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.pGwTkg-XWPjaLvQyvbIxWv_8xv_cgZsEOVZLjGQr7eY,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",5590752767,2026-01-18T21:17:40Z,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",Werkstudent Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",Adzuna::API::Response::Job,,In Deutschland - Berlin | Köln | München Du suchst nach Praxiserfahrung neben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden? Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stunden pro Woche bei internen datengetriebenen Projekten. Idealerweise bist du noch mindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinweg begleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regelmäßigem Feedback und bringe…,,https://www.adzuna.de/details/5590752767?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3OTc0MzQ4MCIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.tY66Y1YgUDLAeqAgw62K9fSIx1h5lLkB4LIoZOueVDI,"{'display_name': 'eoda', '__CLASS__': 'Adzuna::API::Response::Company'}",5579743480,2026-01-11T21:00:43Z,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",Praktikum Data Science (Schwerpunkt Machine Learning),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",Adzuna::API::Response::Job,,"Du findest Dich hier wieder? Du bist motiviert, datenbegeistert und hast Lust auf ein Praktikum im Bereich Machine Learning? Du willst in die Praxis eintauchen und wertvolle Erfahrungen sammeln – anhand echter Daten und in konkreten ML-Use-Cases im Bereich erneuerbarer Energien? Dann arbeite mit unserem großartigen Machine-Learning-Team an einem agilen Kundenprojekt in der Energiewirtschaft! Gemeinsam nutzt Ihr Daten, um Anomalien zu erkennen, Ausfälle vorherzusagen und durch Predictive Mainten…",,https://www.adzuna.de/details/5579743480?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc3NTAxMDg5In0.0weU9fmKVfavWN2TJ8VMpJp-HzwQ6E4qn20_irXxDko,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'eoda GmbH'}",5577501089,2026-01-10T07:10:20Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikum Data Science (Schwerpunkt Machine Learning),"{'display_name': 'Am Sandkopf, Kassel (Kreis)', 'area': ['Deutschland', 'Hessen', 'Kassel (Kreis)', 'Am Sandkopf'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,9.50202,"Du findest Dich hier wieder? Du bist motiviert, datenbegeistert und hast Lust auf ein Praktikum im Bereich Machine Learning? Du willst in die Praxis eintauchen und wertvolle Erfahrungen sammeln – anhand echter Daten und in konkreten ML-Use-Cases im Bereich erneuerbarer Energien? Dann arbeite mit unserem großartigen Machine-Learning-Team an einem agilen Kundenprojekt in der Energiewirtschaft! Gemeinsam nutzt Ihr Daten, um Anomalien zu erkennen, Ausfälle vorherzusagen und durch Predictive Mainten…",51.34653,https://www.adzuna.de/details/5577501089?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNjczNTcxNyIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.XGpgOXZ5jvN-0p5Epd16j6KNhUD4dxWh7LtR8l4NkY8,"{'display_name': 'C & A', '__CLASS__': 'Adzuna::API::Response::Company'}",5526735717,2025-12-04T00:21:15Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Intern (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Adzuna::API::Response::Job,6.808387,"The future looks like you With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…",51.226802,https://www.adzuna.de/details/5526735717?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTE2NjQyNzMzIn0.IOH-ZIggv_McxfoNVYhvg0tphUBdoQ0e8wdJ2aQf-P4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",5516642733,2025-11-27T18:58:24Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Manager Data Science (m/f/d),"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"In Germany - Berlin | Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Help businesses make informed decisions and drive growth by transforming raw data into actionable insights. Ready to boost your personal development in data science, analytics, and AI? Become a pioneer of the digital transformation and support us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving company with a startup feel Ad…",,https://www.adzuna.de/details/5516642733?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NTgwMTc0MiIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.kxxkld_KPl39zgI2YA7G-7fdVbt1tbk51WTbX5v01Ro,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",5555801742,2025-12-25T20:49:29Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",Adzuna::API::Response::Job,9.987297,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",53.557429,https://www.adzuna.de/details/5555801742?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc2NzE5Nzg2In0.e-oz6G1MYQzahuQjVGzowC7BPabkZJ3Je28CbXHiD4Y,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",5576719786,2026-01-09T21:06:00Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eschborn, Main-Taunus-Kreis', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn']}",Adzuna::API::Response::Job,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,https://www.adzuna.de/details/5576719786?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NTgwMTczOCIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.VKbPyGrPp4yohCdk4emM77sm_52u0hXsUxGzZcVev4s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",5555801738,2025-12-25T20:49:29Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,13.420806,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",52.507706,https://www.adzuna.de/details/5555801738?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMjcwNDgwNiIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.B5Jhu-LDdfhlKzI0tOCb-XaH9yASam2YGhm7MFSxCxo,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",5512704806,2025-11-25T15:05:51Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Manager Data Science (m/f/d),"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,7.112412,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",50.71942,https://www.adzuna.de/details/5512704806?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTEyNzA0ODAxIn0.EsY_LF6weu1img1tiN22Xv_mo0bQlGYfw08X0VqyDeI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",5512704801,2025-11-25T15:05:51Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Manager Data Science (m/f/d),"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,https://www.adzuna.de/details/5512704801?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMjcwNDgxMyIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0._Igq-FkdTPLzAN2RKZoF_4RsaG48MJsgX45bWVLWNTE,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",5512704813,2025-11-25T15:05:51Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",Adzuna::API::Response::Job,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,https://www.adzuna.de/details/5512704813?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTIzNDUwNzgwIn0.jnjCZNXOsIxsHIZD-k0gS-TFNvy9vL0smdjS3y3hMD4,{'__CLASS__': 'Adzuna::API::Response::Company'},5523450780,2025-12-02T04:12:40Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Mathematiker / Data Science (w/m/div.),"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,6.969972,"Der Verband der Privaten Krankenversicherung e.V. gehört zu den Spitzenverbänden der deutschen Wirtschaft und vertritt die Interessen der Privaten Krankenversicherung und seiner Mitgliedsunternehmen. Wir sind im Geschäftsbereich Mathematik/Statistik zuständig für die Erstellung und Auswertung von Statistiken und die Kalkulation von Branchentarifen für die private Kranken- und Pflegeversicherung. Mit Hilfe der erhobenen Daten analysieren wir die Entwicklung der Branche , zeigen Ursachen für die …",50.940164,https://www.adzuna.de/details/5523450780?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyMjQxNDMzMSIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.0rB-fiLIYLirQY7mmfzyjqXFuhKapxo-Y3dGWyDduVM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PKV Verband der Privaten Krankenversicherung e. V.'}",5522414331,2025-12-01T20:34:49Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Mathematiker / Data Science (w/m/div.),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Altstadt-Nord'], 'display_name': 'Altstadt-Nord, Köln'}",Adzuna::API::Response::Job,6.95684,"Der Verband der Privaten Krankenversicherung e.V. gehört zu den Spitzenverbänden der deutschen Wirtschaft und vertritt die Interessen der Privaten Krankenversicherung und seiner Mitgliedsunternehmen. Wir sind im Geschäftsbereich Mathematik/Statistik zuständig für die Erstellung und Auswertung von Statistiken und die Kalkulation von Branchentarifen für die private Kranken- und Pflegeversicherung. Mit Hilfe der erhobenen Daten analysieren wir dieEntwicklung der Branche, zeigen Ursachen für die je…",50.93917,https://www.adzuna.de/details/5522414331?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NjMxNzQxMSIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.ZTdpXNd_nb5M2vejp9mZSl3t9jCYK4aP6t50gZr9MG0,"{'display_name': 'IU Internationale Hochschule', '__CLASS__': 'Adzuna::API::Response::Company'}",5556317411,2025-12-26T14:08:58Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Lecturer - Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Friedrichshain, Berlin', 'area': ['Deutschland', 'Berlin', 'Friedrichshain']}",Adzuna::API::Response::Job,13.46308,"IU INTERNATIONAL UNIVERSITY - MyStudium - Because teaching is not just a job, it's a statement. You don't just want to teach, you want to make a difference? Then start at Germany's largest university and shape the future of teaching with us - in an environment that focuses on your professional and personal needs. Contribute to our academic world at our campus in Berlin as a freelance lecturer in MyStudium with 48 teaching units starting on 01.04.2026. You teach fundamental knowledge with high p…",52.51734,https://www.adzuna.de/details/5556317411?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0xLSUJRajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTc2NjkwMTIxIn0.ofjnA-Dn3IGvVi4vhl0x4KT768WJdoGeSsuGJz6biV8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG'}",5576690121,2026-01-09T20:35:59Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium Data Science und Künstliche Intelligenz,"{'display_name': 'Freiberg, Mittelsachsen (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,13.33722,"Siltronic ist einer der weltweit größten Hersteller für Wafer aus Reinstsilizium und Partner vieler führender Chip-Hersteller mit rund 4.400 Mitarbeitenden und Produktionsstätten in Europa, Asien und den USA. Wir entwickeln und fertigen Wafer mit einem Durchmesser von bis zu 300 mm. Diese sind die Grundlage der modernen Mikro- und Nanoelektronik. In einem 3-jährigen Dualen Studium werden Theorie und Praxis gekonnt verbunden. Das hoch qualifizierende Studium wird durch breit gefächerte Praxisein…",50.91404,https://www.adzuna.de/details/5576690121?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NjkyMDA3MSIsInMiOiJfTEtJQlFqMThCR0NRLVhMYmxjSDhRIn0.2KMz7obrt2REgtsGJl9QauxVeJ6AMXMjTx0OLedNbRk,"{'display_name': 'Nexi Group', '__CLASS__': 'Adzuna::API::Response::Company'}",5556920071,2025-12-26T21:24:10Z,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",Graduate Program Data Science & Analytics - Germany,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Description Are you looking to kick off your career journey? Do you like the idea of joining the European PayTech? If so, you are at the right place! Our Graduate Program offers you the chance to create your unique career path within our diverse international team, operating in more than 25 countries. Rotate among different departments, learn from experienced professionals, and make a difference by working on real business cases. About the Program Our Graduate Program is more than a learning pa…",,https://www.adzuna.de/details/5556920071?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
