category,id,redirect_url,__CLASS__,description,latitude,adref,created,salary_is_predicted,location,title,company,longitude,contract_time,salary_max,salary_min,contract_type
"{'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5793917966,https://www.adzuna.de/land/ad/5793917966?se=DM1IY6R-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=88FAC9F432EF11C610919445E5AB68A041A8D768,Adzuna::API::Response::Job,"Life is always about becoming Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können . klicken sie bewerben, für die volle Stellenbeschreibung",48.74183,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1NzkzOTE3OTY2In0.0tv6MBx1Y4MWlZGJqrD95QYa9o2mC31B2-K4S1DounQ,2026-07-09T10:57:04Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Esslingen am Neckar', 'Brühl'], 'display_name': 'Brühl, Esslingen am Neckar'}","Duales Studium Wirtschaftsinformatik/data Science (b.sc.), Mercedes-benz Group Ag, Stuttgart, 01.10.2027 (m/w/d)","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Group AG'}",9.27162,,,,
"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",5768898707,https://www.adzuna.de/land/ad/5768898707?se=DM1IY6R-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=19112DA5CA668C26F3F3DCEE7FCC41BFA17AA534,Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.720071,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODg5ODcwNyIsInMiOiJETTFJWTZSLThSR2ZMcVAwa040dzdnIn0.AH1jROcsFijqOcZc8drc2ZIU7IBSf-cuDwcugcISSss,2026-06-19T05:50:17Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}","Praktikant*in MO360 Product Owner Team - Fokus KI, Daten & Kommunikation (Digitalisierung Produktion)","{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",9.026231,,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5747479315,https://www.adzuna.de/land/ad/5747479315?se=DM1IY6R-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=22F409D57B11560FDF443C3B3883B3BC2DDEFF7B,Adzuna::API::Response::Job,"INFOMOTION ist die Data Performance Company – mit über 600 Datenenthusiastinnen und -enthusiasten an neun Standorten und mehr als 20 Jahren Erfahrung. Bei uns bringst Du Deine Expertise gezielt ein – und entwickelst sie weiter, gemeinsam mit einem Team, das Wissen teilt, Verantwortung lebt und Zukunft gestaltet. Du möchtest Deine Erfahrung nicht nur vertiefen, sondern auch weitergeben – und mit anderen gemeinsam echte Datenwirkung erzielen? Dann gestalte mit uns die nächste Etappe – persönlich,…",50.940164,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1NzQ3NDc5MzE1In0.GIzs1Vq9fi5ZS8IgVIrbc2pnUJlhWOGiv3hlCOWzCL8,2026-06-01T12:50:09Z,0,"{'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",Senior Datenarchitekt (m/w/d) Data & AI Strategie,"{'display_name': 'INFOMOTION GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",6.969972,,,,
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",5798404888,https://www.adzuna.de/land/ad/5798404888?se=DM1IY6R-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=79596C0D06E2D052771FB6907D8BB0AA4F9380FF,Adzuna::API::Response::Job,"adesso steht für digitale Exzellenz – und damit auch für vielfältige Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander: in anspruchsvollen Projekten, interdisziplinären Teams und mit zielgerichteten Trainingsangeboten. Wir haben IT im Herzen und den Erfolg unserer Kunden im Fokus. Als Treiber der KI-Transformation verbinden wir Mut zur Veränderung mit technologischer Expertise und zukunftsfähigen Strategien. Was uns stark macht, sind unsere adessi, die etwa…",50.940164,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODQwNDg4OCIsInMiOiJETTFJWTZSLThSR2ZMcVAwa040dzdnIn0.JaV_kP6_MojXcl-w9DwP-DTEQsiTX-LVZoy1GVVNkq4,2026-07-13T03:23:37Z,0,"{'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",Software Architect Azure AI (all genders),"{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",6.969972,,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",5299866746,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",51.13209,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1Mjk5ODY2NzQ2In0.NXw4nLvDnOwchexsbSt4HQbNx0SSGY_xJmn50gypkeQ,2025-07-12T22:07:55Z,0,"{'display_name': 'Frankenthal, Bautzen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal']}",Praktikum/Abschlussarbeit im Bereich Data Science,"{'display_name': 'KSB', '__CLASS__': 'Adzuna::API::Response::Company'}",14.10731,,,,
"{'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}",5783104161,https://www.adzuna.de/details/5783104161?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…",48.82807,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MzEwNDE2MSIsInMiOiJETTFJWTZSLThSR2ZMcVAwa040dzdnIn0.pbCDVOKXz4XYsivPjSHRMKOooOroaxFC0YYAXCB5NmY,2026-07-01T08:48:52Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Rems-Murr-Kreis', 'Fellbach', 'Schmiden'], 'display_name': 'Schmiden, Fellbach'}",Praktikum Data Analytics / Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ANDREAS STIHL AG & Co. KG'}",9.26652,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5798307562,https://www.adzuna.de/details/5798307562?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Ready for a challenge? Then Just Eat Takeaway.com might be the place for you. We’re a leading global online delivery platform, and our vision is to empower everyday convenience. Whether it’s a Friday-night feast, a post-gym poke bowl, or grabbing some groceries, our tech platform connects tens of millions of customers with hundreds of thousands of restaurant, grocery and convenience partners across the globe. About this role Logistics is the engine room of that platform. Every order depends on …",52.507706,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1Nzk4MzA3NTYyIn0.NoDSRWfIOWQo6ztPwQyuJm-qg7aFbYSyMbasTkor5rg,2026-07-13T00:52:05Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","Data Science Manager, Courier Pay","{'display_name': 'Just Eat', '__CLASS__': 'Adzuna::API::Response::Company'}",13.420806,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",5778269339,https://www.adzuna.de/details/5778269339?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Für den Standort München suchen wir: Projektmanager – Data Analytics / Data Science Ihre Aufgaben: Planung, Steuerung und Umsetzung datengetriebener Use Cases und Projekte über den gesamten Lifecycle Projektmanagement im Data-/Analytics-Umfeld (Termine, Budget, Risiken, Ressourcen) Zusammenarbeit mit Data Scientists, Data Analysts, Data Engineers, Product Ownern und Fachbereichen Übersetzung fachlicher Anforderungen in analytische Lösungsansätze Steuerung interner und externer Projektbeteiligte…",48.18449,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3ODI2OTMzOSIsInMiOiJETTFJWTZSLThSR2ZMcVAwa040dzdnIn0.7cEuxLkmb9MRoXIRhLEQPc9VNxwJKc1RaMIWSPBcHFc,2026-06-26T23:23:03Z,0,"{'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing'], '__CLASS__': 'Adzuna::API::Response::Location'}",Projektmanager – Data Analytics / Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Guldberg'}",11.44811,full_time,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",5788539455,https://www.adzuna.de/details/5788539455?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Who we are Foundation models transformed text and images. Structured data - the largest and most consequential data format in the world - stayed untouched. Tables run every clinical trial, every financial model, every scientific experiment, every business decision, and no one had built a foundation model that truly understood them. Until now. What LLMs did for language, we're doing for tables. The next modality shift in AI is happening, and we're hiring the team that makes it. Momentum. We pion…",52.507706,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1Nzg4NTM5NDU1In0.9Muh6OiCtTBYw41JPUqXG1KpXnlLrkxgy5YEYPKWeRg,2026-07-05T00:49:56Z,0,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}","Research Scientist, Foundational Data Science","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Prior Labs'}",13.420806,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",5745959926,https://www.adzuna.de/details/5745959926?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"About finmid finmid 's mission is to enable software companies to reimagine how their business customers access capital. By productizing the complexity of financial services, finmid empowers companies to offer financial services where FinTech isn't the mission but enables the mission. About the opportunity We are looking for a Data Science Intern to join our Data team. This is an exciting opportunity for someone early in their career who is hungry to learn and build. You’ll work closely with th…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRE0xSVk2Ui04UkdmTHFQMGtONHc3ZyIsImkiOiI1NzQ1OTU5OTI2In0.S-yQljYf1yMMQekvrILrrHzMwnf2qQ1aWNP1uDs4QLQ,2026-05-30T23:27:29Z,0,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",Data Science Intern (FT Potential),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Finmid'}",,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",5502240982,https://www.adzuna.de/details/5502240982?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as Data Scientist Intern to bring order to the chaos of culture…",52.507706,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjI0MDk4MiIsInMiOiJETTFJWTZSLThSR2ZMcVAwa040dzdnIn0.cS1xCJBIEzS-VaViZ-oof5-nieERY8NLtqTgXmkesnI,2025-11-18T18:47:23Z,0,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","Data Science Intern, Music & Audio","{'display_name': 'Melotech', '__CLASS__': 'Adzuna::API::Response::Company'}",13.420806,full_time,,,
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",5779227279,https://www.adzuna.de/land/ad/5779227279?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=64B68F2966CEDD9D19C48A4762D96B5783097B40,Adzuna::API::Response::Job,"Kunden. Gemeinsam. Entwickeln. Die Windhoff Group führt als IT-Dienstleister seit 1997 deutschlandweit Beratungsprojekte bei führenden Großunternehmen durch. Gewinne mit uns Neukunden im gehobenen Mittelstand und Konzernumfeld und werde Teil unseres wachsenden Unternehmens mit derzeit rund 300 Mitarbeitenden! Dich erwartet ein freundschaftliches Miteinander , ein jährliches Weiterbildungsbudget von über 2000 Euro , bis zu 40 Tage Urlaub im Jahr und vieles mehr! Aufgaben Du bringst ein Netzwerk …",51.95537,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTIyNzI3OSIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.jgtFYVUWuyW3jtWKu4OXt_YLIXXbIH9FAXcaoVrtRno,2026-06-27T18:26:16Z,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Borken (Kreis)', 'Gescher'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Gescher, Borken (Kreis)'}","Senior Sales Manager (m/w/d) Data & Analytics, Region Süddeutschland","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Windhoff Group'}",7.01065,,,,
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",5779226491,https://www.adzuna.de/land/ad/5779226491?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=92CD77CC74AD52FE82D2ED594A4EF69C264A70AA,Adzuna::API::Response::Job,"Liebherr-Digital Development Center GmbH in Ulm develops digital solutions for the entire Liebherr Group. Our passionate team from the areas of software development, engineering and data science works together on various projects from the whole Liebherr product world. Our mission: creating outstanding digital experiences! .NET / Golang Senior Cloud Software Engineer (m/f/d) Job-ID 82233 Aufgaben Your responsibilities Understand the business - Assess and support the business objectives for digit…",48.383137,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEFpclpLUi04UkdmTHFQMGtONHc3ZyIsImkiOiI1Nzc5MjI2NDkxIn0.QsIgjTswXmrS9zvYLwVZOYh1T1q4VF_wvsAodTE4ef4,2026-06-27T18:25:48Z,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg'}",.NET / Golang Senior Cloud Software Engineer (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Digital Development Center GmbH'}",9.856945,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5785802222,https://www.adzuna.de/land/ad/5785802222?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=B8EBCFD04C25107E8F23CFC4BED16DC1AFCCDDE9,Adzuna::API::Response::Job,"Bei Daimler Buses gestalten wir rund um den Globus die Zukunft der Mobilität und erzielen damit gemeinsam echte Wirkung. Als weltweit führender Bushersteller entwickeln und bauen wir nicht nur die besten Busse, sondern bringen den gesamten öffentlichen Personennah- und Reiseverkehr mit intelligenten und innovativen Services weiter voran. Wir übernehmen Verantwortung für lebenswerte Städte und arbeiten daran, unsere Vision nachhaltiger und zukunftsfähiger Mobilität Wirklichkeit werden zu lassen.…",48.377667,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTgwMjIyMiIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.phNGfHgY4GZZ27cdkCbCkixftN7-iN7uCN5zSj9DMEU,2026-07-02T22:26:59Z,0,"{'area': ['Deutschland', 'Bayern', 'Neu-Ulm (Kreis)', 'Neu-Ulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neu-Ulm, Neu-Ulm (Kreis)'}",Praktikum im Bereich Produktmanagement ab September 2026,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Daimler Buses GmbH'}",10.046201,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5798295689,https://www.adzuna.de/details/5798295689?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"About Us STARK is a new kind of defence technology company revolutionising the way autonomous systems are deployed across multiple domains. We design, develop and manufacture high-performance unmanned systems that are software-defined, mass-scalable and cost-effective. This provides our operators with a decisive edge in highly contested environments. We’re focused on delivering deployable, high-performance systems—not future promises. In a time of rising threats, STARK is bolstering the technol…",52.51551,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEFpclpLUi04UkdmTHFQMGtONHc3ZyIsImkiOiI1Nzk4Mjk1Njg5In0.HDbLCSou435-XLFm2Opp7h5Q-2OlFizQ5sZrONP77iA,2026-07-13T00:10:55Z,0,"{'display_name': 'Mitte, Berlin', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Mitte']}",Data Science Intern (all genders),"{'display_name': 'Stark', '__CLASS__': 'Adzuna::API::Response::Company'}",13.38475,part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",5798139883,https://www.adzuna.de/land/ad/5798139883?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=8CE92C10B356CFC5D7D4BD49065C6147216E842F,Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.720071,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODEzOTg4MyIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.6P5RTFngDIn6B0mlAeqPDhY5fWwF3bIJ5JAsmMWcJFE,2026-07-12T22:31:30Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}",Praktikant*in Entwicklung und Umsetzung einer intelligenten Cloud,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",9.026231,,,,
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",5779227283,https://www.adzuna.de/land/ad/5779227283?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=5730AB1747564371FCD811F12F0F7AB307031746,Adzuna::API::Response::Job,"Das Karlsruher Institut für Technologie (KIT) – Die Universität in der Helmholtz-Gemeinschaft Im Dialog mit der Gesellschaft entwickelt das KIT Lösungen für große Herausforderungen – von Klimawandel, Energiewende und nachhaltigem Umgang mit natürlichen Ressourcen bis hin zu Künstlicher Intelligenz, technologischer Souveränität und demografischem Wandel. Als Die Universität in der Helmholtz-Gemeinschaft vereint das KIT wissenschaftliche Exzellenz vom Erkenntnisgewinn bis zur Anwendungsorientieru…",47.589089,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTIyNzI4MyIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.wLoKlCLk1d_o0fkk_st-k0licsLOSo86OzLQk8NWOdI,2026-06-27T18:26:16Z,0,"{'display_name': 'Garmisch-Partenkirchen (Kreis), Bayern', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Garmisch-Partenkirchen (Kreis)']}",Softwarearchitektin oder Softwarearchitekt (w/m/d) für Forschungsdaten- und KI-Infrastrukturen,"{'display_name': 'Karlsruher Institut für Technologie  Campus Nord', '__CLASS__': 'Adzuna::API::Response::Company'}",11.155003,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5773180923,https://www.adzuna.de/land/ad/5773180923?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=9DBD8C099FEB8FF40F33D01C07A314BF26299758,Adzuna::API::Response::Job,"adesso steht für digitale Exzellenz – und damit auch für vielfältige Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander: in anspruchsvollen Projekten, interdisziplinären Teams und mit zielgerichteten Trainingsangeboten. Wir haben IT im Herzen und den Erfolg unserer Kunden im Fokus. Als Treiber der KI-Transformation verbinden wir Mut zur Veränderung mit technologischer Expertise und zukunftsfähigen Strategien. Was uns stark macht, sind unsere adessi, die etwa…",51.226802,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzE4MDkyMyIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.tDU8V8H_B1PKyuOvkwdiPL1FLIbUJw0YqlLZoZC5OuM,2026-06-23T06:22:14Z,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Data Engineer Salesforce Data Cloud (all genders),"{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",6.808387,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5794245663,https://www.adzuna.de/land/ad/5794245663?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=A072F51C12858CC1F341F7E6465D67E1C94233B4,Adzuna::API::Response::Job,"Koch-Chemie steht seit 1968 für hoch­wer­ti­ge Rei­ni­gungs- und Pfle­ge­pro­duk­te in den Be­rei­chen Wasch­che­mie, Fahr­zeug­auf­be­rei­tung, Werk­statt und In­dus­trie. Tra­di­ti­on, die sich durch stän­di­ge Ver­bes­se­run­gen und Lie­be zum De­tail aus­zeich­net: Excellence for Experts. In un­se­rer Bran­che sind wir eines der we­ni­gen Un­ter­neh­men, das selbst forscht, pro­du­ziert und ver­treibt. Wir sind Teil der französischen Novarc-Gruppe, einer international aufgestellten Industri…",51.53447,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEFpclpLUi04UkdmTHFQMGtONHc3ZyIsImkiOiI1Nzk0MjQ1NjYzIn0.QH-DZFw02TvTZ2GkVnqdfhWPJCt3F3KTvMmq7Hdjl-E,2026-07-09T17:27:38Z,0,"{'display_name': 'Unna, Unna (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Unna (Kreis)', 'Unna']}",Werkstudent Business Excellence & Data Quality (m/f/x),"{'display_name': 'Koch-Chemie GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",7.68588,,,,
"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5778049521,https://www.adzuna.de/land/ad/5778049521?se=LAirZKR-8RGfLqP0kN4w7g&utm_medium=api&utm_source=a4bcf954&v=A317766B85A306B68EB0202D3E652C4FA0E2BEFC,Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3ODA0OTUyMSIsInMiOiJMQWlyWktSLThSR2ZMcVAwa040dzdnIn0.7oAmIfxz2j2c4q__9dBi23Z4T3ESJkzq0_WU5TwW49M,2026-06-26T22:06:58Z,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg'}",Praktikant*in Digital Transformation Office (Pflicht-Praktikum),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",9.187224,,,,
