title,company,__CLASS__,location,latitude,salary_is_predicted,description,redirect_url,id,category,adref,created,longitude,contract_time,salary_max,salary_min,contract_type
Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sanofi'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",50.129683,0,"Für unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten für unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tätigkeit unterstützen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortätigkeiten sowie bei administrativen Arbeiten. Sie unterstützen bei der Datenpflege, indem Sie bei der Überprüfung großer biologischer Datensätze helfen und erle…",https://www.adzuna.de/details/5689097284?utm_medium=api&utm_source=a4bcf954,5689097284,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTA5NzI4NCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.E0vgSzSU7IazCyrjAEb-z3is1FeVqMaJSAXbi0XX_8I,2026-04-03T22:36:39Z,8.650578,full_time,,,
Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,"{'display_name': 'Sanofi Group', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}",50.129683,0,"Für unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten für unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tätigkeit unterstützen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortätigkeiten sowie bei administrativen Arbeiten. Sie unterstützen bei der Datenpflege, indem Sie bei der Überprüfung großer biologischer Datensätze helfen und erle…",https://www.adzuna.de/details/5679990766?utm_medium=api&utm_source=a4bcf954,5679990766,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1Njc5OTkwNzY2In0.ZDI--xV1bJhlqsBjyunwClzbtPgEkm7vNdR26L-nNog,2026-03-27T05:54:25Z,8.650578,,,,
Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sanofi Group'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",50.129683,0,"Fu00fcr unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten fu00fcr unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tu00e4tigkeit unterstu00fctzen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortu00e4tigkeiten sowie bei administrativen Arbeiten. Sie unterstu00fctzen bei der Datenpflege, indem Sie bei der u00dcberpru00fcfung grou00dfer bio…",https://www.adzuna.de/details/5680941542?utm_medium=api&utm_source=a4bcf954,5680941542,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjgwOTQxNTQyIn0.12vP-Y0uFV0ITH2D5xJJIiqtPtlPeB_m4tc6zmzV5yk,2026-03-28T04:24:31Z,8.650578,,,,
Data Science Director (f/m/d),"{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",53.557429,0,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,5433885165,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMzg4NTE2NSIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0._2AAZ1aaCtn_eka11IKPlOy9iC3Z_Zak55FFYpplJz8,2025-10-06T13:46:18Z,9.987297,full_time,,,
Systemadministrator - Data Science (m/w/d),"{'display_name': 'HUK-COBURG Versicherungsgruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], 'display_name': 'Coburg, Coburg (Kreis)'}",50.25777,0,"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",https://www.adzuna.de/details/5670850923?utm_medium=api&utm_source=a4bcf954,5670850923,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MDg1MDkyMyIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.duSSVGelnQWjS7nb25CA_zI8NY4kbQ5VYNfUJAVLrBk,2026-03-18T17:50:34Z,10.96603,,,,
Internship Data Science & Applied AI in Insurance,"{'display_name': 'Gen Re Corporation', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",,0,"Shape Your Future With Us General Re Corporation, a subsidiary of Berkshire Hathaway Inc. is a holding company for global reinsurance and related operations, with more than 2,000 employees worldwide. It owns General Reinsurance Corporation and General Reinsurance AG, which conducts business as Gen Re. Gen Re delivers reinsurance solutions to the Life/Health and Property/Casualty insurance industries. Represented in all major reinsurance markets through a network of 37 offices , we have earned s…",https://www.adzuna.de/details/5664136536?utm_medium=api&utm_source=a4bcf954,5664136536,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2NDEzNjUzNiIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.5_yli0QXuds_J40ZRbwiQr7MRO5Z4-UzdCJx4xW2zQI,2026-03-13T21:46:43Z,,,,,contract
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eschborn, Main-Taunus-Kreis'}",,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5674318988?utm_medium=api&utm_source=a4bcf954,5674318988,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4OCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.8sOnT0Z52LJZEKZS1vpr6QL3Urq9MmtElWBypyAVjnI,2026-03-21T14:38:56Z,,,,,
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}",,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5674318987?utm_medium=api&utm_source=a4bcf954,5674318987,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4NyIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.eOfRkJqVYlhiYZlebeihoyX5PM0Ljs0Q4DsghU1qPLE,2026-03-21T14:38:56Z,,,,,
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",52.507706,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5673754217?utm_medium=api&utm_source=a4bcf954,5673754217,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjczNzU0MjE3In0.yncASw-Wv59ZQY1s-7-tO5kgDcIp6jyrs54mPkKSYC4,2026-03-21T02:46:25Z,13.420806,,,,
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Adzuna::API::Response::Job,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",50.71942,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5674318986?utm_medium=api&utm_source=a4bcf954,5674318986,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4NiIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.ybczRrR5xzXSv7vtz25erdgs6tTpYVNhJhVga4JbAio,2026-03-21T14:38:56Z,7.112412,,,,
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5674318990?utm_medium=api&utm_source=a4bcf954,5674318990,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk5MCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.11qv3szJUpVQHrOg75NTtZcX0zPUEgjXRyAwp5IFrqk,2026-03-21T14:38:56Z,,,,,
Manager Data Science (m/f/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",53.557429,0,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",https://www.adzuna.de/details/5674318989?utm_medium=api&utm_source=a4bcf954,5674318989,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4OSIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.p-SHIwqlx-dyj1Dl8vp6NnRCPuWA2MxWMZgYB62Y_9U,2026-03-21T14:38:56Z,9.987297,,,,
Manager Data Science (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",,0,"In Germany - Berlin | Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Help businesses make informed decisions and drive growth by transforming raw data into actionable insights. Ready to boost your personal development in data science, analytics, and AI? Become a pioneer of the digital transformation and support us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving company with a startup feel Ad…",https://www.adzuna.de/details/5516642733?utm_medium=api&utm_source=a4bcf954,5516642733,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNjY0MjczMyIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.If08sNjktHhgR6ZKhQttInMZE1XMGnl2l7dQWeLpHHE,2025-11-27T18:58:24Z,,,,,
Teamleitung Data Science (m/w/d),"{'display_name': 'Knuddels & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Innenstadt, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",49.01336,0,"Was erwartet dich? Du baust das Team strukturell weiter auf und förderst die Entwicklung deiner Mitarbeitenden durch Coaching und Feedback, da sich das Team im Wandel befindet Du definierst gemeinsam mit der Geschäftsführung die langfristige Daten-Strategie und etablierst eine echte Datenkultur, indem du Kolleg:innen empowerst und Daten im Unternehmen verständlich und zugänglich machst Du agierst als datengetriebenes Gewissen und verknüpfst quantitative Analysen mit dem qualitativen Feedback au…",https://www.adzuna.de/details/5673529401?utm_medium=api&utm_source=a4bcf954,5673529401,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjczNTI5NDAxIn0.0vfxqEzEezsbzcpsDVciHEImzkkRPlI_V419DxCvVqw,2026-03-20T21:44:45Z,8.38979,full_time,,,
Praktikant (m/w/d) Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS GROUP'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis'}",50.87096,0,"Das sind wir Daten sind für Dich nicht gleich Daten? Du liebst es, Daten zu analysieren und interaktiv aufzubereiten. Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company - immer erfolgsorientiert. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum und verstärke ab sofort unser Team in Hürth. Das si…",https://www.adzuna.de/details/5698013360?utm_medium=api&utm_source=a4bcf954,5698013360,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1Njk4MDEzMzYwIn0.cmmdggDmZbg8qr2MyplqnwuHz16luhiAAoFdFWF0cbg,2026-04-13T10:33:26Z,6.86811,full_time,,,
(Senior) Data Science Consultant (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'FGS Global'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,0,"(Senior) Data Science Consultant (all genders), AI  Innovation FGS Global is the world’s leading stakeholder strategy firm, with approximately 1,400 professionals around the world, advising clients in navigating critical issues and reputational challenges. FGS was formed from the combination of Finsbury, The Glover Park Group, Hering Schuppener and Sard Verbinnen & Co to offer board-level and C-suite counsel in all aspects of stakeholder strategy — including corporate reputation, crisis managem…",https://www.adzuna.de/details/5689076638?utm_medium=api&utm_source=a4bcf954,5689076638,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTA3NjYzOCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.0mXekG5crRBhyUmMuydn8qqCTsDNnvgx0B0BPt1ke_c,2026-04-03T22:34:04Z,13.420806,,,,contract
(Senior) Data Science Consultant (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'FGS Global'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",,0,"(Senior) Data Science Consultant (all genders), AI  Innovation FGS Global is the world’s leading stakeholder strategy firm, with approximately 1,400 professionals around the world, advising clients in navigating critical issues and reputational challenges. FGS was formed from the combination of Finsbury, The Glover Park Group, Hering Schuppener and Sard Verbinnen & Co to offer board-level and C-suite counsel in all aspects of stakeholder strategy — including corporate reputation, crisis managem…",https://www.adzuna.de/details/5689050260?utm_medium=api&utm_source=a4bcf954,5689050260,"{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1Njg5MDUwMjYwIn0.6J3TXYk_ePyJL1F9gO_YgdVd70DvZvn1cDPSX19Mu7k,2026-04-03T22:30:11Z,,,,,contract
(Senior) Data Science Consultant (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'FGS Global'}",Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"(Senior) Data Science Consultant (all genders), AI  Innovation FGS Global is the world’s leading stakeholder strategy firm, with approximately 1,400 professionals around the world, advising clients in navigating critical issues and reputational challenges. FGS was formed from the combination of Finsbury, The Glover Park Group, Hering Schuppener and Sard Verbinnen & Co to offer board-level and C-suite counsel in all aspects of stakeholder strategy — including corporate reputation, crisis managem…",https://www.adzuna.de/details/5689169278?utm_medium=api&utm_source=a4bcf954,5689169278,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTE2OTI3OCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.j6_qaR_vG6IWr0aBgFlMSYkkeml7hGPcfmzUNt2c9nk,2026-04-03T23:10:30Z,,,,,contract
Werkstudent:in (d/m/w) - Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haufe Group'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau', 'Betzenhausen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Betzenhausen, Freiburg im Breisgau'}",48.01513,0,"Aufgaben: Du betreust und erweiterst bestehende Dashboards und Datenpipelines. Außerdem führst du Datenanalysen durch, um datengetriebene Produktentscheidungen zu unterstützen. Du arbeitest eng mit erfahrenen Data Scientist:innen zusammen und stehst in kontinuierlichem Austausch mit der Product Ownerin In einem interdisziplinären Team mit Rollen aus den Bereichen Softwareentwicklung, User Experience & Data Science bekommst du Einblicke in die Produktentwicklung Als Data Scientist gestalte ich d…",https://www.adzuna.de/details/5697154250?utm_medium=api&utm_source=a4bcf954,5697154250,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzE1NDI1MCIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.g9yTw_XqJbTdwAEdF9-HGxy-HnohW83pFNoZbvNNEzo,2026-04-12T03:52:48Z,7.82367,,,,contract
Graduate Program Data Science & Analytics - Germany,"{'display_name': 'Nexi Group', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"Description Are you looking to kick off your career journey? Do you like the idea of joining the European PayTech? If so, you are at the right place! Our Graduate Program offers you the chance to create your unique career path within our diverse international team, operating in more than 25 countries. Rotate among different departments, learn from experienced professionals, and make a difference by working on real business cases. About the Program Our Graduate Program is more than a learning pa…",https://www.adzuna.de/details/5556920071?utm_medium=api&utm_source=a4bcf954,5556920071,"{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NjkyMDA3MSIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.V-CMGhYdJNoC1p9BmLxRejdzg9sbrXHMSjzFwMBswOI,2025-12-26T21:24:10Z,,full_time,,,
Duales Studium Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG'}",Adzuna::API::Response::Job,"{'display_name': 'Freiberg, Mittelsachsen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg']}",50.91404,0,"Siltronic ist einer der weltweit größten Hersteller für Wafer aus Reinstsilizium und Partner vieler führender Chip-Hersteller mit rund 4.300 Mitarbeitenden und Produktionsstätten in Europa, Asien und den USA. Wir entwickeln und fertigen Wafer mit einem Durchmesser von bis zu 300 mm. Diese sind die Grundlage der modernen Mikro- und Nanoelektronik. In einem 3-jährigen Dualen Studium werden Theorie und Praxis gekonnt verbunden. Das hoch qualifizierende Studium wird durch breit gefächerte Praxisein…",https://www.adzuna.de/details/5576690121?utm_medium=api&utm_source=a4bcf954,5576690121,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOERXbkFaZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NTc2NjkwMTIxIn0.MuI4BWDstMUag6hLfS3vLgOamQFX-RoOvFqRadrMkRM,2026-01-09T20:35:59Z,13.33722,full_time,,,
Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",49.18975,0,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualitt zum guten Preis mglichst vielen Menschen anbieten zu knnen treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfltiger Talente. Ob im Einkauf, in der Logistik, im Warengeschft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Lnder. Wir suchen Anpacker, Durchstarter, Mglichmacher und bieten spannende Aufgaben und Projekte in einem dynamisc…",https://www.adzuna.de/details/5675245725?utm_medium=api&utm_source=a4bcf954,5675245725,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTI0NTcyNSIsInMiOiI4RFduQVpnODhSR1ozTDlrRGV0RzNnIn0.4wDqDhAGedEzsLQCPZXl-Sovip_HALdSQtdmNVxTKAM,2026-03-22T16:16:24Z,9.2274,,,,
