description,__CLASS__,category,title,company,latitude,id,salary_is_predicted,location,longitude,redirect_url,created,adref,contract_time,salary_max,salary_min,contract_type
"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Specialist (m/w/d),"{'display_name': 'IT-P GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",52.36489,5067020798,0,"{'display_name': 'Bult, Hannover', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult']}",9.77223,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,2025-02-28T14:07:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.iPUD7ZyYYvF8Ady4KHZUnx-dNgbzLaZvKtY8N2CyVqk,part_time,,,
"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Specialist (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P'}",,4801220768,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,2024-07-30T22:45:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI0ODAxMjIwNzY4In0.pnnawIhhs3GwonctIM-VBQXAF4snXcCmX6zauUI8yYY,full_time,,,
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum: Data Science (w/m/d),"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.54167,4352591932,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",9.99333,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,2023-10-05T13:37:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI0MzUyNTkxOTMyIn0.8ChNzxkZmewgrdRSc-atTWQhvBm76CibG9D_n_xh5j4,full_time,,,
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",Adzuna::API::Response::Job,"{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum: Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}",53.557429,4931290630,0,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",9.987297,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,2024-11-08T12:47:42Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI0OTMxMjkwNjMwIn0.iJporZJyMzpvUQZf0bwdeQBYDSHBT_fwfXfHxRT1oEQ,full_time,,,
Data Science und KI (m/w/d) B.Sc. - 09599 Freiberg - Arbeitszeit: Vollzeit - Position: Duales Studium - Bildungsgrad Mindestvoraussetzung: Abitur - Beschäftigungsbeginn: 01.10.2025,Adzuna::API::Response::Job,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science und KI (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG, Werk Freiberg'}",50.91404,5401201777,0,"{'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Freiberg, Mittelsachsen (Kreis)'}",13.33722,https://www.adzuna.de/details/5401201777?utm_medium=api&utm_source=a4bcf954,2025-09-16T07:30:48Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDAxMjAxNzc3In0.0_wftIZwcpzx13RPWpeWF8KxeLsBQJ17VIWSZRTvgW4,,,,
"Willkommen bei der KfW! Als eine der führenden Förderbanken der Welt stehen wir für die nachhaltige Transformation von Umwelt, Gesellschaft und Unternehmen. Als Impulsgeber wirken wir aktiv an den Themen mit, die die Welt von morgen prägen. Wir fördern Windparks, Infrastruktur-Projekte, Schulen und Krankenhäuser und gestalten damit die Zukunft. Bei uns finden Sie ein vertrauensvolles Arbeitsumfeld, in dem Teamspirit, Vielfalt und Inklusion gelebt werden. Wir fördern Sie, Ihre Ideen und Ihr Enga…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Senior Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KfW Bankengruppe'}",50.129683,5408460508,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}",8.650578,https://www.adzuna.de/details/5408460508?utm_medium=api&utm_source=a4bcf954,2025-09-20T15:15:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA4NDYwNTA4In0.p1FvL3TGHtrmWFZNZD1S3QUjJaJuQPEKOxeDC-CL20Y,,,,
"Willkommen bei der KfW! Als eine der führenden Förderbanken der Welt stehen wir für die nachhaltige Transformation von Umwelt, Gesellschaft und Unternehmen. Als Impulsgeber wirken wir aktiv an den Themen mit, die die Welt von morgen prägen. Wir fördern Windparks, Infrastruktur-Projekte, Schulen und Krankenhäuser und gestalten damit die Zukunft. Bei uns finden Sie ein vertrauensvolles Arbeitsumfeld, in dem Teamspirit, Vielfalt und Inklusion gelebt werden. Wir fördern Sie, Ihre Ideen und Ihr Enga…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Senior Data Science (m/w/d),"{'display_name': 'KfW Bankengruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",52.507706,5408460711,0,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",13.420806,https://www.adzuna.de/details/5408460711?utm_medium=api&utm_source=a4bcf954,2025-09-20T15:15:37Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA4NDYwNzExIn0.QQmgLwSrG-amKX4qSQSgDuxhORV-dEq4iZEFYPtqc54,,,,
"adjoe is redefining the future of mobile ads. Join us. Meet Your Team: Playtime Data Science The Playtime Data Science team powers adjoe’s rewarded ad unit, connecting over 200 million users with personalized game offers – at a rate of 2 billion requests per day. We develop deep learning models that predict user preferences, match games to players, and dynamically adjust pricing to ensure value for users, advertisers, and monetizers. Our infrastructure supports model training and batch inferenc…",Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Lead (f/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}",53.557429,5183905825,0,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",9.987297,https://www.adzuna.de/details/5183905825?utm_medium=api&utm_source=a4bcf954,2025-05-06T21:58:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1MTgzOTA1ODI1In0.66JTY3C9N40xg5gV4JO0F7p1v9LveggxFOFoRGIPprY,full_time,,,
"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Lead Data Science/Business Intelligence (gn),"{'display_name': 'workidentity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.54883,3736575198,0,"{'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altona-Altstadt, Hamburg'}",9.9477,https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,2022-12-01T16:57:09Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiIzNzM2NTc1MTk4In0.611NZjTD7nYP_GPcXtSbhYyFOnXZTcx_Y0H1_pP-Xxw,full_time,,,
Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GROB-WERKE & Co. KG'}",48.03693,5346994579,0,"{'display_name': 'Mindelheim, Unterallgäu (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim']}",10.49959,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,2025-08-10T22:52:16Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1MzQ2OTk0NTc5In0.Rj7aWLf1mEMz3MW6sBxoycyWNUGgI6lbWCpG3NwjeR0,,,,contract
"The Position As a Post Doctoral Data Scientist, you will work at the forefront of data-driven research in drug discovery and shape how the global Drug Discovery Sciences (gDDS) department makes key decisions when developing new medicines. Join the Data and Digital Sciences team and collaborate with an inter-disciplinary group of experts in data science, drug discovery, and our Research DMPK functions including PK/PD modelling and in-vitro ADME. You will apply your data analytical expertise to a…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Post Doc - Data Science in Drug Discovery,"{'display_name': 'Boehringer Ingelheim', '__CLASS__': 'Adzuna::API::Response::Company'}",49.19277,5402241418,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Biberach'], 'display_name': 'Biberach, Heilbronn', '__CLASS__': 'Adzuna::API::Response::Location'}",9.14146,https://www.adzuna.de/details/5402241418?utm_medium=api&utm_source=a4bcf954,2025-09-17T00:48:19Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwMjI0MTQxOCIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.99gicftO0_bEfhvi6AkkIM6C9fj9PPVXiV8i_YAKHZE,,,,
"The Position As a Post Doctoral Data Scientist, you will work at the forefront of data-driven research in drug discovery and shape how the global Drug Discovery Sciences (gDDS) department makes key decisions when developing new medicines. Join the Data and Digital Sciences team and collaborate with an inter-disciplinary group of experts in data science, drug discovery, and our Research DMPK functions including PK/PD modelling and in-vitro ADME. You will apply your data analytical expertise to a…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Post Doc - Data Science in Drug Discovery,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Boehringer Ingelheim'}",49.19277,5404343799,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach, Heilbronn', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Biberach']}",9.14146,https://www.adzuna.de/details/5404343799?utm_medium=api&utm_source=a4bcf954,2025-09-18T04:00:17Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA0MzQzNzk5In0.LAuj5x6xcuHxDYZeJr0ZyV-JzJCGsnFiBYqn575dRIA,,,,
"The Position As a Post Doctoral Data Scientist, you will work at the forefront of data-driven research in drug discovery and shape how the global Drug Discovery Sciences (gDDS) department makes key decisions when developing new medicines. Join the Data and Digital Sciences team and collaborate with an inter-disciplinary group of experts in data science, drug discovery, and our Research DMPK functions including PK/PD modelling and in-vitro ADME. You will apply your data analytical expertise to a…",Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Post Doc - Data Science in Drug Discovery,"{'display_name': 'Boehringer Ingelheim', '__CLASS__': 'Adzuna::API::Response::Company'}",48.0962,5404839253,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Biberach an der Riß'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach an der Riß, Biberach (Kreis)'}",9.78975,https://www.adzuna.de/details/5404839253?utm_medium=api&utm_source=a4bcf954,2025-09-18T15:11:26Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA0ODM5MjUzIn0.yAi9HaLbQjDWyST7LFzua_Xqo8QAObSeOZxauZ8MJvU,,,,
"Lead Data Science & AI (all genders) Bei Exxeta fordern wir das traditionelle Konzept von Beratung und Tech heraus. Über 1200 Kolleg:innen an verschiedenen Standorten schaffen jeden Tag gemeinsam digitale Lösungen, verändern Märkte und Mindsets – angetrieben von unserer Leidenschaft für Technologie, unserem Teamspirit und dem Drang, echten Impact zu schaffen. Hightech with a heartbeat eben. Unsere Kund:innen setzen auf uns als Entwicklungspartner:innen für Data- und AI-Lösungen. Als sales-affin…",Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Lead Data Science & AI (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Exxeta'}",49.01216,5407905488,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt-West'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt-West, Karlsruhe'}",8.39586,https://www.adzuna.de/details/5407905488?utm_medium=api&utm_source=a4bcf954,2025-09-20T02:31:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA3OTA1NDg4In0.eoL-FqWWC07RyN1TP2xSLUCSXjUuyQXt7440q7G92uA,,,,
"Lead Data Science & AI (all genders) Bei Exxeta fordern wir das traditionelle Konzept von Beratung und Tech heraus. Über 1200 Kolleg:innen an verschiedenen Standorten schaffen jeden Tag gemeinsam digitale Lösungen, verändern Märkte und Mindsets – angetrieben von unserer Leidenschaft für Technologie, unserem Teamspirit und dem Drang, echten Impact zu schaffen. Hightech with a heartbeat eben. Unsere Kund:innen setzen auf uns als Entwicklungspartner:innen für Data- und AI-Lösungen. Als sales-affin…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Lead Data Science & AI (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Exxeta'}",52.55114,5407905487,0,"{'display_name': 'Prenzlauer Berg, Berlin', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Prenzlauer Berg']}",13.42321,https://www.adzuna.de/details/5407905487?utm_medium=api&utm_source=a4bcf954,2025-09-20T02:31:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA3OTA1NDg3In0.yuYsVLLGcU57CIriBIfO11SMOTPEf554OlNgJLtBr48,,,,
"Lead Data Science & AI (all genders) Bei Exxeta fordern wir das traditionelle Konzept von Beratung und Tech heraus. Über 1200 Kolleg:innen an verschiedenen Standorten schaffen jeden Tag gemeinsam digitale Lösungen, verändern Märkte und Mindsets – angetrieben von unserer Leidenschaft für Technologie, unserem Teamspirit und dem Drang, echten Impact zu schaffen. Hightech with a heartbeat eben. Unsere Kund:innen setzen auf uns als Entwicklungspartner:innen für Data- und AI-Lösungen. Als sales-affin…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Lead Data Science & AI (all genders),"{'display_name': 'Exxeta', '__CLASS__': 'Adzuna::API::Response::Company'}",49.46856,5407905486,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Neuostheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neuostheim, Mannheim'}",8.50014,https://www.adzuna.de/details/5407905486?utm_medium=api&utm_source=a4bcf954,2025-09-20T02:31:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1NDA3OTA1NDg2In0._ZncyLN5D1I8HN4RP8eSCk8wNkcWxps9lynWrbHMgR4,,,,
"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Lead Data Science/Business Intelligence (gn),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity'}",53.557429,4801213177,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",9.987297,https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,2024-07-30T22:44:26Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIxMzE3NyIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.1o8foUE5GBajEz8-0suvinISIwUAWmlYZBXWvXTEdOI,full_time,,,
"Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…",Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Manager (d/m/f),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",48.1476,5392871886,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location'}",11.56803,https://www.adzuna.de/details/5392871886?utm_medium=api&utm_source=a4bcf954,2025-09-10T22:38:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1MzkyODcxODg2In0.43o5AtG03ReXEJlW8r1esTeC053_esEBdWyIeDm5NZc,full_time,135000.0,115000.0,
"bluquist und Du! Liebst du es, psychologische Konzepte in die Praxis zu bringen? Begeistert es dich, Assessments zu entwickeln, Daten zu analysieren und mit psychometrischen Methoden fundierte Erkenntnisse zu gewinnen? Hast du Spaß daran, mit Daten, KI und Dashboards zu arbeiten, um die Zukunft der Personalarbeit aktiv mitzugestalten? Wenn du diese Fragen mit „Ja“ beantworten kannst, dann freuen wir uns, wenn du dich uns als Psychometrics & Data Science Specialist (all genders) anschließt. Komm…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Psychometrics & Data Science Specialist (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'bluquist'}",,5408728914,0,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,https://www.adzuna.de/details/5408728914?utm_medium=api&utm_source=a4bcf954,2025-09-21T00:11:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwODcyODkxNCIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.ptgsnoG8t1KMvxZLzR8xzk6w_utguTkCf-F79M6zYkE,part_time,,,
"Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science John-F.-Kennedy-Straße 43-53, 38228 Salzgitter, Deutschland Praktikant/in Robert Bosch Elektronik GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arb…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch Elektronik GmbH'}",52.13979,5399934247,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bruchmachtersen, Salzgitter', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter', 'Bruchmachtersen']}",10.31683,https://www.adzuna.de/details/5399934247?utm_medium=api&utm_source=a4bcf954,2025-09-15T06:42:17Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJWRkV3U2Q4QkdMWU9Od0hRRy1vQSIsImkiOiI1Mzk5OTM0MjQ3In0.giZH4WFAzG7CDGa8O828lnr_Q_BiGYnVl2rHNWC1pWQ,,,,contract
"Short Facts Join us on our journey: To drive the smart and sustainable energy future, we are looking for a Data Science Manager (d/f/m) to oversee strategic tech initiatives from development through to successful execution. Location: Munich, Germany Employment Type: Full-time Salary Range: € 115.000 - 135.000  competitive VSOP package Working Mode: In office setup Language Requirement: C1 Level English Your Responsibilities Lead, coach, and support a growing team of Data Scientists and Data Eng…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Data Science Manager (d/f/m),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Entrix'}",48.1476,5408723740,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Maxvorstadt, München'}",11.56803,https://www.adzuna.de/details/5408723740?utm_medium=api&utm_source=a4bcf954,2025-09-20T23:55:09Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwODcyMzc0MCIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.XH8eUwrjzs7gS8eFnu2l56CvFJYR0u94UkBYZiGN4OI,full_time,135000.0,115000.0,
"Für unseren Standort in Stuttgart suchen wir zum nächstmöglichen Zeitpunkt eine:n Werkstudent:in im Bereich der Data Science. Hast Du Bock? Wir sind ein Technologieunternehmen, das die Bau- und Entsorgungsbranche deutschlandweit digitalisiert. Unser Ziel ist es, die Kreislaufwirtschaft in der Baubranche zu stärken und so einen Beitrag zur Nachhaltigkeit in diesem Sektor zu leisten. Dafür bieten wir eine unabhängige digitale Plattform für die Ver- und Entsorgung von mineralischen Baustoffen, die…",Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Werkstudent:in Data Science (m/w/d),"{'display_name': 'Mineral Minds Karriere', '__CLASS__': 'Adzuna::API::Response::Company'}",,5367862279,0,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,https://www.adzuna.de/details/5367862279?utm_medium=api&utm_source=a4bcf954,2025-08-25T22:47:23Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2Nzg2MjI3OSIsInMiOiI0QlZGRXdTZDhCR0xZT053SFFHLW9BIn0.bAgERxxDuTjaqbU47wLkB6OQMRIig72GxmsgStK5HqU,,,,
