category,title,salary_is_predicted,created,__CLASS__,adref,redirect_url,id,description,location,company,longitude,latitude,contract_time,salary_max,salary_min,contract_type
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Master Data & Process Architect (m/w/d),0,2025-06-16T20:06:42Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjUzNDM3Njg5In0.3hUqO1woeTaigohR6YpyQ6EljiptvOoJhXhork39cP0,https://www.adzuna.de/land/ad/5253437689?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=E9F7870BDE539F28C189043580718AE767B83749,5253437689,"Unsere Ideen, die Dein Leben leichter machen: Seit 65 Jahren gehört die Leifheit AG zu den führenden Anbietern von Haushaltswaren in Europa. Mit den Marken Leifheit und Soehnle, zwei der bekanntesten Marken Deutschlands, möchten wir das Leben von Verbrauchern erleichtern. Unsere Geschäftsbereiche sind Reinigung, Wäschepflege, Küchenhelfer, Personen- und Küchenwagen – dabei begeistern wir durch hochwertige und innovative Produkte mit überlegenem Gebrauchsnutzen und funktionalem Design. Rund 1.10…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Seelbach, Siegen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Siegen-Wittgenstein (Kreis)', 'Siegen', 'Seelbach']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'LEIFHEIT AG'}",7.96497,50.88299,,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Wirtschaftsinformatiker / Informatiker als HRIS-Expert / Manager – SAP SuccessFactors (m/w/d),0,2025-06-12T20:09:22Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjQ2OTA4NDg3In0.eGeEXCEWgYqqlulNGT7S9p15OQ02qFWA0tKY5rMbaXs,https://www.adzuna.de/land/ad/5246908487?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=D9A7A5B20D0AD02362385393B014F90CA79098BA,5246908487,"Mit über 110.000 Mitarbeitenden in 130 Ländern streben wir danach, einer der Top-5-Kontraktlogistikanbieter zu werden. Wir wachsen stetig – bist Du bereit, mit uns zu wachsen? Unsere Mitarbeitenden sind unser Erfolgsfaktor. Wir fördern ein Arbeitsumfeld, das persönliche Entwicklung und Innovation unterstützt. Für unseren Standort in Frankfurt am Main suchen wir zum nächstmöglichen Zeitpunkt Dich als: HRIS-Expert / Manager – SAP SuccessFactors (m⁠/⁠w⁠/⁠d) Aufgaben Leitung der digitalen HR-Transf…","{'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CEVA Logistics GmbH'}",8.650578,50.129683,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Duales Studium Wirtschaftsinformatik Data Science (B.Sc.) - Start Oktober 2025 (m/w/d),0,2025-06-07T01:56:22Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzQ0NDI4MSIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.4yaOkupMDpdwdgSG00XEuhAhIs-vvaICPmXf0rUI1DU,https://www.adzuna.de/land/ad/5237444281?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=04D77F590583C79DB44421B161BAD8DF0812C1C0,5237444281,"Willst du wissen, was Unternehmen erfolgreich macht? Direkt mit Entscheidern am Tisch sitzen? Unmittelbar erleben, was dein Können bewirkt? Gemeinsam mit dir bringt RSM Ebner Stolz den Mittelstand voran - in Wirtschaftsprüfung, Steuer-, Rechts- und Unternehmensberatung. Mit über 2.700 Mitarbeitenden sind wir deutschlandweit präsent, weltweit an mehr als 820 Standorten unseres internationalen RSM-Netzwerks vertreten. Unser Erfolg lebt von starken Menschen mit Ecken und Kanten. Deshalb stehen wir…","{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'RSM Ebner Stolz', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",(Senior) Machine Learning Engineer / AI Developer (m/w/d),0,2025-06-21T08:41:40Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MTEzMTc2OCIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.69hQ3pbahjX7pqeYDaehCseYIGXiHokObDtjyzQ5h5o,https://www.adzuna.de/land/ad/5261131768?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=BCFD010660DBF9A00D84C1BCCBBCBC150A2372D0,5261131768,"BADER ist ein Multichannel-Distanzhändler mit über 95-jähriger Geschichte. Familiengeführt in dritter Generation gehört BADER zu den attraktivsten Arbeitgebern der Region. Eine Kultur des Miteinanders sichert den wirtschaftlichen Erfolg in einem Unternehmen mit flachen Hierarchien und kurzen Wegen. BADER wächst und entwickelt sich stetig weiter - deshalb freuen wir uns, wenn auch Du bald unser BADER-Team unterstützt. Hallo, wir sind die Abteilung Data Analytics! Wir bestehen aus fünfzehn Expert…","{'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pforzheim, Baden-Württemberg'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BRUNO BADER GmbH + Co. KG'}",8.697363,48.883606,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Duales Studium mit vertiefter Praxis: Bachelor of Science Künstliche Intelligenz und Data Science (m/w/d),0,2025-06-10T19:33:21Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjQyOTA5ODUzIn0.6P3_Rfdcm64KC_tuZGvaZeJ1JZ1C9QXyNPyKmGYa1BQ,https://www.adzuna.de/land/ad/5242909853?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=768F7BF0CB26B9217ACE26E9A70F4211333E08A5,5242909853,"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…","{'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pfreimd, Schwandorf (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gerresheimer AG'}",12.17958,49.49349,full_time,,,
"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Lead Consultant – Generative AI & Data Science (m/w/d),0,2025-06-13T08:26:46Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0Nzk3MDUwNCIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.MT6FifApQTSyutbZm2KXOTSVIID4C2yEZKrbxlssnz8,https://www.adzuna.de/land/ad/5247970504?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=380F54E5E82935CD0550E77B1BB25463A53904CF,5247970504,"Über das Unternehmen Unser Mandant ist eine etablierte, innovationsgetriebene Unternehmensberatung, die führende Unternehmen bei der digitalen und datengetriebenen Transformation begleitet. Über die Rolle Im Zuge des weiteren Wachstums suchen wir eine erfahrene Führungspersönlichkeit mit tiefem technischen Verständnis und strategischem Weitblick im Bereich KI und Generative AI. Verantwortlichkeiten Team Leadership mit Impact: Du übernimmst die disziplinarische Führung eines rund zehnköpfigen Te…","{'area': ['Deutschland', 'Bayern'], 'display_name': 'Bayern, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Venquis'}",,,,,,
"{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",Senior Analytics Insight Specialist (m/w/d),0,2025-06-17T20:37:43Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjU1MzI5OTc2In0.T_GZKi9qAFa1Zqf6Ad864P0g-e-PRwwQmtTsTQUMdek,https://www.adzuna.de/land/ad/5255329976?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=3D3AC8CA15909798AA3031A47386020BCB90C4B6,5255329976,"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werde Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzia…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","{'display_name': 'IQVIA Commercial GmbH & Co. OHG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.650578,50.129683,,,,
"{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}",Referent für Standardisierung und Förderprogramme / Wissenschaftlicher Mitarbeiter (m/w/d),0,2025-06-18T20:13:51Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1Njc5Njg3NCIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.IwDnX0WUDd_Ag-Yh1Bo5Hkf6GIk8hJ8RhmatfpPr3EE,https://www.adzuna.de/land/ad/5256796874?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=9FC7E72DDC785D062A9FE0C323DA4B1318DBF6F2,5256796874,"Wir übernehmen Verantwortung für das nachhaltige Management von Energie und Wasser und leisten damit unseren Beitrag zur Energie­wende. Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden neue, zukunfts­fähige Geschäfts­felder in der Energie­branche zu erschließen. Für unsere Mission brauchen wir tatkräftige Pioniere mit Teamgeist, Kompetenz und Weitsicht. Wir digitalisieren den Betrieb von Energie- und Wassersystemen und machen Daten intelligent nutzbar. Da…","{'display_name': 'Ettlingen, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen']}","{'display_name': 'VIVAVIS AG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.40934,48.943,,,,
"{'tag': 'engineering-jobs', 'label': 'Technikerstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",GIS Solution Engineer (m/w/d),0,2025-06-20T20:16:12Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjYwMzAzNjc4In0.4-zWMIE4SQEfH8FXlKa1rl8AdbALWhE7dkUXU-dydog,https://www.adzuna.de/land/ad/5260303678?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=4F0043D2B21CDBFEEBCA1A619F7A8D32684190EB,5260303678,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…","{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",,,,,,
"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Abschlussarbeit: Identifikation und Benchmarking von Suchalgorithmen in maritimer Simulationsumgebung (m/w/d),0,2025-06-08T20:02:08Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MDMwMjA4NSIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.NG-8y1D-UIOx8ULmNEUAwL2UqZmI-eiDRnEmVk8CI1Q,https://www.adzuna.de/land/ad/5240302085?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=1FD17CACBD6EA71B1CD722015B267E80AF8D46FE,5240302085,"Das ATLAS-Labor (A-LAB) für Studierende und Promovenden beschäftigt sich mit maritimen Technologien von Morgen. In einem Team aus jungen motivierten Mitarbeiterinnen und Mitarbeitern bekommen Sie die Chance, durch Unterstützung und in enger Abstimmung mit unseren Experten, Ihr Forschungs- und Entwicklungsthema voran zu treiben. ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für maritime Elekt…","{'area': ['Deutschland', 'Bremen'], 'display_name': 'Bremen, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'ATLAS ELEKTRONIK GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",8.786477,53.10403,,,,
"{'tag': 'customer-services-jobs', 'label': 'Kundendienststellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum im Bereich digitale Knowledge Plattform des globalen Service Teams (m/w/x),0,2025-05-31T07:46:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNDQwNDY2OSIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.9hc4Zo7BzGSPgMPWWtkCnV_XCYJJ8WDTMjMupcDn1LA,https://www.adzuna.de/land/ad/5224404669?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=3CD87B79B3CE046035A22E3E79240AF8D970255F,5224404669,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitarbeitenden von ZEISS arbeiten in einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten. Unsere Kul…","{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",10.10558,48.78408,,,,
"{'label': 'Vertriebsstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs'}",Vertriebsexpert*in (m/w/d) im Studiengang Wein-Technologie-Management,0,2025-05-31T07:46:25Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNDQwMjY1NSIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.DwDnz4F9zA9_4Y_K3IuNP5oODxMtt719_kQbto8IPqU,https://www.adzuna.de/land/ad/5224402655?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=9AAED7D1F6F00EE1BE9BDD967D23A1C7C084C387,5224402655,"Die Duale Hochschule Baden-Württemberg (DHBW) ist mit rund 33.000 Studierenden an neun Studienakademien und drei Campus sowie dem Center for Advanced Studies die größte Hochschule Baden-Württembergs. Gemeinsam mit 9.000 ausgewählten Unternehmen sowie sozialen und gesundheitsnahen Einrichtungen sorgt die DHBW für einen in Theorie und Praxis exzellent qualifizierten Fach- und Führungskräftenachwuchs in den Bereichen Wirtschaft, Technik, Sozialwesen und Gesundheit. Seit 1. Januar 2023 ist sie Teil…","{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], 'display_name': 'Heilbronn, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Duale Hochschule Baden-Württemberg  Heilbronn', '__CLASS__': 'Adzuna::API::Response::Company'}",9.209895,49.142335,,,,
"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,0,2025-06-17T08:10:38Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjU0MjQ3NTkwIn0.Ac2yir63JvuHH0Visv6zGeqZtSbfTU-NnTAOJFwXH1I,https://www.adzuna.de/land/ad/5254247590?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=DCB079E31892165FADCD89FABEABAA1973F5B3B2,5254247590,"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein an den Studienstandorten Kiel, Lübeck und Flensburg im Zusammenspiel mit der Wirtschaft im Land duale Studiengänge und praxisverbundene Forschung. Sie setzt die Tradition der früheren Berufsakademie fort, aus der heraus sie sich in 2018 zur Dualen Hochschule gewandelt hat. Damit kann die noch junge Hochschule auf knapp…","{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein'}","{'display_name': 'Duale Hochschule Schleswig-Holstein ', '__CLASS__': 'Adzuna::API::Response::Company'}",10.137982,54.319658,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Masterarbeit Entwicklung eines intelligenten Superclassifiers zur Optimierung von KI Modellen (m/w/d),0,2025-06-08T20:02:13Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjQwMzAzMDM1In0.IAhn4XJghycIGlH0-jRTD6OO-Wcg8xSDdfXxbotHgSs,https://www.adzuna.de/land/ad/5240303035?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=3C0AFF444C45A9966AE027D17F7571F344DFA6DF,5240303035,"ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für maritime Elektronik Marinen auf der ganzen Welt, die See sicherer zu machen. Unseren Kunden bieten wir ein breites Angebot u. a. an Sonaren und Sensoren, Führungssystemen für unbemannte Unterwasserfahrzeuge, U-Boote und Überwasserschiffe, Minenabwehrsystemen sowie Funk- und Kommunikationsanlage. Aufgaben Analyse einer Vorarbeit zu KI Modellen…","{'display_name': 'Bremen, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen']}","{'display_name': 'ATLAS ELEKTRONIK GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",8.786477,53.10403,,,,
"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Data Architekt - ETL / SQL / Azure / Python (m/w/d),0,2025-06-23T08:20:42Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MzYwNzU4NCIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.0rDt1t7jHwFkiMm5Iy_A44n9wgVju5afoIlV_EQkjM0,https://www.adzuna.de/land/ad/5263607584?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=CEBBD285515EC59DBA6720406FFD660A6D528EC7,5263607584,"Gemeinsam in die Zukunft Die VEREINIGTE HAGEL ist eine starke Gemeinschaft mit vielen Vorteilen – und das seit fast 200 Jahren. Als führender Spezialversicherer im Pflanzenbau bieten wir unseren Mitgliedern europaweit innovative Versicherungslösungen zur nachhaltigen Absicherung von Ertragsverlusten durch Wettergefahren in den Bereichen Landwirtschaft, Wein-, Obst- und Gemüsebau. Aufgaben Du sichtest und baust die Datenarchitektur auf und analysierst die bestehende Datenlandschaft Du baust die …","{'area': ['Deutschland', 'Hessen', 'Gießen (Kreis)', 'Gießen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Gießen, Gießen (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Vereinigte Hagelversicherung VVaG'}",8.679778,50.583286,,,,
"{'tag': 'trade-construction-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau'}",Duales Studium Data Science Und Künstliche Intelligenz (m/w/d) Ab September 2025,0,2025-06-20T07:35:23Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjU5NDAyOTUyIn0.Tl9YgS9JWMthOyTgO7bM2rIhublO72qFVLXM06_yLjY,https://www.adzuna.de/land/ad/5259402952?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=E3E0670C34B400985BAC02731740EA3519178B44,5259402952,"Du begeisterst dich für die komplexen Zusammenhänge in der IT und arbeitest gerne im Team? Willkommen in der Königsklasse Die Firma ZIEHL-ABEGG SE, mit derzeit über 5.000 Mitarbeitern weltweit, entwickelt, produziert und vertreibt global Ventilatoren, elektrische Spezialmotoren und Regelsysteme für die allgemeine Lufttechnik und Antriebstechnik . klicken sie bewerben, für die volle Stellenbeschreibung","{'display_name': 'Bopfingen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Bopfingen']}","{'display_name': 'ZIEHL-ABEGG SE', '__CLASS__': 'Adzuna::API::Response::Company'}",10.35393,48.85934,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs'}","Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",0,2025-06-16T18:24:48Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM01WLUdBSlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjUzMjY1MjI3In0.WT4AqpmF7HzK7KPpnsAhtG1Paff1mg7VjzNgDRz3epY,https://www.adzuna.de/land/ad/5253265227?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=034FFB273707AB9AC4808D76FDD71F849103F0A7,5253265227,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung","{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",10.10558,48.78408,,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Team Lead - Data Science - Stuttgart Area, Germany (d / m / w)",0,2025-06-21T06:54:53Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MTAwNDk4NyIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.w8pqmdWfSeml4Mcb_FAsGjdx7sHNnNCKKkmhG-7Jxpc,https://www.adzuna.de/land/ad/5261004987?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=45A153A4381EDAD6A74C86919CB0192EB3E3D72D,5261004987,"Team Lead - Data Science - Stuttgart Area, Germany (d / m / w) Based in Engineering-hub of Germany, a pioneering, international, and ferociously expanding company is offering an unequaled Team Lead role. This specialist company develops world-leading measurement instruments for the environmental sector. During this exciting time, they urgently require a Team Lead to utilize their specialist skills to fuel the progression of the company. Responsibilities Team Leadership: Coordinate and implement…","{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Optimus Search'}",,,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Stipendiat Fastlane Programm (w/m/x) Future Mobility,0,2025-06-22T08:18:39Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MjYxNTY4NCIsInMiOiIzTVYtR0FKUThCR1lyN1hJSDFKM2JRIn0.ACLkuz-u1xuDTBe-1SFF9J-KQOyaKa1O-Qtd7XB2J7E,https://www.adzuna.de/land/ad/5262615684?se=3MV-GAJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=437DF92B8BBD6321648615DFCABC2AD6C7019F18,5262615684,"DIE ZUKUNFT IST, WAS DU DARAUS MACHST. BMW GROUP STIPENDIATENPROGRAMM FASTLANE. Stipendiat Fastlane Programm (w/m/x). Stellenreferenz: 156953 Aufgaben Du arbeitest in unseren engagierten Teams an innovativen und nachhaltigen Technologien, die die Zukunft der Mobilität gestalten. Du sammelst Praxiserfahrungen in Zukunftsbereichen wie Data Analytics, Cloud Technologies, Cyber Security, Automatisiertes Fahren, Elektromobilität oder Smart Production. Dabei erhältst du Einblicke in spannende Projekt…","{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'BMW Group', '__CLASS__': 'Adzuna::API::Response::Company'}",11.555737,48.137418,,,,
