title,salary_is_predicted,redirect_url,location,category,__CLASS__,id,created,adref,description,company,latitude,longitude,contract_time,salary_min,contract_type,salary_max
Senior Analytics Insight Specialist (m/w/d),0,https://www.adzuna.de/land/ad/5255329976?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=3D3AC8CA15909798AA3031A47386020BCB90C4B6,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}",Adzuna::API::Response::Job,5255329976,2025-06-17T20:37:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTMyOTk3NiIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.RHamA0P7JgKhn5dE6aRe_Aud-jIowxYNZe2Mgdj9AuQ,"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werde Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzia…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IQVIA Commercial GmbH & Co. OHG'}",50.129683,8.650578,,,,
Abschlussarbeit: Identifikation und Benchmarking von Suchalgorithmen in maritimer Simulationsumgebung (m/w/d),0,https://www.adzuna.de/land/ad/5240302085?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=1FD17CACBD6EA71B1CD722015B267E80AF8D46FE,"{'display_name': 'Bremen, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Adzuna::API::Response::Job,5240302085,2025-06-08T20:02:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MDMwMjA4NSIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.mpTcR4P6A-_tF-8rWq285K92Lde5MDn2o7jlWp6ymR8,"Das ATLAS-Labor (A-LAB) für Studierende und Promovenden beschäftigt sich mit maritimen Technologien von Morgen. In einem Team aus jungen motivierten Mitarbeiterinnen und Mitarbeitern bekommen Sie die Chance, durch Unterstützung und in enger Abstimmung mit unseren Experten, Ihr Forschungs- und Entwicklungsthema voran zu treiben. ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für maritime Elekt…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ATLAS ELEKTRONIK GmbH'}",53.10403,8.786477,,,,
Praktikum im Bereich digitale Knowledge Plattform des globalen Service Teams (m/w/x),0,https://www.adzuna.de/land/ad/5224404669?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=3CD87B79B3CE046035A22E3E79240AF8D970255F,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis'}","{'tag': 'customer-services-jobs', 'label': 'Kundendienststellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5224404669,2025-05-31T07:46:41Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjI0NDA0NjY5In0.itutecq5QESmjlqCniTF3VnSjqDX5NnNrzpHfbYLjfw,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitarbeitenden von ZEISS arbeiten in einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten. Unsere Kul…","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",48.78408,10.10558,,,,
Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,0,https://www.adzuna.de/land/ad/5254247590?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=DCB079E31892165FADCD89FABEABAA1973F5B3B2,"{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5254247590,2025-06-17T08:10:38Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NDI0NzU5MCIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.H9yQIhlf9qXGPleLPxUwYdXd0MHuBlvBfNbY19LWek0,"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein an den Studienstandorten Kiel, Lübeck und Flensburg im Zusammenspiel mit der Wirtschaft im Land duale Studiengänge und praxisverbundene Forschung. Sie setzt die Tradition der früheren Berufsakademie fort, aus der heraus sie sich in 2018 zur Dualen Hochschule gewandelt hat. Damit kann die noch junge Hochschule auf knapp…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Duale Hochschule Schleswig-Holstein '}",54.319658,10.137982,,,,
Vertriebsexpert*in (m/w/d) im Studiengang Wein-Technologie-Management,0,https://www.adzuna.de/land/ad/5218719640?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=818EAE0EBFFC583B306695CFC3D1576E122149BF,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Heilbronn, Heilbronn (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs', 'label': 'Vertriebsstellen'}",Adzuna::API::Response::Job,5218719640,2025-05-27T19:48:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjE4NzE5NjQwIn0.2i31n2UFVVrLyLz8n-1YzhK3FPsn-pdTjXMe9b3b1cA,"Die Duale Hochschule Baden-Württemberg (DHBW) ist mit rund 33.000 Studierenden an neun Studienakademien und drei Campus sowie dem Center for Advanced Studies die größte Hochschule Baden-Württembergs. Gemeinsam mit 9.000 ausgewählten Unternehmen sowie sozialen und gesundheitsnahen Einrichtungen sorgt die DHBW für einen in Theorie und Praxis exzellent qualifizierten Fach- und Führungskräftenachwuchs in den Bereichen Wirtschaft, Technik, Sozialwesen und Gesundheit. Seit 1. Januar 2023 ist sie Teil…","{'display_name': 'Duale Hochschule Baden-Württemberg Heilbronn', '__CLASS__': 'Adzuna::API::Response::Company'}",49.142335,9.209895,,,,
Masterarbeit Entwicklung eines intelligenten Superclassifiers zur Optimierung von KI Modellen (m/w/d),0,https://www.adzuna.de/land/ad/5240303035?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=3C0AFF444C45A9966AE027D17F7571F344DFA6DF,"{'display_name': 'Bremen, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5240303035,2025-06-08T20:02:13Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MDMwMzAzNSIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.UQoJ4cj6H-5qj_4v0ZFT1udrsVZn8br_Xsm3i0RM01Q,"ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für maritime Elektronik Marinen auf der ganzen Welt, die See sicherer zu machen. Unseren Kunden bieten wir ein breites Angebot u. a. an Sonaren und Sensoren, Führungssystemen für unbemannte Unterwasserfahrzeuge, U-Boote und Überwasserschiffe, Minenabwehrsystemen sowie Funk- und Kommunikationsanlage. Aufgaben Analyse einer Vorarbeit zu KI Modellen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ATLAS ELEKTRONIK GmbH'}",53.10403,8.786477,,,,
"Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",0,https://www.adzuna.de/land/ad/5253265227?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=034FFB273707AB9AC4808D76FDD71F849103F0A7,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs'}",Adzuna::API::Response::Job,5253265227,2025-06-16T18:24:48Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjUzMjY1MjI3In0.vi3gGCqPaoLduBKTph1jqjBLsLAL5JS3GRfGNdKkttI,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",48.78408,10.10558,,,,
Werkstudent:in Data Science,0,https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Klettenberg'], 'display_name': 'Klettenberg, Köln'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,4703047400,2024-05-22T08:24:33Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI0NzAzMDQ3NDAwIn0.eDclooHrTyZm81ItLD9WutASmhiivELkTa9iMl5wVEY,"Deine Tätigkeiten Du extrahierst und validierst große Datenbestände auf Grundlage verschiedener Fragestellungen Du analysierst Datensätze mit geeigneten statistischen Methoden Du ergänzt unser motiviertes Team mit Machine Learning- und Data Science-Expertise Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändern…","{'display_name': 'nerou GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",50.9111,6.92606,,,,
Werkstudent:in Data Science,0,https://www.adzuna.de/details/4783696939?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Klettenberg'], 'display_name': 'Klettenberg, Köln'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,4783696939,2024-07-17T21:51:40Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDc4MzY5NjkzOSIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.rbw3QHlNLXn_rZXJ9TPy9s18gLB9g8LbDAlJxB1MJ4Y,"Deine Tätigkeiten Du extrahierst und validierst große Datenbestände auf Grundlage verschiedener Fragestellungen Du analysierst Datensätze mit geeigneten statistischen Methoden Du ergänzt unser motiviertes Team mit Machine Learning- und Data Science-Expertise Deine Erfahrung Du studierst (Wirtschafts-)Informatik, Mathematik oder etwas vergleichbares Du hast Erfahrung im Umgang mit Data Science und Machine Learning Du hast grundliegende Kenntnisse mit Python Du bist in der Lage, deine Arbeit selb…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}",50.9111,6.92606,part_time,450.0,contract,450.0
Data Science Intern,0,https://www.adzuna.de/details/5253641027?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5253641027,2025-06-16T21:54:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjUzNjQxMDI3In0.w9Uivh_RvOWFLMzH-XwOLijMcB-LKYrlIKvToWnk14s,"Who are we at Crewmeister? With over 14,000 customers, Crewmeister is one of the fastest-growing software providers in Munich. This dynamic growth is made possible by the personal development and teamwork of our now more than 60 outstanding employees. But this is just the beginning: Apply to join us as a Data Science Intern, learn from the best, and make our success story your own. Your Responsibilities Collaborate with cross-functional teams to understand data requirements and translate them i…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Crewmeister'}",,,,,,
Data Science Intern,0,https://www.adzuna.de/details/5215620939?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,5215620939,2025-05-25T14:19:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjE1NjIwOTM5In0.CbEV7Pl4HdUZcfqMdQlJL8_8r6yz3rftP7wQqgiZ2Vc,"About The Role As Data Science Intern at Juna AI, you’ll work closely with our technical founder and engineering team to support the development of our core machine learning capabilities. You’ll help process industrial sensor data, explore modeling techniques, and contribute to training and evaluating AI agents in real-world manufacturing settings. This is a rare opportunity to work at the frontier of applied AI – where your code will directly impact energy use, emissions, and efficiency in sec…","{'display_name': 'juna.ai', '__CLASS__': 'Adzuna::API::Response::Company'}",52.507706,13.420806,full_time,,,
Senior Data Scientist – Machine Learning (Pricing & Risikoanalyse) (w/m/d),0,https://www.adzuna.de/land/ad/5255181434?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=909ED8DDA0E3C30B8C564BF9EAE11F1EA87B3B7F,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], 'display_name': 'Coburg, Coburg (Kreis)'}","{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5255181434,2025-06-17T20:18:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE4MTQzNCIsInMiOiJ5UFdBRU50TThCR2VmZmhRZnIyZkJ3In0.4Nx47_NKR7XEglVCZOIkf_prDL3bGiqhJtdYmEWixCk,"Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu steuern und um neue, innova…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",50.25777,10.96603,,,,
Praktikum Data Science,0,https://www.adzuna.de/details/5240595240?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,5240595240,2025-06-09T02:05:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjQwNTk1MjQwIn0.2kqmuILK7U1XEPX-6Bu2akbtolCvQx-wGRFLOLhGQkc,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…","{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,9.2274,full_time,,,
Working Student/ Intern in Audit - Data Analytics – Flexplace in Germany (m/f/x),0,https://www.adzuna.de/land/ad/5224415508?se=yPWAENtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=BC18DE2F02DAA134F93C7747743010D1EE48FC8D,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",Adzuna::API::Response::Job,5224415508,2025-05-31T07:50:33Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVBXQUVOdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjI0NDE1NTA4In0.byMI343q8TDUBZcq7vUFBLHyyVfc_edS4MA5LnwHxTU,"Wir prüfen und beraten unsere Mandanten mit rund 2.000 Kolleginnen und Kollegen an 10 bundesweiten Standorten und als Teil des Netzwerks Grant Thornton International mit 76.000 Mitarbeiterinnen und Mitarbeitern in 156 Ländern. Schwerpunkte unserer Arbeit sind Audit & Assurance, Tax, Advisory und Legal. Deine Stärken. Unsere gemeinsame Wirkung. We call our work ‘demonstrating impact'. That means an environment in which you can share your curiosity, knowledge and passion for excellence with other…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Grant Thornton AG Wirtschaftsprüfungsgesellschaft'}",52.507706,13.420806,,,,
Dualer Master Student Digital Performance & Data Analytics (all),0,https://www.adzuna.de/land/ad/5255179475?se=Hti6EdtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=ECCBEDA552F5CF20A96C49FA982959ECB1AF3DCE,"{'area': ['Deutschland', 'Baden-Württemberg', 'Baden-Baden'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Baden-Baden, Baden-Württemberg'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,5255179475,2025-06-17T20:18:09Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE3OTQ3NSIsInMiOiJIdGk2RWR0TThCR2VmZmhRZnIyZkJ3In0.Ql0MtyEeSWvgu-4h7Tylg-0CZOC08GSBF3_WA7st-yI,"Wir entwickeln, produzieren und vertreiben Arzneimittel, die auf natürlichen Wirkstoffen basieren. Als Pionier bei der wissenschaftlichen Erforschung natürlicher Arzneimittel kooperieren wir mit führenden Forschungseinrichtungen. 1.400 Mitarbeiterinnen und Mitarbeiter haben sich dabei einem gemeinsamen Ziel verschrieben: Menschen zu einem gesünderen Leben zu verhelfen. Für unseren Fachbereich Marketing am Standort Baden-Baden suchen wir zum nächstmöglichen Eintrittstermin: Dualer Master Student…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Biologische Heilmittel Heel GmbH'}",48.754667,8.235274,,,,
Werkstudent:in (m/w/d) im Team Förderprogramme / Standardisierte Bewertung / Finanzcontrolling,0,https://www.adzuna.de/land/ad/5255185441?se=Hti6EdtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=06DB127ECE4F305D1310A7CC74B40BF820330D0F,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Adzuna::API::Response::Job,5255185441,2025-06-17T20:18:26Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE4NTQ0MSIsInMiOiJIdGk2RWR0TThCR2VmZmhRZnIyZkJ3In0.0gkLSofFV2oJI_RCOYNjJw0tYC2cf6S3ZFPBPMYdNfI,"Die NVBW – Nahverkehrsgesellschaft Baden-Württemberg mbH unterstützt das Ministerium für Verkehr Baden-Württemberg dabei, das Land zum Wegbereiter einer modernen und nachhaltigen Mobilität der Zukunft zu machen. Um dieser Herausforderung gewachsen zu sein, beschäftigen wir Expertinnen und Experten in den Bereichen Angebotsplanung und Infrastrukturentwicklung, Recht, Marketing/Erlöse/Vertrieb, Projekt- und Qualitätsmanagement sowie Neue und Digitale Mobilität. Kommen Sie zu uns und gestalten Sie…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH'}",48.776198,9.187224,,,,
Informatiker*in als IT-Sicherheitsbeauftragte*r / CISO (w/m/d),0,https://www.adzuna.de/land/ad/5239065717?se=Hti6EdtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=62E1863C6DA393C8E9C804EC2D7E28ABDE1A29EE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Segeberg (Kreis)', 'Norderstedt'], 'display_name': 'Norderstedt, Segeberg (Kreis)'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5239065717,2025-06-07T19:59:44Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSHRpNkVkdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjM5MDY1NzE3In0.hSRkHlWADAOE2CT6B7dyjnuZQWkIAScGRQNWV1ieKEs,"Als lebendige und innovative Stadt mit rund 80.000 Menschen ist Norderstedt ein angenehmes Wohn- und Lebensumfeld. Verkehrsgünstig zwischen Nord- und Ostsee, mit einer direkten Verbindung in die Hamburger Innenstadt und mit allen weiterführenden Schulen am Ort – Norderstedt bietet ein vielfältiges, kulturelles Leben. Folgende Stelle ist zum nächstmöglichen Zeitpunkt zu besetzen: Informatiker*in als IT-Sicherheitsbeauftragte*r / CISO (w/m/d) 39 Std./Woche, Entgeltgruppe 12 TVöD Aufgaben Abgeschl…","{'display_name': 'Stadt Norderstedt', '__CLASS__': 'Adzuna::API::Response::Company'}",53.70663,10.002853,,,,
Manager Advanced Analytics & MLOps (f/m/d),0,https://www.adzuna.de/land/ad/5222973088?se=Hti6EdtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=9DD16CC66E9C4A17B2EE03EB0F533C70AE26C198,"{'display_name': 'Heidelberg, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidelberg']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",Adzuna::API::Response::Job,5222973088,2025-05-30T07:55:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSHRpNkVkdE04QkdlZmZoUWZyMmZCdyIsImkiOiI1MjIyOTczMDg4In0.Yc-YvJLLQVBuKIzGeU_cY5ImxQk9fbF8SWY0eoqnYdM,"Heidelberg Materials is one of the world's largest integrated manufacturers of building materials and solutions with leading market positions in cement, aggregates, and ready-mixed concrete. We are represented in more than 50 countries with around 51,000 employees at almost 3,000 locations. At the centre of our actions lies the responsibility for the environment. As the front runner on the path to carbon neutrality and circular economy in the building materials industry, we are working on susta…","{'display_name': 'Heidelberg Materials AG', '__CLASS__': 'Adzuna::API::Response::Company'}",49.403755,8.696891,,,,
Senior Manager Decision Intelligence (m/w/d),0,https://www.adzuna.de/land/ad/5255170091?se=Hti6EdtM8BGeffhQfr2fBw&utm_medium=api&utm_source=a4bcf954&v=B95E5F0C10455155D21D88572C96B811F521FD0D,"{'display_name': 'Hattersheim am Main, Main-Taunus-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Hattersheim am Main']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",Adzuna::API::Response::Job,5255170091,2025-06-17T20:17:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE3MDA5MSIsInMiOiJIdGk2RWR0TThCR2VmZmhRZnIyZkJ3In0.jGrER6bo7t4ZNniQ6c15D86NCZx9WLiR3B92_R5lkTU,"Du arbeitest gerne im Team? Du bist interessiert an innovativen Technologien? Du möchtest Verantwortung übernehmen und etwas bewegen? Dann bieten wir dir bei Kuraray den richtigen Rahmen für die Entfaltung deiner Persönlichkeit. Als weltweit tätiges, dynamisch wachsendes Unternehmen der Spezialchemie mit japanischen Wurzeln zählen wir zu den größten Anbietern von Polymeren und synthetischen Mikrofasern und sind international führend in der Entwicklung und Anwendung innovativer Hochleistungsmate…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kuraray Europe GmbH'}",50.06929,8.48668,,,,
