company,title,salary_is_predicted,longitude,latitude,adref,description,__CLASS__,created,redirect_url,location,id,category,contract_time,salary_min,salary_max,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BRL Risk Consulting GmbH & Co. KG'}",Praktikant Data Science / Data Engineering im Bereich Risk Advisory Services,0,13.38475,52.51551,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU13c2xqQmo4Ukd0VGMzZ213QmRrUSIsImkiOiI1NzI3NTY3ODczIn0.se2CAs38DaghhsdBwlKqAOXABacJeF_2sxd6Ve_cCm8,"Du hast deine ersten Semester geschafft und möchtest Dein theoretisches Wissen nun gern in spannenden Praxisprojekten anwenden? Bei uns wirst Du direkt in die Mandats- und Projektarbeit mit eingebunden und schnupperst so echte Praxisluft in einem interessanten Aufgabengebiet. Knüpfe schon jetzt wertvolle Kontakte, die deinen späteren Einstieg in die Berufswelt deutlich erleichtern können. Für einen Zeitraum von 6 Monaten suchen wir Praktikant (W/M/D) Data Science & Artificial Intelligence in Be…",Adzuna::API::Response::Job,2026-05-13T03:43:04Z,https://www.adzuna.de/details/5727567873?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Berlin', 'Mitte'], 'display_name': 'Mitte, Berlin', '__CLASS__': 'Adzuna::API::Response::Location'}",5727567873,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TRUMPF Group'}",Praktikum im Bereich Data Science/Data Engineering für Maschinendiagnose (WS26/27),0,9.06857,48.82434,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4Nzc3MjQ5MyIsInMiOiItTXdzbGpCajhSR3RUYzNnbXdCZGtRIn0.JPrZgtqTPolNmBRRmJ8KxEEvaFtuDRRQh4j6Fv4_Gzk,"As a family-run, high-tech company with nearly 19,000 employees at 71 locations worldwide, we are looking for forward thinkers with unconventional ideas and drive to join our team. Our company culture, which values collaboration and mutual trust, creates the ideal framework for boldly trying new things and questioning the status quo. Our technologies inspire people to develop and produce things that are currently unimaginable. Whether lasers, machine tools, EUV or electronics - TRUMPF is buildi…",Adzuna::API::Response::Job,2026-04-02T22:32:24Z,https://www.adzuna.de/details/5687772493?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ditzingen'], 'display_name': 'Ditzingen, Ludwigsburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5687772493,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsche Sporthochschule Köln'}",W1-Juniorprofessur Data Science (mit Tenure Track zu W2) (m/w/d) (2617-W1-Data Science),0,6.90048,50.93709,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NDQ1NTcyMSIsInMiOiItTXdzbGpCajhSR3RUYzNnbXdCZGtRIn0.hyKyJMPgLME4OSv3Km7FtqBBwXmuKTFkqvt5MBaLjHc,"50933 Köln Hybrid Vollzeit Sofort Die Deutsche Sporthochschule Köln (DSHS) ist mit aktuell über 6.300 Studierenden aus rund 93 Ländern ein national wie international herausragender Hochschulstandort. Die DSHS steht für exzellente Forschung mit hohem Drittmittelvolumen und für forschungsbasierte sowie internationale Lehre in der Sportpraxis und allen sozial- und lebenswissenschaftlichen Teildisziplinen der Sportwissenschaft. Forschung, Lehre und Transfer werden von der Verwaltung und den zentral…",Adzuna::API::Response::Job,2026-05-29T11:15:05Z,https://www.adzuna.de/details/5744455721?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Braunsfeld, Köln', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Braunsfeld']}",5744455721,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SIXT Germany'}",Duales Studium Data Science – in Kooperation mit der DHBW Stuttgart,0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU13c2xqQmo4Ukd0VGMzZ213QmRrUSIsImkiOiI1NzI2MjEzNjI1In0.s_xgnLTMaSweiI5ySUkMMZ3Zyub68DZVqvKQf0grvYY,"Stellenbeschreibung Du hast (bald) Dein Abitur in der Tasche und interessierst Dich für Daten, Analysen und Programmierung? Du willst direkt in die Praxis einsteigen und gleichzeitig ein Studium absolvieren? Dann starte dein duales Studium Data Science bei SIXT in Kooperation mit der DHBW Stuttgart. Bei SIXT wirst Du vom ersten Tag an Teil unseres internationalen Unternehmens. Du erhältst Einblicke in alle zentralen Bereiche rund um das Thema Data Science und lernst praxisnah wie Du im Team dat…",Adzuna::API::Response::Job,2026-05-11T23:52:21Z,https://www.adzuna.de/details/5726213625?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",5726213625,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",,,,
"{'display_name': 'SIXT Germany', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science – in Kooperation mit der DHBW Stuttgart,0,9.187224,48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNjIxMzYyMSIsInMiOiItTXdzbGpCajhSR3RUYzNnbXdCZGtRIn0.QYQMfo3MWdqYj3VPDYEDplinqAO53JG2NoocNM77wo4,"Stellenbeschreibung Du hast (bald) Dein Abitur in der Tasche und interessierst Dich für Daten, Analysen und Programmierung? Du willst direkt in die Praxis einsteigen und gleichzeitig ein Studium absolvieren? Dann starte dein duales Studium Data Science bei SIXT in Kooperation mit der DHBW Stuttgart. Bei SIXT wirst Du vom ersten Tag an Teil unseres internationalen Unternehmens. Du erhältst Einblicke in alle zentralen Bereiche rund um das Thema Data Science und lernst praxisnah wie Du im Team dat…",Adzuna::API::Response::Job,2026-05-11T23:52:21Z,https://www.adzuna.de/details/5726213621?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",5726213621,"{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Delivery Hero', '__CLASS__': 'Adzuna::API::Response::Company'}","Manager, Data Science - (Global Discovery, Search Ranking)",0,13.420806,52.507706,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU13c2xqQmo4Ukd0VGMzZ213QmRrUSIsImkiOiI1NzM1NjQ3Njc4In0.F4ZEiTTrE7RngCaR1lc9nUHCAtnUKGChmKCJYceKyts,"Job Description We are on the lookout for a Manager, Data Science to join the Search Ranking team on our journey to always deliver amazing experiences. Science is at the core of our services, using Machine Learning and AI to create truly personalized recommendations, decode our customers’ queries and intent, learn to rank our search results, and create semantic matching. All of that for a diverse set of languages like Spanish, Arabic, English, Mandarin, or Korean. Since our algorithms run on a …",Adzuna::API::Response::Job,2026-05-21T00:23:35Z,https://www.adzuna.de/details/5735647678?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",5735647678,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CHECK24 Travel'}",Werkstudent (m/w/d) Data Science – Hotel,0,7.621504,51.955292,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNjIxMzc0NSIsInMiOiItTXdzbGpCajhSR3RUYzNnbXdCZGtRIn0.FPVbRiseXe__5kzSNntQPqV6P46BBNmGafB3rBRsqww,"Stellenbeschreibung Mitarbeit bei der Entwicklung und Optimierung von KI- und Machine-Learning-Lösungen Unterstützung beim Aufbau und der Pflege von Datenpipelines sowie bei Datenaufbereitung und Feature Engineering Mitwirkung beim Training, Monitoring und der Analyse von Machine-Learning-Modellen Unterstützung beim Tracking von Experimenten und der Dokumentation von Modellen und Ergebnissen (z. B. mit MLflow) Mitarbeit bei der Integration moderner Large Language Models, Prompting-Ansätzen und …",Adzuna::API::Response::Job,2026-05-11T23:52:21Z,https://www.adzuna.de/details/5726213745?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Münster, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster']}",5726213745,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",,,,
"{'display_name': 'Rosenxt Group', '__CLASS__': 'Adzuna::API::Response::Company'}","Cloud-Native Architect (all genders welcome) – Kubernetes, CNCF, MLOps",0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU13c2xqQmo4Ukd0VGMzZ213QmRrUSIsImkiOiI1NzQ3NDc3NTk5In0.DQMYpXbMATkEANAtHBDo2EvJF1eC6UTdHPYz_0XRfJM,"Rosenxt ist eine zukunftsorientierte Technologiegruppe - wir sind visionäre Architekten des Fortschritts mit Jahrzehnten an Ingenieurs-Exzellenz. Als ein privat geführter globaler Partner mit mehr als 650 Mitarbeitern schauen wir weit in die Zukunft, setzen auf Langfristigkeit und machen so aus Chancen erfolgreiche Geschäftsfelder. Wir sind technikbegeistert durch und durch, tauchen tief in die neuesten Technologien ein. Diese Expertise in verschiedensten Technologiebereichen wie Sensoren, auto…",Adzuna::API::Response::Job,2026-06-01T12:49:35Z,https://www.adzuna.de/land/ad/5747477599?se=-MwsljBj8RGtTc3gmwBdkQ&utm_medium=api&utm_source=a4bcf954&v=C0A47A17CE3B77A416E728FB917168CA7617CD45,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5747477599,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,,,
"{'display_name': 'XITASO', '__CLASS__': 'Adzuna::API::Response::Company'}",Studium mit vertiefter Praxis: Data Science B.Sc.,0,10.904,48.38236,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzM0ODI4OCIsInMiOiItTXdzbGpCajhSR3RUYzNnbXdCZGtRIn0.k-2y6S8IYPZaKfbU-1b74mfIXPnYOc5Fsnh4j1Uc7VU,"Das ist die Herausforderung Im Studium mit vertiefter Praxis kombinierst Du ideal Theorie und Praxis . Deine im Hochschulstudium erworbenen Kenntnisse wendest Du in den betrieblichen Praxisphasen in konkreten Projekten an. So lernst Du nicht nur, warum etwas funktioniert, sondern auch, wie es funktioniert und wie es gemacht wird. In den 3,5 Jahren deines Bachelorstudiums absolvierst Du in den vorlesungsfreien Zeiten sowie im Praxissemester Deine Praxisphasen bei XITASO. Auch Deine Bachelorarbei…",Adzuna::API::Response::Job,2026-05-12T23:30:21Z,https://www.adzuna.de/details/5727348288?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Lechhausen, Augsburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg', 'Lechhausen']}",5727348288,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens AG'}",: Data Science und Künstliche Intelligenz (B.Sc.) 2026,0,8.650578,50.129683,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMzY1NDI4MSIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.9yWaDrHrcqNYgrwzR8RPrNrHlxz7NU3KVS6y3i1B0Cc,"Dein Berufsbild: Du möchtest irgendwas mit Mathe machen und findest die Wirtschaftswelt spannend? Dann entscheide dich für ein Studium in Data Science und Künstliche Intelligenz und hol alles aus den Daten heraus. Data Science und Künstliche Intelligenz Spezialisten (w/m/d) sind die Schnittstelle zwischen IT und Business. Sie beherrschen die verschiedenen Technologien, bewerten deren Potenziale und wissen, wie man sie technisch umsetzt. In deinem dualen Studium erlernst du die Grundlagen, Konze…",Adzuna::API::Response::Job,2026-02-17T22:15:22Z,https://www.adzuna.de/details/5633654281?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",5633654281,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,,,contract
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'XU Exponential University of Applied Science'}",Freelance Lecturer Data Science (m/f/d),0,13.10641,52.39407,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzMzNDIzMCIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.0lcFqXrhBkh_GQOVG6QQSJQwpKTX0nK1QRYDPQ4k_bc,"Your mission We are currently looking for a freelance lecturer (m/f/d) to teach a variety of Data Science modules in between January and July 2026. The courses either consist of 3 hours of teaching per week over 14 weeks, or 8 hours of teaching in six block sessions, plus supervision and assessment of a examination. Topic areas include: Machine Learning Data Bases Data Visualization Information Retrieval Language Processing Disruptive Computing Deep Neural Networks If you are seeking a practice…",Adzuna::API::Response::Job,2026-05-12T23:16:05Z,https://www.adzuna.de/details/5727334230?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Brandenburg', 'Potsdam', 'Babelsberg Süd'], 'display_name': 'Babelsberg Süd, Potsdam', '__CLASS__': 'Adzuna::API::Response::Location'}",5727334230,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Senior Consultant Data Science (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzM1MDgxNjY4In0.jvA0DHCiHB7oovLBQXzSkJUu5ZsJfZRGz-BOYXfzv-M,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081668?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Eschborn, Main-Taunus-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn']}",5735081668,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Senior Consultant Data Science (m/w/d),0,9.987297,53.557429,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzM1MDgxNjY3In0.8zwadI8MwIWg_g14lrjwzM-34iDWjMS8OTqkmUqjzf4,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081667?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",5735081667,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",,,,
"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",Senior Consultant Data Science (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzM1MDgxNjY5In0.HTr5E8WtWnTgpROCK3tWnta6OoRgEMjg_i1Sb9J3vtE,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081669?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5735081669,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",Senior Consultant Data Science (m/w/d),0,13.420806,52.507706,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzM1MDgxNjcxIn0.G071UrLENrUCB_8-i8mqdpEQGAAKObRuNBxeFxr8VzE,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081671?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",5735081671,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",Senior Consultant Data Science (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTA4MTY2NiIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.qureP2uiCtOlHQy2s4NKHQ-cgBQqazWLhEFoNtLATXs,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081666?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",5735081666,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",Senior Consultant Data Science (m/w/d),0,7.112412,50.71942,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzM1MDgxNjY1In0.Sq-WQShrzl12f9hozhKQEbKh_77DlZWp5kwqSKao72A,"Senior Consultant Data Science (m/w/d) InDeutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von…",Adzuna::API::Response::Job,2026-05-20T12:42:37Z,https://www.adzuna.de/details/5735081665?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bonn, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",5735081665,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AÜW - Allgäuer Überlandwerk GmbH'}",Werkstudent – Energiehandel & Data Science (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDgxNDg2NiIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.Q1AFnhqcMIeGt75E-ZjgDNYN6VNMKVHXaJfP1zOVIa4,"Wir suchen dich als Werkstudent (m/w/d) für unser Team Energiehandel in den Bereichen Energiehandel und Data Science . An der Schnittstelle zwischen Daten, Energiehandel und Produktentwicklung unterstützt du dabei, Informationen aus unterschiedlichen Quellen aufzubereiten und nutzbar zu machen. Du hilfst, Prozesse zu automatisieren und damit die Grundlage für Analysen und neue Produkte zu schaffen. Gleichzeitig erhältst du Einblicke in den Energiehandel und kannst dein Wissen in den Bereichen D…",Adzuna::API::Response::Job,2026-05-10T05:04:12Z,https://www.adzuna.de/details/5724814866?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5724814866,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'DELO', '__CLASS__': 'Adzuna::API::Response::Company'}",Chemiker mit Data-Science-Fokus (w/m/d),0,11.03474,48.06703,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1ODkxNTAyOSIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.Vzc2jytABQDzTVAUmKJRZO0yx0UEftFoRnh9xw-xLMI,"Your Tasks: Sie gestalten aktiv Data-Science-Projekte mit und nutzen dabei den Freiraum, eigene Ideen einzubringen und Lösungen selbst zu gestalten. Hierbei sind Sie für die Konzeption, Entwicklung, Implementierung und fortlaufende Optimierung datengetriebener Modelle zuständig, die von Ihren Kollegen in der chemischen Klebstoffentwicklung genutzt werden. Zudem sind Sie für die Aufbereitung der benötigten Eingangsdaten verantwortlich. Ihr chemisches Verständnis hilft Ihnen wichtige Zusammenhäng…",Adzuna::API::Response::Job,2026-03-09T00:55:48Z,https://www.adzuna.de/details/5658915029?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Windach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Windach, Landsberg am Lech (Kreis)'}",5658915029,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",Senior Consultant Data Science (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidU1OQ2x6Qmo4UkdWTW9mYTU3VGlHUSIsImkiOiI1NzU0ODQ3NDYzIn0.klxYPOAFfMsOMNqBXfX7M9xfvTRmn-ep8jZ7Gemdu3k,"In Deutschland - Berlin | Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von uns für dich: Steile Lernkurve: werd…",Adzuna::API::Response::Job,2026-06-06T23:00:35Z,https://www.adzuna.de/details/5754847463?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5754847463,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",,,,contract
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Netze BW GmbH'}",Duales Studium Wirtschaftsinformatik / Data Science (B. Sc.),0,9.187224,48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM4NTk2NiIsInMiOiJ1TU5DbHpCajhSR1ZNb2ZhNTdUaUdRIn0.yl_XgB94WEPpo0ezaQ3hLsUtBYSOeNqmrcoA0FkdiOw,"Vernetze mit uns die Welt von morgen. Du hast Lust, deine Tatkraft bei uns einzubringen und dadurch deine eigene Zukunft und die aller Menschen sicherer und lebenswerter zu machen? Wir freuen uns darauf, dich dabei tatkräftig zu unterstützen – und gemeinsam mit dir neue und zuverlässige Verbindungen für die Energieversorgung von morgen zu schaffen. Du@Netze BW Du denkst gerne analytisch und gleichzeitig kreativ? IT macht dir am meisten Spaß, wenn du mit ihr innovative Lösungen mit praktischem M…",Adzuna::API::Response::Job,2026-06-03T11:38:05Z,https://www.adzuna.de/land/ad/5750385966?se=uMNClzBj8RGVMofa57TiGQ&utm_medium=api&utm_source=a4bcf954&v=1817E976B4816EFA7500751D651976BE6D850CD5,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}",5750385966,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",,,,
