created,title,description,salary_is_predicted,longitude,category,latitude,redirect_url,location,id,__CLASS__,adref,company,contract_time,salary_max,salary_min,contract_type
2026-07-21T22:59:22Z,Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2027 (m/w/d),"Starte mit Viessmann Climate Solutions in dein dualesstudium. Du studierst in Mannheim und arbeitest zum Großteil in unserem EU-Headquarter in Allendorf (Eder). Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragte…",0,8.67311,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",51.02637,https://www.adzuna.de/land/ad/5809716222?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=9DBBE80C537B1268AA1158FF807D8622A3B88594,"{'area': ['Deutschland', 'Hessen', 'Waldeck-Frankenberg (Kreis)', 'Battenberg (Eder)'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Battenberg (Eder), Waldeck-Frankenberg (Kreis)'}",5809716222,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTcxNjIyMiIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.IvA_CRrKE_N53-YgkINxCfvhzcU8w0f31t2gRGVtUZA,"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-21T22:56:31Z,Bachelor of Science (m/w/d) â Data Science und Künstliche Intelligenz 2026,"Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",0,8.45882,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",49.03084,https://www.adzuna.de/land/ad/5809695554?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=0EB8BFDEC0394505E19D417362ED9D955270A72C,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hagsfeld, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Hagsfeld']}",5809695554,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1ODA5Njk1NTU0In0.kHCao9476eTbWrGYv146tV8Ycj5c089zzA07GJBP-W8,"{'display_name': 'BGV-Versicherung AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T23:03:38Z,Duales Studium - B. Sc. Künstliche Intelligenz / Data Science 2027 (w/m/d),"WeAreIn to create tiny chips and big careers. Theorie allein reicht Dir nicht? Im Dualen Studium bei Infineon verbindest Du Theorie und Praxis. Du arbeitest an echten Projekten, lernst von Expert*innen und machst aus Deiner Leidenschaft eine Karriere mit Sinn. Are you in? Deine Rolle Haupttätigkeiten Praxis: Während Deines Studiums mit Start zum 01.09.2027 lernst Du praxisnah am Standort Regensburg Theorie: Den theoretischen Input erhältst Du an der der Ostbayerischen Technischen Hochschule Reg…",0,12.07704,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",49.00784,https://www.adzuna.de/land/ad/5811193117?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=5E2789B01B8FE01D6D8D74C2766A6B00FDAAF486,"{'display_name': 'Großprüfening-Dechbetten-Königswiesen, Regensburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Regensburg', 'Großprüfening-Dechbetten-Königswiesen']}",5811193117,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMTE5MzExNyIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.flgYGF63tWflpiBt2kGuu1Vb15Ue965Lx3HUOcvGvYI,"{'display_name': 'Infineon Technologies AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-06-03T11:33:01Z,Duales Studium Business Data Analytics (M.Sc.) mit Schwerpunkt KI - Einstieg Data Science,"Deine Aufgaben Du möchtest nicht nur Daten analysieren, sondern verstehen, wie aus Daten wertvolle Erkenntnisse entstehen, die die digitale Zukunft der HDI Group gestalten? Die 21-monatige IT-Ausbildung kombiniert praktische Arbeit im Bereich Data Science mit theoretischem Wissen, das Du im Studiengang Business Data Analytics mit Schwerpunkt KI an der FHDW in Hannover erwirbst. Du arbeitest an spannenden Projekten rund um AI, GenAI, Machine Learning, und Cloud-Services. Du entwickelst Lösungen,…",0,9.742751,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",52.378818,https://www.adzuna.de/land/ad/5750354685?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=39F93B861DD047CB54862321D0BC487CCA6F0BA4,"{'display_name': 'Hannover, Region Hannover (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover']}",5750354685,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM1NDY4NSIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.P6pfi8XMeBbVhdvJkQEv8wZuno7VRV1oh-CqWR-JyYc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HDI AG'}",,,,
2026-06-03T11:33:59Z,Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…",0,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",,https://www.adzuna.de/land/ad/5750360240?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=9DB27E2D58369ACC293BD1DA88B0C04594D004D7,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5750360240,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1NzUwMzYwMjQwIn0.Fh6UZofcgbWhvOINiwS_m9FY6rTwfC0wSjrS9FzM3ww,"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-09T02:54:13Z,Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2027 (m/w/d),"Starte mit Viessmann Climate Solutions in dein dualesstudium. Du studierst in Mannheim und arbeitest zum Großteil in unserem EU-Headquarter in Allendorf (Eder). Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragte…",0,,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",,https://www.adzuna.de/land/ad/5793494224?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=70924A227E063BA07F75004A8CE597F09B7830DF,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5793494224,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MzQ5NDIyNCIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.tXQZxdSlzLHDst6CQSRj7oqj6dHLLOmrLSo02AhArlU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Viessmann Climate Solutions'}",,,,
2026-06-03T11:37:34Z,Bachelor of Science (m/w/d) â Data Science und Künstliche Intelligenz 2026,"Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",0,8.412378,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",49.001249,https://www.adzuna.de/land/ad/5750383006?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=7E7AD6C30237192E5985785B15D37062E1183FCF,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5750383006,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1NzUwMzgzMDA2In0.afa35WcN0Zlt0SDfYumd1ECkDeyiAFnweu31rcu2w-E,"{'display_name': 'BGV-Versicherung AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T15:01:11Z,Duales Studium - B. Sc. Künstliche Intelligenz / Data Science 2027 (w/m/d),"WeAreIn to create tiny chips and big careers. Theorie allein reicht Dir nicht? Im Dualen Studium bei Infineon verbindest Du Theorie und Praxis. Du arbeitest an echten Projekten, lernst von Expert*innen und machst aus Deiner Leidenschaft eine Karriere mit Sinn. Are you in? Deine Rolle Haupttätigkeiten Praxis: Während Deines Studiums mit Start zum 01.09.2027 lernst Du praxisnah am Standort Regensburg Theorie: Den theoretischen Input erhältst Du an der der Ostbayerischen Technischen Hochschule Reg…",0,12.112321,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",49.022981,https://www.adzuna.de/land/ad/5810893427?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=3A8CF232D4B6E5155291B7D14D78BBDEB290EBA1,"{'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Regensburg'], 'display_name': 'Regensburg, Regensburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5810893427,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDg5MzQyNyIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.Xk0L3Wng8_oHfu_xG8uJbsdK9ARul23yWdZymqDy3jA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Infineon Technologies AG'}",,,,
2026-07-26T21:30:14Z,Student*in für Abschlussarbeit: Einsatz von Data Analytics und Künstlicher Intelligenz,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",0,8.98349,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",48.68872,https://www.adzuna.de/land/ad/5816687943?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=FDC2212DB6F7823F345ACBD7F2AA3BEC1C6E1AA1,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Böblingen, Böblingen (Kreis)'}",5816687943,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1ODE2Njg3OTQzIn0.1LioORlZzSABq_bKk-GR5zcG2uJDc1uGl4_UywqWk-Y,"{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-19T12:17:11Z,Senior Specialist (m/w/d) Scientific IT,"Senior Specialist (m/w/d) Scientific IT Code: 1558/2026/7 in Vollzeit, auf zwei Jahre befristet, mit Option auf Entfristung Standort: Bonn Das Deutsche Zentrum für Neurodegenerative Erkrankungen (DZNE) ist ein weltweit führendes, international ausgerichtetes Forschungszentrum, das sich der Entdeckung neuer Ansätze zur Prävention und Behandlung neurodegenerativer Erkrankungen verschrieben hat. Aufgaben Sie unterstützen den Team Lead bei der Umsetzung der KI‑Strategie und übernehmen die operative…",0,7.112412,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",50.71942,https://www.adzuna.de/land/ad/5807089091?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=72838A46178A73315838B55940F58907F9D2EC39,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",5807089091,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzA4OTA5MSIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.ZELCcXih70D3oRiXRjJpiU2sg3Oft2irc0aodokzAtA,"{'display_name': 'Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. ', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-07T15:14:13Z,Prädiktive Sicherheit trifft Industrie: Masterarbeit in der Arbeitssicherheit der Zukunft (m/w/d),"Potenziale freisetzen. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizusetzen. Wieland steht für Vielfalt und Chancengleichheit - aus diesem Grund freuen wir uns auf individuelle Bewerbungen unabhängig von Alter, G…",0,9.856945,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",48.383137,https://www.adzuna.de/land/ad/5790982450?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=A5ECC4A9269AED8833E578A6033ACD3958D53F77,"{'display_name': 'Ulm, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm']}",5790982450,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1NzkwOTgyNDUwIn0.tGldgAvmP2N3pjj28AkSB5ilIo2Ybuby3OOawNzN5j8,"{'display_name': 'Wieland-Werke AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-21T22:59:23Z,"Duales Studium Data Science&Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe 2027","Gestalte die Zukunft mit KI– Starte dein Duales Studium im Bereich Data Science&Künstlicher Intelligenz! Du möchtest mit Daten arbeiten, smarte Lösungen entwickeln und herausfinden, wie KI den Alltag von Millionen Menschen erleichtern kann? Im dualen Studium Data Science&Künstliche Intelligenz bei Atruvia verbindest du Theorie und Praxis in einem der spannendsten IT-Bereicheüberhaupt. Deine Aufgaben: Entwickle KI-Lösungen: Du unterstützt bei der Entwicklung von Data-Science- und KI-Lösungen– vo…",0,8.47624,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",49.00018,https://www.adzuna.de/land/ad/5809716291?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=784D4934CBF8FEF2E28A8F2499027A4592A2F381,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach'], 'display_name': 'Durlach, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location'}",5809716291,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTcxNjI5MSIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.55MUt3u_F4TZBAwIURtNJ4ZCDPARnw6fTLmooCvyW2g,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",,,,
2026-07-21T22:58:55Z,Künstliche Intelligenz und Data Science (B.Sc.) mit Befähigung zur Elektrofachkraft (w/m/d) 2027,"Dein Berufsbild: Du möchtest irgendwas mit Mathe machen und in deinen Zukunftsplänen ist Digitalisierung vorprogrammiert? Dann entscheide dich für den dualen Studiengang Künstliche Intelligenz und Data Science zur Befähigung zur Elektrofachkraft (w/m/d) und werde zum*zur Administrator*in deiner Karriere. Zur täglichen Arbeit von technischen Informatiker*innen gehören Daten, Cloud und Echtzeitkommunikation, dazu hardwarenahe Programmierung und Automatisierung. Projektlösungen für die Digitalisie…",0,12.08703,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",49.03495,https://www.adzuna.de/land/ad/5809712981?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=D6F4FECDECBF9A28D2FBDFB9DC4E021AD7F2E92E,"{'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Regensburg', 'Steinweg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Steinweg, Regensburg'}",5809712981,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTcxMjk4MSIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.KKXfuM4t_ncZ3NnC3XmZpnmgw94iUticwZzbpTE0ARs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens AG'}",,,,
2026-07-21T22:57:46Z,Duales Studium Bachelor of Science Wirtschaftsinformatik - KI&Data Science (m/w/d) 2026,Deine Aufga ben Als Bachelor of Science Wirtschaftsinformatik - Künstliche Intelligenz&Data Science (m/w/d) lernst du bei uns verschiedene Themengebiete kennen: Du analysierst Unternehmensdaten zielsicher und bereitest diese auf. Du sorgst für Datentransparenz im Unternehmen. Du arbeitest in Business Intelligence Projekten. Du setzt unsere Datenstrategie im Team um. Ausbildungsort: Paderborn Ausbildungsdauer: 6 Semester Partnerhochschule: Fachhochschule der Wirtschaft Fürstenallee 5 33102 Pader…,0,8.75098,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",51.73446,https://www.adzuna.de/land/ad/5809705389?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=EBE90979A49F8901C840941FCB4435EE723FF60D,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kernstadt, Paderborn', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)', 'Paderborn', 'Kernstadt']}",5809705389,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRXFHMUo2ZUo4UkdvaTU4VnRQUlFCZyIsImkiOiI1ODA5NzA1Mzg5In0.YOBBy_ZAFhOoXByZhU-ENYHXDtXEJNKmc81w2ncsThs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Westfalen Weser Netz GmbH'}",,,,
2026-07-09T02:54:13Z,"Duales Studium Data Science&Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe 2027","Gestalte die Zukunft mit KI– Starte dein Duales Studium im Bereich Data Science&Künstlicher Intelligenz! Du möchtest mit Daten arbeiten, smarte Lösungen entwickeln und herausfinden, wie KI den Alltag von Millionen Menschen erleichtern kann? Im dualen Studium Data Science&Künstliche Intelligenz bei Atruvia verbindest du Theorie und Praxis in einem der spannendsten IT-Bereicheüberhaupt. Deine Aufgaben: Entwickle KI-Lösungen: Du unterstützt bei der Entwicklung von Data-Science- und KI-Lösungen– vo…",0,8.412378,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",49.001249,https://www.adzuna.de/land/ad/5793494282?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=55D0F7DC6645ECDA1D2B9247D973D80AD7DF0682,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5793494282,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MzQ5NDI4MiIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.qepk95KXnCYBzy5H1oPCwMrrtLJSX8JVjYkmMeBWCbA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",,,,
2026-07-22T12:38:04Z,Duales Studium Informatik Schwerpunkt Data Science / Künstliche Intelligenz in Kooperation mit der Dualen Hochschule Baden-Württemberg 2027 (m/w/d/x),"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",0,,"{'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'graduate-jobs'}",,https://www.adzuna.de/land/ad/5810788215?se=EqG1J6eJ8RGoi58VtPRQBg&utm_medium=api&utm_source=a4bcf954&v=923B0DEB2CB05ABFEAC7F92623C398E78BCD244E,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5810788215,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDc4ODIxNSIsInMiOiJFcUcxSjZlSjhSR29pNThWdFBSUUJnIn0.SoTvZ-775zz7dIkkHswJo3RH3Y4Z6d4UFd4tL43AX7U,"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-21T22:55:57Z,Duales Studium - Bachelor of Science - Informatik - Data Science und KI (gn) für 2026 - ID 150988,"Hast Du Deinen Weg schon gefunden? Für Deinen Weg bei uns bringst Du mit: 3 Jahre Zeit und allgemeine Hochschulreife oder Fachhochschulreife  Studierfähigkeitstest Hier baust Du Dein theoretisches Fundament: DHBW Karlsruhe Die Praxis lernst Du hier : HORNBACH Zentrale in Bornheim bei Landau i. d. Pfalz Startschuss für Deine Zukunft bei HORNBACH: 01.10.2026 Darauf kannst Du Dich freuen: Gehalt - logisch! 1. Jahr: 1.250 €, 2. Jahr: 1.500 €, 3. Jahr: 1.750 € Mehr – klar! Neben Deinem Gehalt sowie …",0,8.24878,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",49.19075,https://www.adzuna.de/land/ad/5809691106?se=UiMGKaeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=2704FBCF3E58108C892ADBDA81E8E3005B0E629B,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Germersheim (Kreis)', 'Knittelsheim'], 'display_name': 'Knittelsheim, Germersheim (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5809691106,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTY5MTEwNiIsInMiOiJVaU1HS2FlSjhSR3ktZHdwWEc0d3dRIn0.8b2qCIj_HhWvliB3OYQORPNzOp51qaTjJA1R7ZBUZg8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HORNBACH Baumarkt AG'}",,,,
2026-06-03T11:42:34Z,Duales Studium Bachelor of Science Wirtschaftsinformatik - KI&Data Science (m/w/d) 2026,Deine Aufga ben Als Bachelor of Science Wirtschaftsinformatik - Künstliche Intelligenz&Data Science (m/w/d) lernst du bei uns verschiedene Themengebiete kennen: Du analysierst Unternehmensdaten zielsicher und bereitest diese auf. Du sorgst für Datentransparenz im Unternehmen. Du arbeitest in Business Intelligence Projekten. Du setzt unsere Datenstrategie im Team um. Ausbildungsort: Paderborn Ausbildungsdauer: 6 Semester Partnerhochschule: Fachhochschule der Wirtschaft Fürstenallee 5 33102 Pader…,0,8.753842,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",51.737096,https://www.adzuna.de/land/ad/5750396620?se=UiMGKaeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=D056E22E56F35755F5E799EB89C67A14F64D0834,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)', 'Paderborn'], 'display_name': 'Paderborn, Paderborn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5750396620,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWlNR0thZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1NzUwMzk2NjIwIn0.vdlhmjiLvHEwe4AYlBHrLIYOqEfNjMcuITTrjOwo8cA,"{'display_name': 'Westfalen Weser Netz GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
