location,category,redirect_url,title,latitude,description,salary_is_predicted,longitude,adref,company,id,created,__CLASS__,contract_time,salary_max,salary_min,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster'], 'display_name': 'Münster, Nordrhein-Westfalen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5636196825?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=AD209A8CE50BDBD5532EBB32AC315EE765F5848A,Senior Inhouse Consultant Business Intelligence / ETL (m/w/d),51.955292,"Bei STRABAG bauen rund 86.000 Menschen an mehr als 2.400 Standorten weltweit am Fortschritt. Einzigartigkeit und individuelle Stärken kennzeichnen dabei nicht nur unsere Projekte, sondern auch jede:n Einzelne:n von uns. Ob im Hoch- und Ingenieurbau, Straßen- und Tiefbau, Brücken- und Tunnelbau, in der Baustoffproduktion, Projektentwicklung oder im Gebäudemanagement – wir denken Bauen weiter, um der innovativste und nachhaltigste Bautechnologiekonzern Europas zu werden. Chancengleichheit, Vielfa…",0,7.621504,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM2MTk2ODI1In0.yL1_a8b2LJ72tzZVz2jKTU9JQ5XrUiAHQctsrJ2vuzg,"{'display_name': 'STRABAG Property and Facility Services GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5636196825,2026-02-19T18:17:01Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,Data Science Director (Programmatic Data Science) (f/m/d),53.557429,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",0,9.987297,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NDMzODg1MTY1In0.c9m4JfPNmSPwOk-F_ATp--vTlbQUZ3FUJNq-miGJgqg,"{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}",5433885165,2025-10-06T13:46:18Z,Adzuna::API::Response::Job,full_time,,,
"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5524952099?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=080FBA7A45708EAE809E8BF3D55A6666A1FE46BB,Duales Studium Bachelor of Science (B.Sc.) Data Science und künstliche Intelligenz (m/w/d) 2026,49.073517,"BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz an über 100 Standorten vereinen wir Erfahrung und Innovation mit der über 100-jährigen Kompetenz eines erfolgreichen Bankhauses – kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerleb…",0,8.589191,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNDk1MjA5OSIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.JHQYgfZB8te6sbgRxnnNau4HLEwq8B0vVPczz-JmvQQ,"{'display_name': 'BBBank eG', '__CLASS__': 'Adzuna::API::Response::Company'}",5524952099,2025-12-02T23:55:35Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5470848272?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=C03D51F78DFAF48568A8F0072636C95B2AA3CCEC,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Syste,52.507706,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",0,13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NDcwODQ4MjcyIn0.UC3OeSOmZFtVbLgTylBPqME09OwNtO84Czr_iqxAqXg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",5470848272,2025-10-30T11:51:16Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Hessen', 'Gießen (Kreis)', 'Gießen'], 'display_name': 'Gießen, Gießen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",https://www.adzuna.de/land/ad/5642035237?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=9E8C25807CBB52EF9E306622D75A61623982E26D,(Senior-) Data Architekt (m/w/d),50.583286,"Die VEREINIGTE HAGEL ist Europas führender Spezialist für Ernte­versiche­rungen. Seit über 200 Jahren stehen wir als verläss­licher Partner an der Seite der Land­wirtschaft und wachsen konti­nuier­lich weiter. Unsere maßge­schnei­derten Produkte bieten umfassen­den Schutz vor Ertrags­verlusten durch Wetter­gefahren. Mit innovativen Ideen und mo­dernster Techno­logie gestalten wir aktiv die Zukunft unserer Branche. Unser enga­giertes und kompe­tentes Team entwickelt nach­haltige Lösungen, die un…",0,8.679778,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0MjAzNTIzNyIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.fJSHohKDM-Db6CHj0gSw4zW43B2bKcwWqhwCuRmVfPw,"{'display_name': 'Vereinigte Hagelversicherung VVaG', '__CLASS__': 'Adzuna::API::Response::Company'}",5642035237,2026-02-23T06:55:08Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], 'display_name': 'Ulm, Baden-Württemberg'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5629715365?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=1343318D23EB50E948B149A266AAA4316D27A8A7,IT Administrator - Schwerpunkt Softwareteams (m/f/d),48.383137,"Die Liebherr-Digital Development Center GmbH entwickelt am Standort Ulm digitale Lösungen für die gesamte Firmengruppe Liebherr. Unser passioniertes Team aus den Bereichen Software Development, Engineering und Data Science arbeitet gemeinsam an verschiedensten Projekten aus der gesamten Liebherr-Produktwelt. Unsere Mission: einzigartige digitale Erlebnisse schaffen! IT Administrator - Schwerpunkt Softwareteams (m/f/d) Job-ID 80051 Aufgaben Koordination der IT-Projekte: Planung und Umsetzung von…",0,9.856945,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyOTcxNTM2NSIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.P9S0qAgun0glk0rLJ2Xh7yKXNHSK0a95-TbmtG8oa_U,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Digital Development Center GmbH'}",5629715365,2026-02-14T18:07:15Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hechingen, Zollernalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Zollernalbkreis', 'Hechingen']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",https://www.adzuna.de/land/ad/5639280487?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=941B4EB989DF099AFE05C79EE3EBFA702200177F,AI & Medical Data Engineer (m/f/d),48.35151,Die LS medcap GmbH unterstützt eine internationale Gruppe von Medizintechnikunternehmen durch zentrale Dienstleistungen in den Bereichen Clinical und Scientific Affairs. Zur Verstärkung unserer Business Unit Medical Device Services suchen wir eine/n motivierte/n AI & Medical Data Engineer (m/f/d) mit Schwerpunkt Einführung und Implementierung KI ‑ gestützter Prozesse in einem regulierten Medizintechnik‑ und CRO‑Umfeld sowie Datenmanagement im Rahmen klinischer Studien. Besonders hervorzuheben i…,0,8.96297,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM5MjgwNDg3In0.6jD1GlaojbQ6n5ipdAwWPtmgPNUd9MsiNkqRDIAQCDw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'LS medcap GmbH'}",5639280487,2026-02-21T06:23:12Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}","{'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Technikerstellen'}",https://www.adzuna.de/details/5601840826?utm_medium=api&utm_source=a4bcf954,Senior Data Science Engineer,52.507706,"We are seeking a skilled Data Science Engineer to design, build, and deploy production machine learning solutions for an enterprise Fleet Cascading & Optimization Platform managing 46,000 vehicles across 545 locations. In this role, you will develop and operationalize demand forecasting, cascading optimization, contract intelligence (NLP/Vision), and out-of-spec prediction models with a strong focus on explainability and business impact. You will own the end-to-end ML lifecycle — from experimen…",0,13.420806,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMTg0MDgyNiIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.YgKW-4Pe7DL2_PLujkY_9QiykcxNThmWFY7ygWgH-Cs,"{'display_name': 'Trinetix', '__CLASS__': 'Adzuna::API::Response::Company'}",5601840826,2026-01-27T14:10:51Z,Adzuna::API::Response::Job,full_time,,,
"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5591932398?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=B5F82D7F54ACA422C3E81F772D16E834A23011CA,Duales Studium Betriebswirtschaft (Kooperation mit FHDW) (m/w/d),50.940164,"abcfinance - der Finanzdienstleister für den Mittelstand. Seit über 45 Jahren steht die abcfinance-Gruppe dem deutschen Mittelstand mit innovativen Finanzierungslösungen, die nachhaltiges Wachstum und verlässliche Stabilität sichern, partnerschaftlich zur Seite. Teil dieser Gruppe ist die abcbank, die sich als Refinanzierer auf Leasing- und Factoringgeschäfte spezialisiert hat. Um unseren Kunden den besten Service zu bieten, setzen wir auf ein Team aus über 730 Mitarbeitenden an bundesweit 14 S…",0,6.969972,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NTkxOTMyMzk4In0.U4cchFtSWydBO2lhEVqduotCbTMos7xS3DBBrGACWx4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'abcfinance GmbH'}",5591932398,2026-01-20T02:47:50Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leipzig, Leipzig (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Leipzig (Kreis)', 'Leipzig']}","{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",https://www.adzuna.de/land/ad/5641988318?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=43D200BECCD4AE0DEA64F16D04B4B9E5E7572136,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Systemintegration (m/w/d),51.339254,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",0,12.373598,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjQxOTg4MzE4In0.1hWpYpRhy3MmlPDSDKh_MlmviOsRIRTJ_SP8_R2qTUA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",5641988318,2026-02-23T04:32:01Z,Adzuna::API::Response::Job,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Idar-Oberstein, Birkenfeld (Kreis)', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Birkenfeld (Kreis)', 'Idar-Oberstein']}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",https://www.adzuna.de/land/ad/5637314921?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=D428D2FC6089684E9073AB36035A698A9484421D,Werkstudent Digitalisierung und PIM-Datenmanagement (w/m/x),49.70958,"Fissler - das ist Premium Kochgeschirr Made in Germany! Seit 1845 fertigen wir in der Region Idar-Oberstein mit modernster Technologie, Erfahrung und Handwerkskunst Töpfe, Pfannen, Woks und Schnellkochtöpfe. Für uns bedeutet Kochen Wertschätzung - für den Koch, für die wertvollen Zutaten und die besonderen Momente mit den Menschen, für die wir kochen. Diese Wertschätzung spiegelt sich auch in unserem Arbeitsalltag wider. Aktuell arbeiten 1.350 Menschen in Europa, Asien und den USA mit viel Herz…",0,7.35482,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM3MzE0OTIxIn0.DJ95wR75oIgxVPVkOhyJsNUn5tDxv-WXZAVWZGYLGQU,"{'display_name': 'Fissler GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5637314921,2026-02-20T06:19:03Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Hameln, Hameln-Pyrmont (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Hameln-Pyrmont (Kreis)', 'Hameln'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",https://www.adzuna.de/land/ad/5637314430?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=D9E70ED30A3293FB1934A2C33C63F8D439918B36,IT Systemadmin & DevOps Engineer (m/w/d),52.113683,"Willkommen bei AERZEN! Für unsere Tochtergesellschaft Aerzen Digital Systems GmbH, mit Standort in Hameln suchen wir Sie. Die Gesellschaft konzentriert sich auf die Entwicklung und Vermarktung von digitalen und datenbasierten Dienstleistungen, sowie der notwendigen Sensorik und Hardware für das Produktportfolio von AERZEN. Die Aerzen Digital Systems GmbH steht dabei für eine offene und moderne Arbeitsatmosphäre, in der Sie das wesentliche Differenzierungsmerkmal darstellen. Wir stehen für Innov…",0,9.399852,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM3MzE0NDMwIn0.NdjmLidR6NkgelMsdcZt1ZqYMyNoiMkrMIlVudWrLbE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Aerzener Maschinenfabrik GmbH'}",5637314430,2026-02-20T06:18:49Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster'], 'display_name': 'Münster, Nordrhein-Westfalen'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5637315035?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=12554587EE5E56B24388F241694CD6167CB504B7,Studentische Hilfskraft (SHK) (gn*) Translationale Psychiatrie,51.955292,"Studentische Hilfskraft (SHK) (gn*) Translationale Psychiatrie Befristet auf 6 Monate | In Teilzeit mit 5 bis 8 Wochenstunden | Forschungsbereich Translationale Psychiatrie | Kennziffer 11886 Wir sind das UKM . Wir haben einen klaren gesellschaftlichen Auftrag und mit der Verbindung von Krankenversorgung, Forschung und Lehre eine besondere gesellschaftliche Verantwortung. Am Forschungsbereich Translationale Psychiatrie des Universitätsklinikums Münster erforschen wir die neurobiologischen Grund…",0,7.621504,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM3MzE1MDM1In0.isvIejmI0PCqNzhXBQ0cMe1bKG2bqrAtSYBkBvfTLtk,"{'display_name': 'UKM Universitätsklinikum Münster', '__CLASS__': 'Adzuna::API::Response::Company'}",5637315035,2026-02-20T06:19:06Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5631917908?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=8CC4B6A799325137A62E2334317DAC2FB7A1DD8D,Werkstudent (m/w/d) Tax Compliance & Transfer Pricing,53.557429,"Technik und Energieeffizienz „Made in Germany“ – das ist die Erfolgs­formel der STULZ GmbH mit ihren 3.500 engagierten Beschäf­tigten weltweit. Die STULZ GmbH ist als inhaber­ge­führtes Familien­unter­nehmen seit 1947 in den Bereichen Ent­wick­lung, Hers­tellung und Vert­rieb von energie­effi­zienten Präzi­sions­klima­geräten, Kalt­wasser­sätzen und Air-Handlern der weltweit führende Lösungs­an­bieter – speziell für betriebs­sichere Anwendungen wie beispiels­weise Rechen­zentren. An unseren wel…",0,9.987297,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMTkxNzkwOCIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.UJ4JQLKA4D-WY_SELOAB1PTCXcYivPyMeFaAw8R8oHs,"{'display_name': 'STULZ GMBH', '__CLASS__': 'Adzuna::API::Response::Company'}",5631917908,2026-02-16T18:06:33Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",https://www.adzuna.de/land/ad/5634695991?se=MIT0Z4wQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=5116F0617097BC54D7F9E4BB74DA1CA3F3B71C43,Werkstudent AI Security – Training & Awareness (d/m/w/x),48.776198,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",0,9.187224,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjM0Njk1OTkxIn0.Ue-LLtADIjP7cvXmWIGECq9Jot0eF-tgCTo-SmTjIwg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Tech Innovation'}",5634695991,2026-02-18T18:11:46Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim'], 'display_name': 'Fechenheim, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5600563373?utm_medium=api&utm_source=a4bcf954,Senior Manager Data Science,50.12595,"Senior Manager Data Science As a Senior Manager Data Science, you will lead AI & Machine Learning initiatives, driving innovation, and delivering high-impact solutions for our clients. You will be responsible for developing and implementing cutting-edge data science strategies, ensuring business impact, and fostering a culture of data-driven decision-making. Your Impact Lead end-to-end AI & Machine Learning projects, from problem definition to deployment, ensuring alignment with business object…",0,8.76072,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMDU2MzM3MyIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.F0j7jpscBXRNpQAOGyDWZntzcRThiJjBO5YPSCKq6eA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Publicis Sapient'}",5600563373,2026-01-26T02:15:26Z,Adzuna::API::Response::Job,full_time,,,permanent
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,Initiativbewerbung Data Science /BI,50.87096,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",0,6.86811,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI0OTMxMjY4NjE0In0.K6qSPmKU5D_2pxeRLwjpA2gi4GdDxMfOdla1wVDE8ss,"{'display_name': 'Skopos Group', '__CLASS__': 'Adzuna::API::Response::Company'}",4931268614,2024-11-08T12:45:45Z,Adzuna::API::Response::Job,full_time,,,
"{'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5442731678?utm_medium=api&utm_source=a4bcf954,Initiativbewerbung Data Science /BI,50.87096,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum u…",0,6.86811,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0MjczMTY3OCIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.zZeA1ho49ZJaztshJhoa3Y4Fvsbp3kIBwe7PnB-kUb4,"{'display_name': 'SKOPOS ELEMENTS', '__CLASS__': 'Adzuna::API::Response::Company'}",5442731678,2025-10-11T13:49:51Z,Adzuna::API::Response::Job,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Feuerbach'], 'display_name': 'Feuerbach, Stuttgart'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5536688613?utm_medium=api&utm_source=a4bcf954,Pflichtpraktikum Data Science im Qualitätsmanagement,48.81065,"Pflichtpraktikum Data Science im Qualitätsmanagement Wernerstraße 51, 70469 Stuttgart, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Rob…",0,9.1557,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUlUMFo0d1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NTM2Njg4NjEzIn0.92_uvcTUsG5Gok2d155M4YM2tZZ7bIPW3KNDDFXcgVE,"{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5536688613,2025-12-10T20:02:52Z,Adzuna::API::Response::Job,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5607237994?utm_medium=api&utm_source=a4bcf954,Head of Data Science,48.1476,"Short Facts Join us on our journey to build Europe's energy backbone : We at Flexa are building Europe's largest virtual power plant with currently above 100k assets signed up, aiming to breach the million in the near future. To optimize the value creation from both trading algorithms across markets and dispatching to the assets, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow…",0,11.56803,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNzIzNzk5NCIsInMiOiJNSVQwWjR3UThSR0NPcWVyOWZ6U2FnIn0.BcjO6zjuTNbit4CCrfRu6uH_CrpvHzYtNhPAX9DxqJk,"{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",5607237994,2026-01-31T07:21:56Z,Adzuna::API::Response::Job,full_time,200000.0,140000.0,
