title,id,created,adref,redirect_url,longitude,description,__CLASS__,location,latitude,salary_is_predicted,company,category,contract_time,contract_type,salary_max,salary_min
(Senior) Consultant Data Strategy & Governance (w/m/d),5170846328,2025-04-30T19:18:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE3MDg0NjMyOCIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.IXLe839Qmd0pqTzodgmDs7Dwu7Jq-viKhb_TWMybFaU,https://www.adzuna.de/land/ad/5170846328?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=A493E31C796DC246794ABC050B613D314E13B554,13.420806,"Begleite KPMG bei den zukünftigen Herausforderungen unserer Kunden und Kundinnen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Gemeinsam mit Deinem Team aus dem Bereich Lighthouse Germany, dem Center of Data Strategy & Governance , bist Du Teil eines internationalen Netzwerkes von technologischen Spezialisten und Spezialistinnen. Bündle das Fachwissen von KPMG zu betriebswirtschaftlichen und regulatorischen Themenstellungen sowie…",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG AG Wirtschaftsprüfungsgesellschaft'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",,,,
Bioinformatiker (m/w/d) – Institut für Medical Data Science,5236553882,2025-06-06T19:05:21Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjM2NTUzODgyIn0.Aa6GWCV1EcyxNT_3FDxHm201112hhKPs0EgBSLj1tok,https://www.adzuna.de/land/ad/5236553882?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=17BDBA3A5D6FA3C4A306BE804A22CD6F632054FE,11.63306,"Bioinformatiker (m/w/d) – Institut für Medical Data Science Die Medizinische Fakultät ist integraler Bestandteil der Otto-von-Guericke-Universität Magdeburg und wirkt mit dem Universitätsklinikum Magdeburg A.ö.R. in Forschung, Lehre und Krankenversorgung zusammen. Das Forschungsprofil der Fakultät wird durch die beiden Schwerpunkte „Immunologie einschließlich Molekulare Medizin der Entzündung“ und „Neuro­wissenschaften“ geprägt. Pro Jahr werden ca. 185 Studierende der Humanmedizin und ca. 20 St…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen-Anhalt', 'Magdeburg', 'Beyendorf-Sohlen'], 'display_name': 'Beyendorf-Sohlen, Magdeburg'}",52.05737,0,"{'display_name': 'Otto-von-Guericke-Universität Magdeburg', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",,,,
Werkstudent Data Science im Bereich Fahrzeugdiagnose (m/w/d),5219363932,2025-05-28T04:59:31Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTM2MzkzMiIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.bJtWnJe2v_aYxJsiIScuEWnYzp06Fz9JRKw_ateu9MQ,https://www.adzuna.de/land/ad/5219363932?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=7FEED09D549EB9238E10E7D91E0EB366D1D352D8,9.187224,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.776198,0,"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Werkstudent Data Science im Bereich Fahrzeugdiagnose (m/w/d),5219391563,2025-05-28T05:22:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTM5MTU2MyIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.eIUcAFBiVHgImPE-npAHNSN_k1OGu8-tUFY_A6NNRPo,https://www.adzuna.de/land/ad/5219391563?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=C5E81C9848CB63FFC488BC5B754D7B354B744FD2,9.856945,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], 'display_name': 'Ulm, Baden-Württemberg'}",48.383137,0,"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Project Lead in Data Science & AI,5208184649,2025-05-20T23:34:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjA4MTg0NjQ5In0.2gFL7pgqrJB_Y-DP6xcoxfiHpsq0F6nQDFU6dwr3c98,https://www.adzuna.de/land/ad/5208184649?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=2DB691FD415060EECEA8FA192FB1192855380393,,Role: Project Lead in Data Science & AI Location: Germany – Remote Job Type: Contract Mandatory: proficient in Germany (Minimum C1) We are currently looking for a qualified person to take on the role of Project Lead in the area of Data Science & AI. This role is central to the further development of our end-to-end AI solutions. Experience in the development of AI Chains - Proven experience in creating stand-alone AI and AI Chains implemented as end-to-end solutions Role knowledge - Experience i…,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"{'display_name': 'PURVIEW', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d)",5220147423,2025-05-28T18:20:51Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMDE0NzQyMyIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.HvSAn1iuLvSnXXdDsfyyZD2HfYPD80jbNpt5cSUbgbs,https://www.adzuna.de/land/ad/5220147423?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=AAF70B51E94DA50273B04478D1849EE15D09AB25,11.49009,"The department Klinik und Poliklinik für Psychiatrie und Psychotherapie on the Campus Innenstadt invites applications for the area Social Neuroscience on the 01.07.2025, in full time, for a Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d) Klinik und Poliklinik für Psychiatrie und Psychotherapie Scope of duties Conduct and support interdisciplinary research at the intersection of cognitive neuroscience, psychology, and portable technology Sup…",Adzuna::API::Response::Job,"{'display_name': 'Hadern, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Hadern']}",48.11313,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Klinikum der Universität München Großhadern'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}",,,,
Praktikant*in Produktionsplanung,5223672666,2025-05-30T19:48:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjIzNjcyNjY2In0.qj0Wi3D4KePjCGScSfIWTfmNMIddHdUUGEdDjO3XmLw,https://www.adzuna.de/land/ad/5223672666?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=DE0BFEE7CFA9E40DF2808962E150FF8BFF3663A7,9.026231,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Sindelfingen, Böblingen (Kreis)'}",48.720071,0,"{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung'}",,,,
Trainee Data Science (w/m/d) – Fokus NLP,5225777265,2025-06-01T05:30:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNTc3NzI2NSIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.4c4a29BdIm0oVT15kC5RMhQIY07Ybsrf67wdH3Qpjys,https://www.adzuna.de/land/ad/5225777265?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=7F5B5B6DF4BDC5EA293DAE0FD57F35D1AB102573,8.650578,"Deine Aufgaben Als Teil unserer Projektteams wirst du generative KI- & NLP-Lösungen entwerfen und regelmäßig engen Kontakt zu unseren Kunden und verschiedenen Stakeholdern haben Du agierst als Entwickler:in und beschäftigst dich mit verschiedenen NLP Use Cases wie z.B. Knowledge Management mit Retrieval Augmented Chatbots oder Fine-Tuning von Sprachmodellen Du implementierst robuste, erweiterbare und leistungsstarke ML-Pipelines auf verschiedenen Infrastrukturen (z.B. Azure) gemäß aktuellen Bes…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",50.129683,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'statworx'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Consultant im Bereich Data Science/Analytics & AI (all genders),5225781168,2025-06-01T05:35:54Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNTc4MTE2OCIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.tM41Wf-F2rvenFliuh6w2ZMIlZCpl69Rm9JPRtidIxA,https://www.adzuna.de/land/ad/5225781168?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=0AA6ECB44228003C47C65465AD1BF6D9212F9E22,11.555737,"Die Zukunft im Fokus. Nimm Deine Zukunft in die Hand. Jobs werden häufig an verschiedenen Standorten mehrfach besetzt und Du kannst flexibel jeden Monat beginnen. Deine Aufgaben Als Consultant*in im Bereich Data Science/Analytics & AI analysierst du Geschäftsprozesse und erarbeitest datengetriebene Lösungsansätze für unsere Kunden. Du übernimmst Projektverantwortung, bist kommunikativ stark und hast ein gutes Gespür für Menschen. Als Consultant*in sind Big Data, AI und Machine-Learning-Pipeline…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",48.137418,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'verovis'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Business Analyst (m/w/d) Datenmanagement & Data Science,5225778060,2025-06-01T05:30:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNTc3ODA2MCIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.t7uTIQ-84zRjEqNxJwPWbdZyF3ddklCO37zKD6rZKAU,https://www.adzuna.de/land/ad/5225778060?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=863D36F658B55D4F56B6ABBA72994F3298E09A5A,8.23838,"ID: 31003 Aufgaben In dieser Position analysieren Sie Daten, die als Grundlage für künftige Entscheidungen herangezogen werden: Dabei entwickeln Sie maßgeschneiderte Reporting-Lösungen, erstellen Kennzahlen und bedienen weitere quantitative Steuerungsinstrumente Sie wählen geeignete Methoden aus den Bereichen Data Analytics und KI aus und evaluieren verschiedene Modelle hinsichtlich ihrer Effektivität Sie analysieren Unternehmensdaten nach Trends und Mustern und helfen bei der Optimierung von G…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Wiesbaden (Kreis)', 'Wiesbaden'], 'display_name': 'Wiesbaden, Wiesbaden (Kreis)'}",50.08407,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'R+V Allgemeine Versicherung'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Executive Assistant Digitalisierung und Prozessoptimierung (m/w/d),5225837820,2025-06-01T07:45:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjI1ODM3ODIwIn0.49t6pFXwglP5xQZsSAE3ASmAzDztV4iW8RYifJVJyyM,https://www.adzuna.de/land/ad/5225837820?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=75B01F377F662D67D2C9F923AD52818D0F657051,,"Die Haimer GmbH ist ein familiengeführtes, mittelständisches Unternehmen mit Hauptsitz in der Nähe von Augsburg. Wir sind europäischer Marktführer im Bereich von hochpräzisen Werkzeugaufnahmen für die Metallindustrie und weltweit führend in der Werkzeugschrumpf-, Auswucht- und Voreinstelltechnik. Mit Innovationskraft und Dynamik entwickeln wir unsere Produkte in hauseigenen Forschungs- und Entwicklungsabteilungen. Mit rund 800 Mitarbeitern weltweit sichern wir die bekannte HAIMER Präzision getr…",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haimer GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'admin-jobs', 'label': 'Verwaltungsstellen'}",,,,
Software Engineer mit Data Science Background (m/w/d),5225777955,2025-06-01T05:30:29Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjI1Nzc3OTU1In0.D7riVp6O4VuRLloF2RjjvSnGOHwr-WdYMwkL7HqdXJQ,https://www.adzuna.de/land/ad/5225777955?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=2F4ED29D4ADDDCE2304FABA2F0338ED2BC8E17E4,11.555737,"Deine Aufgaben Du analysierst interne Prozesse, um unsere Automatisierung mit KI zu verbessern. Du analysierst und bereitest Daten vor, um Machine-Learning-Modelle zu erstellen. Du entwickelst und evaluierst Machine-Learning-Modelle (einschließlich LLMs). Du integrierst KI-Anwendungen in Produktionsservices. Du wartest und überwachst Services in der Produktion. Deine Qualifikationen Du hast ein erfolgreich abgeschlossenes Studium der Informatik oder Vergleichbares. Du hast Erfahrung in professi…",Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.137418,0,"{'display_name': 'IT4IPM', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Bachelor of Science DHBW Data Science & Künstliche Intelligenz (m/w/d),5237352945,2025-06-07T01:28:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjM3MzUyOTQ1In0.ecb963MmTCXWKkMcpp-2NUVyqVeBDPrCFlun2iiomiQ,https://www.adzuna.de/land/ad/5237352945?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=FBDDEF20B3D93333754199613A2986E3097F27C8,9.25397,"ZIEL DER POSITION Du möchtest die digitale Zukunft mitgestalten und Daten in wertvolle Erkenntnisse verwandeln? Dann starte dein duales Studium im Bereich Data Science & Künstliche Intelligenz (B.Sc.) an der DHBW – und verbinde Theorie mit spannender Praxis in unserem Unternehmen! HAUPTAUFGABEN​ : Du absolvierst Dein dreijähriges duales Studium mit Theoriephasen an der DHBW Ravensburg und Praxisphasen bei Geberit. : Du lernst, wie man große Datenmengen erfasst, analysiert, verarbeitet und visua…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Sigmaringen (Kreis)', 'Pfullendorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pfullendorf, Sigmaringen (Kreis)'}",47.92595,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Geberit'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",full_time,,,
"Duales Studium Data Science und Künstliche Intelligenz, Aschheim (München), 2025",5123186064,2025-04-02T03:57:18Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MTIzMTg2MDY0In0.RNOZMQrrboRjzoG6MfSLUEjKrTgCdfrQuv18KaFTLNc,https://www.adzuna.de/land/ad/5123186064?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=3CC900BC778A5726A5FC34B5A0B7489B69430F14,11.71669,"Duales Studium Data Science und Künstliche Intelligenz, Aschheim (München), 2025 Die Softwareentwicklung ist einer der wichtigsten Bereiche bei Atruvia. Als Kompetenzzentrum für bankfachliche IT-Lösungen realisieren wir jedes Jahr über 200 Softwareprojekte, die unseren Kunden mehr Effizienz und Flexibilität im Kerngeschäft einbringen. Mit unseren smarten (analytischen) Lösungen erarbeiten wir gemeinsam mit unseren Kunden innovative Produkte - nach dem Motto Wir machen das Leben leichter mit KI.…",Adzuna::API::Response::Job,"{'display_name': 'Aschheim, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Aschheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.17109,0,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",,,,
Bachelor Data Science & KI (m/w/d) – Duales Studium,5240885709,2025-06-09T07:32:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjQwODg1NzA5In0.Eu95jP-vVdh7wScJTS2vFyN2LEWpZ88d1m3ZtBZDpuQ,https://www.adzuna.de/land/ad/5240885709?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=6FFF1031408DEA301640E10392C10348C9B0C00E,9.93259,"BACHELOR DATA SCIENCE & KI (M/W/D) – DUALES STUDIUM Wieland-Werke AG | Ulm, Vöhringen | Studienbeginn 1. Oktober 2026 Kennziffer 2025-0067 POTENZIALE FREISETZEN. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken, mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizuset…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Donaustetten'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Donaustetten, Ulm'}",48.32854,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wieland-Gruppe'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"Werkstudent Data Science, Schwerpunkt E-Mobility (m/w/d)",5229516354,2025-06-03T00:45:26Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjI5NTE2MzU0In0.A3hG86xa5xWHGYpbmp4BMX8zuVyNHMZNZITES5yzR5g,https://www.adzuna.de/land/ad/5229516354?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=DFBE1A8EF99512EF5EE60F1CA4FE40A3B3A9CAC1,9.987297,"In unseren Bussen und Bahnen bringen wir jeden Tag über eine Million Menschen an ihr Ziel. Und wir bewegen noch mehr: für Hamburg, für die Zukunft und für alle, die bei uns arbeiten. Werkstudent Data Science, Schwerpunkt E-Mobility (m/w/d) Du – deine Rolle bei uns Für unser Team Systemkonzepte & Data Analytics im Fachbereich Managementsysteme Bus suchen wir Verstärkung mit Know-how Data Science. Als Werkstudent*in wirst du wichtige Analysen erstellen und unterschiedliche Daten visualisieren, um…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",53.557429,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hamburger Hochbahn AG'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",,,,
Business Analyst (m/w/d) - im Team Data Science Solutions,5196437459,2025-05-13T16:26:05Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5NjQzNzQ1OSIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.gSj_5jWFRY3XTfJA7n1nwCH0auzurriajlk3PVBrJKM,https://www.adzuna.de/land/ad/5196437459?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=F9EEA70ED26AC6CA9B3590233112BDBFE8DFC6DC,7.94837,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",Adzuna::API::Response::Job,"{'display_name': 'Offenburg, Ortenaukreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg']}",48.42392,0,"{'display_name': 'Markant Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",,,,
"Pflichtpraktikum im Bereich ""Final Assembly""",5208522655,2025-05-21T07:34:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjA4NTIyNjU1In0.6WjpioUjCKHWZ4pRAPoHGYBvcog8WU8LfSjfRASh0rM,https://www.adzuna.de/land/ad/5208522655?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=0EBAF284EAD5199E83CF0393CC6F7335370F3B3E,10.373516,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Elektronik GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Salzgitter Aufgaben Du suchst ein Praktikum in einem dynamischen Fertigungsbereich der E…",Adzuna::API::Response::Job,"{'display_name': 'Salzgitter, Niedersachsen', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.120502,0,"{'display_name': 'Bosch Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs'}",,,,
Teamleiter Data Science (m/w/d),5189795236,2025-05-09T07:24:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MTg5Nzk1MjM2In0.nyzceAd3CRpMgaHLNXVWliejYYgdK7-av-zSkTFl7Dg,https://www.adzuna.de/land/ad/5189795236?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=F8F1D6CE75858B60C5C3B15D9CB68251C89991E6,9.856945,"AltaSigma ist ein innovatives deutsches KI-Unternehmen mit der Mission, Künstliche Intelligenz für alle Organisationen schnell, sicher und wertstiftend nutzbar zu machen. Unsere KI-Plattform bildet das Fundament – unsere Professional Services machen den Unterschied. Genau hier kommst Du ins Spiel: Als Teamleiter Data Science übernimmst Du die inhaltliche und methodische Führung anspruchsvoller Kundenprojekte, entwickelst mit Deinem Team innovative Lösungen und treibst so nicht nur die Erfolgsge…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], 'display_name': 'Ulm, Baden-Württemberg'}",48.383137,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AltaSigma'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
