description,title,company,salary_is_predicted,redirect_url,adref,__CLASS__,category,location,id,created,latitude,longitude,contract_time,salary_max,salary_min,contract_type
"Your mission We are currently looking for a freelance lecturer (m/f/d) to teach a variety of Data Science modules in between January and July 2026. The courses either consist of 3 hours of teaching per week over 14 weeks, or 8 hours of teaching in six block sessions, plus supervision and assessment of a examination. Topic areas include: Machine Learning Data Bases Data Visualization Information Retrieval Language Processing Disruptive Computing Deep Neural Networks If you are seeking a practice…",Freelance Lecturer Data Science (m/f/d),"{'display_name': 'XU Exponential University of Applied Sciences GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5587491399?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTg3NDkxMzk5In0.NPkKPd5xOzBgybX__hdvT2DoYfQozQs2GJ82a9NsVFA,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Babelsberg Süd, Potsdam', 'area': ['Deutschland', 'Brandenburg', 'Potsdam', 'Babelsberg Süd'], '__CLASS__': 'Adzuna::API::Response::Location'}",5587491399,2026-01-16T06:58:59Z,52.39407,13.10641,part_time,,,
"Der Unternehmensverbund Diakonissenhaus Teltow zählt zu den großen Anbietern diakonischer Dienste in Berlin, Brandenburg und Sachsen-Anhalt. Schwerpunkte der Arbeit sind das Gesundheitswesen, die Altenhilfe sowie die Bereiche Teilhabe und Bildung. Mehr als 3.000 Mitarbeitende gehen in den Bereichen Gesundheitswesen, Altenhilfe, Teilhabe und Bildung Wege mit Menschen, die sich ihnen anvertrauen. Zur Verstärkung unseres Teams in einer neu geschaffenen Serviceeinheit suchen wir Sie zum nächstmögli…",Mitarbeiter IT-Data Science (m/w/d),"{'display_name': 'Vorstand', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5656738520?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjU2NzM4NTIwIn0.LoIJzXYcwI0gSDJxUbhkr6pPoCV98bYzbxPZTMt-D34,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'display_name': 'Teltow, Potsdam-Mittelmark (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Brandenburg', 'Potsdam-Mittelmark (Kreis)', 'Teltow']}",5656738520,2026-03-06T21:38:51Z,52.40101,13.26532,full_time,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5496087677?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NDk2MDg3Njc3In0.QKIMyU2995gYRmMFp8qEkPgIrhPTQcvC-D0maRy04Xc,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}",5496087677,2025-11-14T15:13:33Z,50.71942,7.112412,,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5496087653?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA4NzY1MyIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.HTm-BK1bHokOn6KPPMEvX8d0y7euyR6jDbYI6w4GDfw,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",5496087653,2025-11-14T15:13:33Z,53.557429,9.987297,,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5605384242?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNTM4NDI0MiIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.PR7ytqh7RgpUM9iEKyeqTpd0fTXuhsFcRKbOOd1Cgvc,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",5605384242,2026-01-29T22:10:52Z,,,,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5584939070?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTg0OTM5MDcwIn0.TvyjhlwlTbHQfd_CV0_D9QeEjDe4GelEDwrpbqn_xt4,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'display_name': 'Eschborn, Main-Taunus-Kreis', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn'], '__CLASS__': 'Adzuna::API::Response::Location'}",5584939070,2026-01-14T21:14:05Z,,,,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5502168916?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjE2ODkxNiIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.laqir4_1-PqJ2HQHU82BrGWXhW_V4H_7Xv6LCddMRnY,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5502168916,2025-11-18T18:30:25Z,52.507706,13.420806,,,,
"Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",Senior Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5605384243?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjA1Mzg0MjQzIn0.n4otkKDRJaGV7EpFdShAsNNBoEBQmCwwKLWtjGQkBSo,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",5605384243,2026-01-29T22:10:52Z,,,,,,
"Your Tasks: Sie gestalten aktiv Data-Science-Projekte mit und nutzen dabei den Freiraum, eigene Ideen einzubringen und Lösungen selbst zu gestalten. Hierbei sind Sie für die Konzeption, Entwicklung, Implementierung und fortlaufende Optimierung datengetriebener Modelle zuständig, die von Ihren Kollegen in der chemischen Klebstoffentwicklung genutzt werden. Zudem sind Sie für die Aufbereitung der benötigten Eingangsdaten verantwortlich. Ihr chemisches Verständnis hilft Ihnen wichtige Zusammenhäng…",Chemiker mit Data-Science-Fokus (w/m/d),"{'display_name': 'DELO', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5658915029?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1ODkxNTAyOSIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.WWIt64UjV_DCSREQIJHpt0wlNC7f5CflnBpFQa_4IgM,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Windach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Windach, Landsberg am Lech (Kreis)'}",5658915029,2026-03-09T00:55:48Z,48.06703,11.03474,full_time,,,
"In Deutschland - Berlin | Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von uns für dich: Steile Lernkurve: werd…",Senior Consultant Data Science (m/w/d),"{'display_name': 'master-TMS', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5192887633?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1MTkyODg3NjMzIn0.BIKs9nXLUPRhH4psJw8p_4llB8gAUtrhe1I93dJFvDY,Adzuna::API::Response::Job,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5192887633,2025-05-10T21:53:49Z,,,,,,contract
"In einer disruptiven und komplexen Welt unterstützen wir als affinis-Gruppe unsere Kunden seit mehr als 20 Jahren dabei, genau die Entscheidungen zu treffen, die sie nach vorne bringen. Das schaffen wir nur mit unserer hochqualifizierten und kreativen Mannschaft. Das Wissen, die Erfahrung und die Leidenschaft unserer Mannschaftsmitglieder ist die Grundlage für den Erfolg unserer Kundenprojekte. Unsere Kunden sind große und mittlere Unternehmen in ganz Deutschland, mit denen wir meist langjährig…",Consultant Data Science & KI (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'der affinis'}",0,https://www.adzuna.de/details/5616148582?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNjE0ODU4MiIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.8ocYWjZXlKx0FK40v8Wj3BJrkMPnXMOmPBUx3X-yQn0,Adzuna::API::Response::Job,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}","{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5616148582,2026-02-05T21:09:31Z,,,full_time,,,
Bezeichnung: Wirtschaftsinformatik - Data Science / Bachelor of Science (DH) Eintrittsdatum: 01.10.2026 mit Vorpraktikum ab 01.09.2026 Standort: 71154 Nufringen bei Stuttgart Arbeitszeit: Vollzeit Ausbildungsinhalte: Grundlagen der Informationstechnik Methoden der Informatik Moderne IT-Technologien für die Entwicklung von Software-Systemen kennenlernen und anwenden Anwendung von Künstlicher Intelligenz und Big Data in wirtschaftinformatorischen Kontexten Methoden und Konzepte der Betriebswirtsc…,Wirtschaftsinformatik - Data Science / Bachelor of Science (DH),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ensinger GmbH'}",0,https://www.adzuna.de/details/5501662011?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMTY2MjAxMSIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.7GTacSl8t4tzKvW2fm9cenO9xTqqe52iIDnltuxTMZk,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Nufringen'], 'display_name': 'Nufringen, Böblingen (Kreis)'}",5501662011,2025-11-18T12:41:01Z,48.62307,8.89081,,,,
"Du studierst Data Science oder Wirtschaftsinformatik und bist auf der Suche nach einer spannenden und zukunftsorientierten Tätigkeit? Dann bist Du bei uns genau richtig! Am Standort Kempten suchen wir für die GEA Digital Unit Food & Healthcare Technologies einen Werkstudenten (m/w/d) zum nächstmöglichen Zeitpunkt. GEA Digital Unit Food & Healthcare Technologies steht für die Entwicklung digitaler Produkte und Dienstleistungen, die Etablierung neuer Geschäftsmodelle sowie die Digitalisierung der…",Werkstudent (m/w/d) - Data Science / Wirtschaftsinformatik,"{'display_name': 'GEA', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5603539830?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMzUzOTgzMCIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.PrwVRER5QXfGe7owauBcbkr8tRuCN_edzt1Wp1nveyU,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5603539830,2026-01-28T19:58:12Z,,,part_time,,,
"Vernetze mit uns die Welt von morgen. Du hast Lust, deine Tatkraft bei uns einzubringen und dadurch deine eigene Zukunft und die aller Menschen sicherer und lebenswerter zu machen? Wir freuen uns darauf, dich dabei tatkräftig zu unterstützen – und gemeinsam mit dir neue und zuverlässige Verbindungen für die Energieversorgung von morgen zu schaffen. Du@Netze BW Du denkst gerne analytisch und gleichzeitig kreativ? IT macht dir am meisten Spaß, wenn du mit ihr innovative Lösungen mit praktischem M…",Duales Studium Wirtschaftsinformatik / Data Science (B. Sc.),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Netze BW GmbH'}",0,https://www.adzuna.de/details/5646141832?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NjE0MTgzMiIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.nw1XwXe-veNKBpE2w0qlX84M8lec3gelq49tQ2_j7D4,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}",5646141832,2026-02-26T13:04:40Z,48.776198,9.187224,,,,
"Unternehmensbeschreibung Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mit…",Data Science Manager Aerospace (m/w/d),"{'display_name': 'Sopra-Steria', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5537409276?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNzQwOTI3NiIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.yONYeCDBlVykPmz4Oxydp1Uvhjx_9QDQqWaBcmjs0sQ,Adzuna::API::Response::Job,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5537409276,2025-12-11T05:38:32Z,,,,,,contract
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Berlin Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest ko…",Senior Consultant Data Science (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5557619041?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTU3NjE5MDQxIn0._Kh6NcioE3mvcRCxWBhmuw4xMOtocgzYJiRMHqSGUkE,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Moabit'], 'display_name': 'Moabit, Berlin'}",5557619041,2025-12-27T20:36:20Z,52.5259,13.35662,full_time,,,permanent
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Stuttgart Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest…",Senior Consultant Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",0,https://www.adzuna.de/details/5499293823?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5OTI5MzgyMyIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.Ol-tD6dBkVT17U8OxigxAafKwhvXdiDMZxDn00uThrc,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'Mitte, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location'}",5499293823,2025-11-16T17:40:51Z,48.77713,9.18071,full_time,,,permanent
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Frankfurt Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest…",Senior Consultant Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",0,https://www.adzuna.de/details/5557619022?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUx3STVBNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTU3NjE5MDIyIn0.19fuTOPz0ODg4zFsJGn-3Uj25MVN8lkVcaMTdVrHpy8,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen'], 'display_name': 'Flughafen, Frankfurt am Main'}",5557619022,2025-12-27T20:36:20Z,50.05078,8.56413,full_time,,,permanent
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Mannheim Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest …",Senior Consultant Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",0,https://www.adzuna.de/details/5557619033?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NzYxOTAzMyIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.qNZfSdfU5dF5fg5CF5VH624vpz7M70OGVxGaIDX9bDU,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Neuostheim, Mannheim', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Neuostheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",5557619033,2025-12-27T20:36:20Z,49.46856,8.50014,full_time,,,permanent
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Mainz Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest kom…",Senior Consultant Data Science (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5576691104?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3NjY5MTEwNCIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.N1E2Gg8HLVmSb2WfnVvUAIRSGQUC5JajXEp9-4L_SDk,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Oberstadt, Mainz', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Mainz', 'Oberstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",5576691104,2026-01-09T20:36:10Z,49.99512,8.26743,full_time,,,permanent
"Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe …",Senior Consultant Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",0,https://www.adzuna.de/details/5649069980?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0OTA2OTk4MCIsInMiOiJtTHdJNUE0aDhSR3RuYjVEOXhvaWpBIn0.SvadOVUilyBI_J9sb7uIvX0p5GFtyBZLzAOkiPzydkY,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",5649069980,2026-02-28T22:07:27Z,,,full_time,,,permanent
