company,id,__CLASS__,longitude,salary_is_predicted,created,redirect_url,description,title,adref,latitude,location,category,contract_time,salary_max,contract_type,salary_min
"{'display_name': 'Duale Hochschule Schleswig-Holstein ', '__CLASS__': 'Adzuna::API::Response::Company'}",5580428968,Adzuna::API::Response::Job,10.137982,0,2026-01-12T14:26:26Z,https://www.adzuna.de/land/ad/5580428968?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=5BED60A7C4B463010B20A3B8E8186F63CBF342B0,"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften an den Studienstandorten Kiel, Lübeck und Flensburg duale Studiengänge und praxisverbundene Forschung. Vor über 50 Jahren als Berufsakademie Schleswig-Holstein gegründet, bietet die DHSH Studierenden die Chance, von jahrzehntelanger Erfahrung im dualen Studium zu profitieren. Angeboten werden in Zusammenarbeit mit über 400 Partnerunternehmen die dualen Bachelorstudiengänge Bet…",Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4MDQyODk2OCIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.6NFlMejh1gEOGQH2KgCTYhXXAa96ZRV5L4TF9lAs1tA,54.319658,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], 'display_name': 'Kiel, Schleswig-Holstein'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}",5433885165,Adzuna::API::Response::Job,9.987297,0,2025-10-06T13:46:18Z,https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",Data Science Director (Programmatic Data Science) (f/m/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NDMzODg1MTY1In0.X5L0zbc_sOmJuSBfftqSRjU7NfJyhaiy-Sl1gL_NIXk,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",full_time,,,
"{'display_name': 'Haufe Group SE', '__CLASS__': 'Adzuna::API::Response::Company'}",5585477353,Adzuna::API::Response::Job,7.816286,0,2026-01-15T03:23:05Z,https://www.adzuna.de/land/ad/5585477353?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=45C5F464C0D3CD2FE31F0C67C3F502EA93E221D6,"Freiburg ab sofort Das Team ""Content Structure Core"" ist die zentrale Anlaufstelle, wenn es um Content-Strukturen und Metadaten geht. Als interdisziplinäres Team bündeln wir unser Know-how aus unterschiedlichen Fachbereichen, um gemeinsam an einem Ziel zu arbeiten: Ein überzeugendes Produkterlebnis für unsere Kund:innen zu schaffen. Unsere Mission? Wir optimieren und harmonisieren Content-Strukturen, damit aktuelle Technologien wie KI und Legal Tech das volle Potenzial unserer Fachinhalte entfa…",Metadaten Manager:in (d/m/w),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NTg1NDc3MzUzIn0.F75YeiGouGfVIKcBU1e0uJI7lNLoTWfLGL1I7Tqhr7U,47.999458,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau'], 'display_name': 'Freiburg im Breisgau, Baden-Württemberg'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BBBank eG'}",5524952099,Adzuna::API::Response::Job,8.589191,0,2025-12-02T23:55:35Z,https://www.adzuna.de/land/ad/5524952099?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=080FBA7A45708EAE809E8BF3D55A6666A1FE46BB,"BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz an über 100 Standorten vereinen wir Erfahrung und Innovation mit der über 100-jährigen Kompetenz eines erfolgreichen Bankhauses – kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerleb…",Duales Studium Bachelor of Science (B.Sc.) Data Science und künstliche Intelligenz (m/w/d) 2026,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNDk1MjA5OSIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.WXW0JIQqUrm3zOM2qikcnLeam7egocPWdYUlj6IvI00,49.073517,"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",5470848272,Adzuna::API::Response::Job,13.420806,0,2025-10-30T11:51:16Z,https://www.adzuna.de/land/ad/5470848272?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=C03D51F78DFAF48568A8F0072636C95B2AA3CCEC,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Syste,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0ODI3MiIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.YRINm0685NAh19eB2B7cAUOaCQpv6lp6L7s2nDWDh4g,52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fraunhofer-Institut für Angewandte Informationstechnik - FIT'}",5617354924,Adzuna::API::Response::Job,11.588238,0,2026-02-06T15:56:42Z,https://www.adzuna.de/land/ad/5617354924?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=1F45CB07E768730CBD7347E1A3C6606D7261EAF4,"Die Fraunhofer-Gesellschaft ist eine der weltweit führenden Organisationen für anwendungsorientierte Forschung. 75 Institute entwickeln wegweisende Technologien für unsere Wirtschaft und Gesellschaft – genauer: 32 000 Menschen aus Technik, Wissenschaft, Verwaltung und IT. Sie wissen: Wer zu Fraunhofer kommt, will und kann etwas verändern. Für sich, für uns und die Märkte von heute und morgen. Wir vom Fraunhofer FIT sind der exzellente Partner für die menschenzentrierte Gestaltung der digitalen …",Wissenschaftliche Mitarbeitende mit Promotionsoption im Bereich Digitalisierung (all genders),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NjE3MzU0OTI0In0.6nVJ-2WvB6szLYL_HHqvZT1g9Y2QBEMZ-580Xj2Zv2s,49.941534,"{'display_name': 'Bayreuth, Bayreuth (Kreis)', 'area': ['Deutschland', 'Bayern', 'Bayreuth (Kreis)', 'Bayreuth'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",5619087082,Adzuna::API::Response::Job,9.026231,0,2026-02-07T15:57:02Z,https://www.adzuna.de/land/ad/5619087082?se=3iTBYYwF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=BA93ABFAC8DF2B786E85048B19A1F18CD508A7F2,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Werkstudent*in Projektleitung eDrive Large-Cars für KI-Themen,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NjE5MDg3MDgyIn0.FfghgViszX63pFM2tH_vCjGzJKXbbcBjJiqxJAvs1Xo,48.720071,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Sindelfingen, Böblingen (Kreis)'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Trinetix'}",5601840826,Adzuna::API::Response::Job,13.420806,0,2026-01-27T14:10:51Z,https://www.adzuna.de/details/5601840826?utm_medium=api&utm_source=a4bcf954,"We are seeking a skilled Data Science Engineer to design, build, and deploy production machine learning solutions for an enterprise Fleet Cascading & Optimization Platform managing 46,000 vehicles across 545 locations. In this role, you will develop and operationalize demand forecasting, cascading optimization, contract intelligence (NLP/Vision), and out-of-spec prediction models with a strong focus on explainability and business impact. You will own the end-to-end ML lifecycle — from experimen…",Senior Data Science Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMTg0MDgyNiIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.v6qVBvdyF3xLcMtM7eAhJqSe7mPZeaLdKflgoKHOd94,52.507706,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}","{'tag': 'engineering-jobs', 'label': 'Technikerstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Publicis Sapient'}",5600563373,Adzuna::API::Response::Job,8.76072,0,2026-01-26T02:15:26Z,https://www.adzuna.de/details/5600563373?utm_medium=api&utm_source=a4bcf954,"Senior Manager Data Science As a Senior Manager Data Science, you will lead AI & Machine Learning initiatives, driving innovation, and delivering high-impact solutions for our clients. You will be responsible for developing and implementing cutting-edge data science strategies, ensuring business impact, and fostering a culture of data-driven decision-making. Your Impact Lead end-to-end AI & Machine Learning projects, from problem definition to deployment, ensuring alignment with business object…",Senior Manager Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMDU2MzM3MyIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.VTJ2MV1YjYKWLfKp9hIEq5GK3p-zmJ1hJzF9nQw0ZIs,50.12595,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Fechenheim, Frankfurt am Main'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,permanent,
"{'display_name': 'Skopos Group', '__CLASS__': 'Adzuna::API::Response::Company'}",4931268614,Adzuna::API::Response::Job,6.86811,0,2024-11-08T12:45:45Z,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",Initiativbewerbung Data Science /BI,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI0OTMxMjY4NjE0In0.wmbAKPXW8tAXScK87nplqkaRTMTJ86LQmZIgV91XMpQ,50.87096,"{'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",full_time,,,
"{'display_name': 'SKOPOS ELEMENTS', '__CLASS__': 'Adzuna::API::Response::Company'}",5442731678,Adzuna::API::Response::Job,6.86811,0,2025-10-11T13:49:51Z,https://www.adzuna.de/details/5442731678?utm_medium=api&utm_source=a4bcf954,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum u…",Initiativbewerbung Data Science /BI,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NDQyNzMxNjc4In0.hqeBfjuBx3_5q8RK2Yl5TuMGZ8KI1_JJt18240PRl-M,50.87096,"{'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",5536688613,Adzuna::API::Response::Job,9.1557,0,2025-12-10T20:02:52Z,https://www.adzuna.de/details/5536688613?utm_medium=api&utm_source=a4bcf954,"Pflichtpraktikum Data Science im Qualitätsmanagement Wernerstraße 51, 70469 Stuttgart, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Rob…",Pflichtpraktikum Data Science im Qualitätsmanagement,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNjY4ODYxMyIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.zLJi04dsQYoj2KUL9tc5EJxMIHzOEhq-tDRBsOEEGgc,48.81065,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Feuerbach'], 'display_name': 'Feuerbach, Stuttgart'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",5607237994,Adzuna::API::Response::Job,11.56803,0,2026-01-31T07:21:56Z,https://www.adzuna.de/details/5607237994?utm_medium=api&utm_source=a4bcf954,"Short Facts Join us on our journey to build Europe's energy backbone : We at Flexa are building Europe's largest virtual power plant with currently above 100k assets signed up, aiming to breach the million in the near future. To optimize the value creation from both trading algorithms across markets and dispatching to the assets, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow…",Head of Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NjA3MjM3OTk0In0.pvtfb4RHVImUpCk7QVBjpU9Z6gZix9zFnLA-CmHCBPk,48.1476,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",full_time,200000.0,,140000.0
"{'display_name': 'Prior Labs', '__CLASS__': 'Adzuna::API::Response::Company'}",5510658131,Adzuna::API::Response::Job,13.58363,0,2025-11-23T19:16:26Z,https://www.adzuna.de/details/5510658131?utm_medium=api&utm_source=a4bcf954,"Who we are Prior Labs is building foundation models that understand tabular data, the backbone of science and business. Foundation models have transformed text and images, but structured data has remained largely untouched. We’re tackling this $600B opportunity to fundamentally change how organizations work with scientific, medical, financial, and business data. Momentum: We’re the world-leading organization in structured data ML. Our TabPFN v2 model was published in Nature and set a new state-…","Applied Scientist, Data Science",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NTEwNjU4MTMxIn0.x8fDfqDuoUjvM38WVMmjwUWyhvTXT7eTwtpnReT07pI,52.68087,"{'display_name': 'Bernau bei Berlin, Barnim (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Brandenburg', 'Barnim (Kreis)', 'Bernau bei Berlin']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Melotech'}",5502257930,Adzuna::API::Response::Job,13.420806,0,2025-11-18T19:20:38Z,https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 18 months, our work has been heard, watched and loved for over 2 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…","Data Science, Music & Audio",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NTAyMjU3OTMwIn0.29XhWeIiE79CXt-zJZboY4eeA2BNgVKsJYgqKE-hDQc,52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",full_time,,,
"{'display_name': 'Mapp Digital Us Llc', '__CLASS__': 'Adzuna::API::Response::Company'}",4870489075,Adzuna::API::Response::Job,13.420806,0,2024-09-20T13:48:26Z,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",Team Lead Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM2lUQllZd0Y4UkdzN1BnYnotTXZHQSIsImkiOiI0ODcwNDg5MDc1In0.hPTDh5clPkKKyeSe97nXY-K18eJ7Z4o8DeOkfbPgess,52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung'}",5458103140,Adzuna::API::Response::Job,,0,2025-10-22T01:23:50Z,https://www.adzuna.de/details/5458103140?utm_medium=api&utm_source=a4bcf954,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",Praktikum Data Science in Neckarsulm,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1ODEwMzE0MCIsInMiOiIzaVRCWVl3RjhSR3M3UGdiei1NdkdBIn0.bEpjaqiDHKi_VW2h_KLvTE9F9tT0ZE6_qaSAW8FGUfU,,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",5586089199,Adzuna::API::Response::Job,8.98349,0,2026-01-15T14:28:26Z,https://www.adzuna.de/land/ad/5586089199?se=dDAjY4wF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=41535B1AF38E52190EF80FD91930420E8A341B08,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Werkstudent*in für digitale Transformation und KI im Bereich After Sales Produktbetreuung,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NjA4OTE5OSIsInMiOiJkREFqWTR3RjhSR3M3UGdiei1NdkdBIn0.8PhJmKvu6a44nfnkXXjufumVEx-Xtws_TN6_LExpfgU,48.68872,"{'display_name': 'Böblingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Vertriebsstellen', 'tag': 'sales-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': ""Ernsting's family"", '__CLASS__': 'Adzuna::API::Response::Company'}",5616736402,Adzuna::API::Response::Job,,0,2026-02-06T03:57:23Z,https://www.adzuna.de/land/ad/5616736402?se=dDAjY4wF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=27F8C0A22F20546A346B67D592C085EDF32474B1,"Wusstest Du eigentlich schon, dass … wir als nachhaltig agierendes Familienunternehmen mit rund 2.000 Filialen in Deutschland, Österreich und den Niederlanden und einem mehrfach ausgezeichneten Online Shop einer der größten Omnichannel-Anbieter im europäischen Textileinzelhandel sind? Unsere Kundschaft freut sich über ein attraktives Preis-Leistungs-Angebot in den Bereichen Bekleidung und Home-&-Living-Sortimente für die ganze Familie. Dieser Familiengedanke findet sich auch in unserem tägliche…",Senior Data Scientist Schwerpunkt Sortimentsmanagement (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNjczNjQwMiIsInMiOiJkREFqWTR3RjhSR3M3UGdiei1NdkdBIn0.Vvp1-6G7Tt-vdJtVtvzGf26fv00oGQbh_dba5b857Xw,,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'MTU Aero Engines AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5148236983,Adzuna::API::Response::Job,11.44811,0,2025-04-16T21:50:01Z,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",Werkstudent Data Science / Data Engineering (all genders),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZERBalk0d0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1MTQ4MjM2OTgzIn0.iPBC44rddLNYRNo80V_EByqBd_8pK9VMXZogFMlCl0w,48.18449,"{'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung'}",part_time,,,
"{'display_name': 'INC Innovation Center GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5616737253,Adzuna::API::Response::Job,6.089788,0,2026-02-06T03:57:39Z,https://www.adzuna.de/land/ad/5616737253?se=dDAjY4wF8RGs7Pgbz-MvGA&utm_medium=api&utm_source=a4bcf954&v=754154C7D0B387C3EAB3327B78141E4D0ECBEEF2,"Das INC Innovation Center ist ein international tätiger One-Stop-Shop für die Entwicklung und Umsetzung technologiegetriebener Innovationen. Unser Expertenteam begleitet Kunden weltweit - von der Idee bis zur Markteinführung - mit innovativen Methoden, Beratung und Softwareentwicklungen. Über 450 zufriedene Kunden profitieren bereits von unseren zukunftsweisenden Projekten in den Bereichen Data Science, Künstliche Intelligenz und Robotik . Werden Sie Teil unseres ambitionierten Teams und gestal…",Senior Data Scientist (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZERBalk0d0Y4UkdzN1BnYnotTXZHQSIsImkiOiI1NjE2NzM3MjUzIn0.wd2r807SMgFcqSILAD2c3kxRsJjkTFxBErSWtsBka7M,50.773914,"{'display_name': 'Aachen, Aachen (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Aachen (Kreis)', 'Aachen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",,,,
