category,redirect_url,title,__CLASS__,longitude,adref,salary_is_predicted,location,id,created,company,description,latitude,contract_time,contract_type,salary_max,salary_min
"{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5727345404?utm_medium=api&utm_source=a4bcf954,Praktikum: Data Science (w/m/d),Adzuna::API::Response::Job,9.99333,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzM0NTQwNCIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.We2GrvQ4YtqsG1XlRAuP6ph94VPYx8iCeeEOMPHcxRM,0,"{'display_name': 'HafenCity, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",5727345404,2026-05-12T23:27:34Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",53.54167,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,Praktikum: Data Science (w/m/d),Adzuna::API::Response::Job,9.99333,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDM1MjU5MTkzMiIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.PnrOp8cWk_DZ6I3AH4Dg7_WCL0a-1NKx1InVv79gbHY,0,"{'area': ['Deutschland', 'Hamburg', 'HafenCity'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'HafenCity, Hamburg'}",4352591932,2023-10-05T13:37:27Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg DACH'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",53.54167,full_time,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5680941542?utm_medium=api&utm_source=a4bcf954,Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,Adzuna::API::Response::Job,8.650578,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NjgwOTQxNTQyIn0.siBPHZhdvweZZK7gU3QNMJVqYQIPPDlgOOD1JHz4LlU,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}",5680941542,2026-03-28T04:24:31Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sanofi Group'}","Fu00fcr unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten fu00fcr unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tu00e4tigkeit unterstu00fctzen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortu00e4tigkeiten sowie bei administrativen Arbeiten. Sie unterstu00fctzen bei der Datenpflege, indem Sie bei der u00dcberpru00fcfung grou00dfer bio…",50.129683,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/details/5679990766?utm_medium=api&utm_source=a4bcf954,Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,Adzuna::API::Response::Job,8.650578,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1Njc5OTkwNzY2In0.CR9vT2pf6nO3u5RNAgZBP5Ei2OTViJ7e_DYR6y_YCQI,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}",5679990766,2026-03-27T05:54:25Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sanofi Group'}","Für unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten für unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tätigkeit unterstützen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortätigkeiten sowie bei administrativen Arbeiten. Sie unterstützen bei der Datenpflege, indem Sie bei der Überprüfung großer biologischer Datensätze helfen und erle…",50.129683,,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,Data Science Director (f/m/d),Adzuna::API::Response::Job,9.987297,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMzg4NTE2NSIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.8uVLr9JKhEO61z-EfKUm05Embt5SeQYynO6zfys1eoA,0,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",5433885165,2025-10-06T13:46:18Z,"{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}","adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",53.557429,full_time,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",https://www.adzuna.de/details/5716224020?utm_medium=api&utm_source=a4bcf954,Berufsbegleitendes Studium - Data Science & Artificial Intelligence,Adzuna::API::Response::Job,9.9477,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NzE2MjI0MDIwIn0.FEJGGQtlSTDbKLGYt_aX3zJVLMYCp4x-3gx88HLc2VU,0,"{'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], 'display_name': 'Altona-Altstadt, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location'}",5716224020,2026-05-01T22:59:27Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ENCAVIS'}","Auf was wir bei ENCAVIS setzen? Die Sonne. Den Wind. Und auf dich. Willkommen in der Welt von Encavis! Bei uns dreht sich alles um die Kraft der Sonne, des Windes und der konzernweit über 400 Menschen, die gemeinsam das Energiesystem der Zukunft gestalten, um eine nachhaltige Energieversorgung für zukünftige Generationen sicherzustellen. Die ENCAVIS Management GmbH & Co. KG ist die Holding der ENCAVIS GmbH, einem der führenden Stromerzeuger aus Erneuerbaren Energien in Europa. Wir betreiben ein…",53.54883,part_time,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5727325045?utm_medium=api&utm_source=a4bcf954,Praktikant (m/w/d) Data Science,Adzuna::API::Response::Job,6.86811,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzMyNTA0NSIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.uLzQiILwE3Ql8f7iUqFbWOTHjVEfLkXBhmgQz7YAmXg,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",5727325045,2026-05-12T23:10:06Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Skopos Group'}","Das sind wir Daten sind für Dich nicht gleich Daten? Du liebst es, Daten zu analysieren und interaktiv aufzubereiten. Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company - immer erfolgsorientiert. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum und verstärke ab sofort unser Team in Hürth. Das si…",50.87096,full_time,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5714888771?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDg4ODc3MSIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.yq9AdLDKWdXIC0q329kWbvi5pF5eDs2ozX0tE82RWe8,0,"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",5714888771,2026-04-30T23:49:10Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5716278519?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,13.420806,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNjI3ODUxOSIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.I7OmG31eHRLacaVciMwz7TRJKe6W4yGl0AD8xsuZ7xg,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",5716278519,2026-05-01T23:51:07Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",52.507706,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5674318986?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,7.112412,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4NiIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.DxEHPmyZrEoQ9Tb_R31VqCVkk-vYHZKKjkvBfrOMeoM,0,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",5674318986,2026-03-21T14:38:56Z,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",50.71942,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5674318987?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1Njc0MzE4OTg3In0.FHWBrCnUhYqyMrVoswlRE9_cFr3kTYMtASDsPEHBXas,0,"{'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",5674318987,2026-03-21T14:38:56Z,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5674318989?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,9.987297,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1Njc0MzE4OTg5In0.oNt0DDHbuzNy6XIdOlYY-dapVnnEjZS_yFKzMECupZQ,0,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",5674318989,2026-03-21T14:38:56Z,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",53.557429,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5674318988?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4OCIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.4RmvYWjgTVxoguYUEm-c6b5ogJeWXgpYzpkP5hNSygs,0,"{'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn'], 'display_name': 'Eschborn, Main-Taunus-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",5674318988,2026-03-21T14:38:56Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5516642733?utm_medium=api&utm_source=a4bcf954,Manager Data Science (m/f/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNjY0MjczMyIsInMiOiIyTEh4TUtsUzhSR3QtYWU0TVZWMWRnIn0.nkE-OvpKhgaTft70-OC5ftsuUtCDAi3KMlip5MKAiJs,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5516642733,2025-11-27T18:58:24Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}","In Germany - Berlin | Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Help businesses make informed decisions and drive growth by transforming raw data into actionable insights. Ready to boost your personal development in data science, analytics, and AI? Become a pioneer of the digital transformation and support us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving company with a startup feel Ad…",,,,,
"{'tag': 'logistics-warehouse-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Logistik & Lagerhaltung'}",https://www.adzuna.de/details/5727322915?utm_medium=api&utm_source=a4bcf954,Werkstudent Data Science (m/w/d),Adzuna::API::Response::Job,8.45882,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkxIeE1LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NzI3MzIyOTE1In0.7oqy23VsiJzx-bYgY6WOzFmaui2xX32v4no30NusJGs,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Hagsfeld'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hagsfeld, Karlsruhe'}",5727322915,2026-05-12T23:08:36Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Chrono24'}",Darauf kannst Du dich freuen Du übernimmst eigenverantwortlich verschiedene Modellierungs- und Analyseprojekte und nutzt dabei unsere Marktplatzdaten sowie deine fundierten Methodenkenntnisse. Du bereitest Daten aus unterschiedlichen Systemen auf und setzt deine Fähigkeiten im Feature Engineering effektiv ein. Bei der Umsetzung von statistischen Modellen und Modell-Prototypen legst du großen Wert auf deren praktische Anwendbarkeit. Du führst statistisch fundierte Analysen und Simulationen durch…,49.03084,part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5698013360?utm_medium=api&utm_source=a4bcf954,Praktikant (m/w/d) Data Science,Adzuna::API::Response::Job,6.86811,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1Njk4MDEzMzYwIn0.lJ-ZeLA7RYIzOK9Ad0sfETZeSP3uApc3pNWzbL6ayTg,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis'}",5698013360,2026-04-13T10:33:26Z,"{'display_name': 'SKOPOS GROUP', '__CLASS__': 'Adzuna::API::Response::Company'}","Das sind wir Daten sind für Dich nicht gleich Daten? Du liebst es, Daten zu analysieren und interaktiv aufzubereiten. Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company - immer erfolgsorientiert. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum und verstärke ab sofort unser Team in Hürth. Das si…",50.87096,full_time,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5727321876?utm_medium=api&utm_source=a4bcf954,Data Science Engineer (m/w/d),Adzuna::API::Response::Job,11.62828,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzMyMTg3NiIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.Iqs6-c0upTAqUYTy19_rUe4C8pTCiAhlp4cZZPSdtMY,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Bogenhausen'], 'display_name': 'Bogenhausen, München'}",5727321876,2026-05-12T23:07:57Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'smartvillage'}","Dafür brauchen wir Dich Für ein neues Digital-Projekt in der MICE-Branche suchen wir Dich: eine Persönlichkeit, die Lust hat, mit uns Dinge neu zu denken, Ideen Realität werden zu lassen und die Zukunft unserer Branche aktiv mitzugestalten. Dateninfrastruktur & Skalierung: Du entwickelst und verantwortest unsere Dateninfrastruktur. Du baust robuste Pipelines, die Daten aus verschiedenen Quellen in ein sauberes, zuverlässiges Data Warehouse überführen und stellst Qualität, Konsistenz und Verfügb…",48.1475,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5576690121?utm_medium=api&utm_source=a4bcf954,Duales Studium Data Science und Künstliche Intelligenz,Adzuna::API::Response::Job,13.33722,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NTc2NjkwMTIxIn0.GzXE7jlRP19PEmGg0WsfGQtTggx5GVz81fzNyl-p_U8,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Freiberg, Mittelsachsen (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg']}",5576690121,2026-01-09T20:35:59Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG'}","Siltronic ist einer der weltweit größten Hersteller für Wafer aus Reinstsilizium und Partner vieler führender Chip-Hersteller mit rund 4.300 Mitarbeitenden und Produktionsstätten in Europa, Asien und den USA. Wir entwickeln und fertigen Wafer mit einem Durchmesser von bis zu 300 mm. Diese sind die Grundlage der modernen Mikro- und Nanoelektronik. In einem 3-jährigen Dualen Studium werden Theorie und Praxis gekonnt verbunden. Das hoch qualifizierende Studium wird durch breit gefächerte Praxisein…",50.91404,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5675245725?utm_medium=api&utm_source=a4bcf954,Duales Studium Wirtschaftsinformatik - Data Science 2026,Adzuna::API::Response::Job,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1Njc1MjQ1NzI1In0.YnDT1d111drWIkgaDuXO17LFK8DY8kaEhJQwSn1YuQs,0,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",5675245725,2026-03-22T16:16:24Z,"{'display_name': 'Lidl', '__CLASS__': 'Adzuna::API::Response::Company'}","Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualitt zum guten Preis mglichst vielen Menschen anbieten zu knnen treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfltiger Talente. Ob im Einkauf, in der Logistik, im Warengeschft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Lnder. Wir suchen Anpacker, Durchstarter, Mglichmacher und bieten spannende Aufgaben und Projekte in einem dynamisc…",49.18975,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5730800710?utm_medium=api&utm_source=a4bcf954,Duales Studium Wirtschaftsinformatik - Data Science 2027,Adzuna::API::Response::Job,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDgwMDcxMCIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.J6evPzBUPvhWttPzt_XnuxCM9o6Bcmaej7X7UswqeQE,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5730800710,2026-05-15T23:44:12Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}","Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",49.18975,,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",https://www.adzuna.de/details/5565208771?utm_medium=api&utm_source=a4bcf954,Praktikant Data Science (m/w/d),Adzuna::API::Response::Job,9.22208,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NTY1MjA4NzcxIn0.dxnK0-0hlfTQFX7bL3o_PaLI67JXzOsOJ4uEDQfAbI0,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Böckingen, Heilbronn', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Böckingen']}",5565208771,2026-01-02T20:58:32Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kaufland'}","Du willst mehr als Uni und möchtest erste Berufseinblicke und Kontakte knüpfen? Dann bist du hier richtig! Als Werkstudent oder Praktikant bei Kaufland gehörst du von Beginn an zu einem starken Team und kannst zeigen, was in dir steckt. Werde auch du Teil von teamkaufland! Das erwartet dich bei uns Wir zählen auf dich: Du unterstützt unser Team bei der Bearbeitung unserer Analytics Use Cases entlang der gesamten Wertschöpfungskette bei Kaufland. Vielfältige Aufgaben? Na klar: Lerne unsere Proje…",49.1416,,,,
