description,id,redirect_url,company,location,longitude,latitude,title,__CLASS__,created,category,adref,salary_is_predicted,contract_time,contract_type,salary_min,salary_max
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",4352591932,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",9.99333,53.54167,Praktikum: Data Science (w/m/d),Adzuna::API::Response::Job,2023-10-05T13:37:27Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDM1MjU5MTkzMiIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.zreBNP-JSysQyIgSmSMuutqUiI25Sv-B7dUNafHu_Hw,0,full_time,,,
"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",4931290630,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}","{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",9.987297,53.557429,Praktikum: Data Science (w/m/d),Adzuna::API::Response::Job,2024-11-08T12:47:42Z,"{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI5MDYzMCIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.GQ1HW08TEU2a8VLT57t3SPLK7xpkrWDM72S727yVBpg,0,full_time,,,
"At Johnson & Johnson,u202fwe believe health is everything. Our strength in healthcare innovation empowers us to build au202fworld where complex diseases are prevented, treated, and cured,u202fwhere treatments are smarter and less invasive, andu202fsolutions are personal.u202fThrough our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health …",5515491006,https://www.adzuna.de/details/5515491006?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'J&J Family of Companies', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neuss, Rhein-Kreis Neuss', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Neuss']}",6.684807,51.175121,EMEA Data Science Business Product Manager,Adzuna::API::Response::Job,2025-11-27T00:24:49Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNTQ5MTAwNiIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.Oyjr0dkSJA6G6eBN90txPQVXeqgrbPfnAJPZqYcii6U,0,,,,
"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn …",5513517079,https://www.adzuna.de/details/5513517079?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Johnson & Johnson'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,,EMEA Data Science Business Product Manager,Adzuna::API::Response::Job,2025-11-25T19:53:12Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTEzNTE3MDc5In0.xXOtYQC_UYkmrpKArEhsOCOK7noN7laH_naHYm4jLRg,0,full_time,,,
"At Johnson & Johnson,?we believe health is everything. Our strength in healthcare innovation empowers us to build a?world where complex diseases are prevented, treated, and cured,?where treatments are smarter and less invasive, and?solutions are personal.?Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity.?Learn …",5513820556,https://www.adzuna.de/details/5513820556?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'J&J Family of Companies', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Neuss'], 'display_name': 'Neuss, Rhein-Kreis Neuss', '__CLASS__': 'Adzuna::API::Response::Location'}",6.684807,51.175121,EMEA Data Science Business Product Manager,Adzuna::API::Response::Job,2025-11-25T23:53:38Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTEzODIwNTU2In0.u8CyaFaNkeqGW_6qYtD4La_30b6nyaUDcbPdjM186QA,0,,,,
"About the role: What's in the Box As a Senior Director of Data Science , you will lead a multidisciplinary organization of data scientists, data engineers and analysts who partner deeply with product and engineering teams to drive measurable business impact. Your mission is to elevate how data, experimentation, and machine learning power our products and decisions - focusing on all aspects of personalization and search for the consumer product organization. What you’ll do: The Recipe Define the…",5496052351,https://www.adzuna.de/details/5496052351?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'HelloFresh', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",13.420806,52.507706,"Senior Director, Data Science (all genders)",Adzuna::API::Response::Job,2025-11-14T14:27:59Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDk2MDUyMzUxIn0.mX58FZRrt9BC4FlVxQ6Pc1ywra1DARpehiea3JzuuME,0,,,,
"THE FUTURE LOOKS LIKE YOU With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…",5526991357,https://www.adzuna.de/details/5526991357?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'C&A Mode GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Derendorf'], 'display_name': 'Derendorf, Düsseldorf', '__CLASS__': 'Adzuna::API::Response::Location'}",6.78682,51.24397,Data Science Intern (m/f/d),Adzuna::API::Response::Job,2025-12-04T05:19:37Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNjk5MTM1NyIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.4za-zWt0wGE1_0n_JNe3KxL7wnAKVEU1ZGp8xi7swc4,0,,,,
"Als Data-Science-Experte (w/m/d) entwickelst du datenbasierte Modelle und Analysen, die fundierte Entscheidungen im Konzern ermöglichen. Du arbeitest an spannenden Projekten rund um Prognosen, Textanalyse und Visualisierung und schaffst so echten Mehrwert aus Daten. Analyse & Modellierung Entwicklung und Validierung von Machine-Learning-Modellen Durchführung komplexer Datenanalysen und Forecasts Anwendung statistischer Verfahren und Python-basierter Data-Science-Methoden Datenaufbereitung & Vis…",5527513652,https://www.adzuna.de/details/5527513652?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'ZECH Building SE', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Handelshäfen, Bremen', 'area': ['Deutschland', 'Bremen', 'Handelshäfen']}",8.77324,53.09622,Data-Science-Experte (w/m/d),Adzuna::API::Response::Job,2025-12-04T18:17:46Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNzUxMzY1MiIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.Flvi1mWgeDK-BcvO8jq0Y0fk74UeQvEIQ5nOdOT190Q,0,full_time,,,
"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",3736575198,https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'workidentity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altona-Altstadt, Hamburg', 'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt']}",9.9477,53.54883,Lead Data Science/Business Intelligence (gn),Adzuna::API::Response::Job,2022-12-01T16:57:09Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMzczNjU3NTE5OCIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.VH4LQV8On1DBnpNiFvZBh6Z9sTRjM6UqBxpwgaVFaGQ,0,full_time,,,
Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,5346994579,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GROB-WERKE & Co. KG'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mindelheim, Unterallgäu (Kreis)', 'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim']}",10.49959,48.03693,Praktikum Data Science (m/w/d),Adzuna::API::Response::Job,2025-08-10T22:52:16Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1MzQ2OTk0NTc5In0.LZWS1H2eYSlpgAYuXZzWi9xrkuhdnuCiX4-TwceBUWg,0,,contract,,
"Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…",5507828014,https://www.adzuna.de/details/5507828014?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt']}",11.56803,48.1476,Data Science Manager (d/m/f),Adzuna::API::Response::Job,2025-11-21T18:09:54Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNzgyODAxNCIsInMiOiJPcGxkWVFiVThCR3BSb3E1cHVwVGlnIn0.DMfCExmiSzrbup6-P33b4WXFYyiNiBNcrQYRbKWXubw,0,full_time,,115000.0,135000.0
"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",4801213177,https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",9.987297,53.557429,Lead Data Science/Business Intelligence (gn),Adzuna::API::Response::Job,2024-07-30T22:44:26Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI0ODAxMjEzMTc3In0.Fj4sPou83ZHmZOH0g0jSEVidHLbzwLO0nA9MRVS6fNY,0,full_time,,,
"As part of the German government's artificial intelligence (AI) strategy, the successful Saxon competence center ScaDS.AI Dresden/Leipzig (Center for Scalable Data Analytics and Artificial Intelligence) is being expanded into a leading German AI competence center for Big Data and Artificial Intelligence (AI). It is located at the University of Leipzig and the TUD Dresden University of Technology. At each location we bring together more than 150 staff members. In ScaDS.AI, various research topic…",5529901170,https://www.adzuna.de/details/5529901170?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Universität Dresden'}","{'area': ['Deutschland', 'Sachsen', 'Dresden', 'Innere Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innere Altstadt, Dresden'}",13.73717,51.05032,PhD Data Science (m/f/d),Adzuna::API::Response::Job,2025-12-05T21:19:04Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTI5OTAxMTcwIn0.SFeOl8cyvn9Vhg6rI5WI39XendcAx0fTM_SKdeglTd0,0,,,,
"Werkstudent für Data Science (m/w/d) Bremen, Deutschland — TKMS ATLAS ELEKTRONIK GmbH Vertragsart : Teilzeit , Befristet Einstiegslevel : Studienjob Home Office : Hybrid Einsatzbereich : Ingenieurwesen und Forschung Status : Laufende Rekrutierung, Eintrittsdatum flexibel Veröffentlichung : 27.08.2025 Stellen-ID : DE_RS_17188 Aufgaben Du beschäftigst Dich mit der Erstellung verschiedener Skripte, welche zur Unterstützung der Mitarbeitenden der TKMS ATLAS prozessual benötigt werden. Es sollen die…",5489365885,https://www.adzuna.de/details/5489365885?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TKMS ATLAS ELEKTRONIK GmbH'}","{'area': ['Deutschland', 'Bremen', 'Hemelingen'], 'display_name': 'Hemelingen, Bremen', '__CLASS__': 'Adzuna::API::Response::Location'}",8.86949,53.06422,Werkstudent für Data Science (m/w/d),Adzuna::API::Response::Job,2025-11-10T13:26:33Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT3BsZFlRYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDg5MzY1ODg1In0.R3cS1MU-ZcTQ8Fo57xtzG1pKQR97z954hHQvUqoZRA0,0,,,,
"The future looks like you With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…",5526735717,https://www.adzuna.de/details/5526735717?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'C & A'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",6.808387,51.226802,Data Science Intern (m/f/d),Adzuna::API::Response::Job,2025-12-04T00:21:15Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTI2NzM1NzE3In0.KUOle79m39T6Y-G18DnVqbs1t5nB6Linji2XezTmB6g,0,,,,
"In Germany - Berlin | Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Help businesses make informed decisions and drive growth by transforming raw data into actionable insights. Ready to boost your personal development in data science, analytics, and AI? Become a pioneer of the digital transformation and support us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving company with a startup feel Ad…",5516642733,https://www.adzuna.de/details/5516642733?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}","{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-27T18:58:24Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTE2NjQyNzMzIn0.YEeRWDR4nfVUPWq1zRaApxXRHLcxO47JmukUkLcdkt0,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704802,https://www.adzuna.de/details/5512704802?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",13.420806,52.507706,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTEyNzA0ODAyIn0.6EWsS42cIZ6BZCCkDXSuBPSOY8TRIC43_DHv4b6M6KI,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704805,https://www.adzuna.de/details/5512704805?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",9.987297,53.557429,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMjcwNDgwNSIsInMiOiJKb2k0WWdiVThCR0h4ZjJSM0g2U1JBIn0.XFEEKu0Dung02bO0aOu80mPWJfLuu8e_sgmjiMvULNg,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704813,https://www.adzuna.de/details/5512704813?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",,,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTEyNzA0ODEzIn0.hWcJJlPGWQBcOSca_jBR-cGrVUVzLV5GkU1mRSvIXyc,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704819,https://www.adzuna.de/details/5512704819?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eschborn, Main-Taunus-Kreis', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn']}",,,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMjcwNDgxOSIsInMiOiJKb2k0WWdiVThCR0h4ZjJSM0g2U1JBIn0.qb3k1yyZl7HkLrmcsMMJjcwVMmjjb2A_ml9E6WyyFiU,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704806,https://www.adzuna.de/details/5512704806?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}",7.112412,50.71942,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTEyNzA0ODA2In0.ppSTQcEQARHWYHUB_X4XC38-d0R1rBbpMkVSC7L0LQA,0,,,,
"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…",5512704801,https://www.adzuna.de/details/5512704801?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,Manager Data Science (m/f/d),Adzuna::API::Response::Job,2025-11-25T15:05:51Z,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMjcwNDgwMSIsInMiOiJKb2k0WWdiVThCR0h4ZjJSM0g2U1JBIn0.IMLIqRJ-5pO6LKvFwwkVfPNM374nvD_IZePe72MbqSc,0,,,,
"Der Verband der Privaten Krankenversicherung e.V. gehört zu den Spitzenverbänden der deutschen Wirtschaft und vertritt die Interessen der Privaten Krankenversicherung und seiner Mitgliedsunternehmen. Wir sind im Geschäftsbereich Mathematik/Statistik zuständig für die Erstellung und Auswertung von Statistiken und die Kalkulation von Branchentarifen für die private Kranken- und Pflegeversicherung. Mit Hilfe der erhobenen Daten analysieren wir die Entwicklung der Branche , zeigen Ursachen für die …",5523450780,https://www.adzuna.de/details/5523450780?utm_medium=api&utm_source=a4bcf954,{'__CLASS__': 'Adzuna::API::Response::Company'},"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",6.969972,50.940164,Mathematiker / Data Science (w/m/div.),Adzuna::API::Response::Job,2025-12-02T04:12:40Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9pNFlnYlU4QkdIeGYyUjNINlNSQSIsImkiOiI1NTIzNDUwNzgwIn0.bq4KYsUEqLV-K5URRj9Z6GS7otD4Ez2taE-E_GrDY98,0,full_time,,,
