adref,id,redirect_url,location,description,company,created,salary_is_predicted,latitude,title,category,longitude,__CLASS__,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM4OTA4NiIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.JK6VAMqLS_O8lUvbPGEZGdM6RmegRnJWORb88DZb9Sc,5750389086,https://www.adzuna.de/land/ad/5750389086?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=2A546E6A4CD6C05D1693DE36D50BCB026400255D,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)'}","BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz anüber 100 Standorten vereinen wir Erfahrung und Innovation mit derüber 100-jährigen Kompetenz eines erfolgreichen Bankhauses– kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerlebnis…","{'display_name': 'BBBank eG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-03T11:38:38Z,0,49.001249,Duales Studium Bachelor of Science (B.Sc.) Data Science und knstliche Intelligenz (m/w/d) 2027,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",8.412378,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjA2NDkwMCIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.a-pf6q274mTaPS7VXUNvznKRSR7R6TH5jrML4XcKrRw,5822064900,https://www.adzuna.de/land/ad/5822064900?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=6CF95615C49E9CCAF3491AA41F5B72D5CBC81633,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm']}","Liebherr-Digital Development Center GmbH in Ulm develops digital solutions for the entire Liebherr Group. Our passionate team from the areas of software development, engineering and data science works together on various projects from the whole Liebherr product world. Our mission: creating outstanding digital experiences! Data Platform Engineer (m/f/d) Job-ID 82443 Aufgaben Improve and extend the current analytics and AI infrastructure (built around Databricks) Drive the data platform by observ…","{'display_name': 'Liebherr-Digital Development Center GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-31T07:27:58Z,0,48.383137,Data Platform Engineer (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",9.856945,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNDE5NjAyMyIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.YpFIG5ufRUCDJnFO3qdgHJ-7m7_5n9DpNMlCgRj72Tc,5814196023,https://www.adzuna.de/land/ad/5814196023?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=0A420D02F72701D466CA21CCF35D9F068B7BC3A6,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","IQVIA – The Human Data Science Company – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life Science Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werden Sie Teil unserer Community von rund 90 .000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzial…","{'display_name': 'IQVIA CSMS GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-24T19:18:40Z,0,,Regionalleiter (m/w/d) Ostdeutschland,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODI1ODMwMzk2In0.BJBkpdZV4zqDMH3Ml-akgnxkU0KpY2DVJVME9YZAPFg,5825830396,https://www.adzuna.de/land/ad/5825830396?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=DADFB4092CB9B3E5B1921049F51AEE5BB5A3FCFE,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",2026-08-02T19:07:14Z,0,48.720071,Student*in für Bachelorarbeit KI-basierte eDrive Auslegung,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",9.026231,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODMzNDQ1MDg3In0.-SU9X356AclMAQYQSWYUSk1m8Swk24c_yZmIQb0dakU,5833445087,https://www.adzuna.de/land/ad/5833445087?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=114A57390AD0013E98EFCAE95416A9EABD3C4F41,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Delitzsch, Nordsachsen (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Nordsachsen (Kreis)', 'Delitzsch']}","Das Center for the Transformation of Chemistry (CTC) ist ein neu entstehendes Großforschungszentrum in Mitteldeutschland mit den Standorten Delitzsch in Sachsen und Merseburg in Sachsen-Anhalt. Das Zentrum wird in der Gesellschaftsform einer gGmbH vom Bund sowie den Ländern Sachsen und Sachsen-Anhalt betrieben und finanziert. Am CTC wollen wir Chemie neu denken und umsetzen – und zwar auf vielen Ebenen: neue Materialien, neue chemische Prozesse und Anlagen und eine neue Art chemisch zu forschen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CTC gGmbH – Center for the Transformation of Chemistry'}",2026-08-08T15:09:30Z,0,51.52196,"Justiziar/in (m/w/d) mit Schwerpunkt Datenschutz, Vergabe- und Vertragsrecht und Arbeitsrecht","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",12.33728,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzQ0NTA2NyIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.pll0W9sxAYL7PzH6KYaeBmkgbp3ATWotYIMGoEnPjBE,5833445067,https://www.adzuna.de/land/ad/5833445067?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=B4CD9AB0B00AF7B311C7FCB61AB9F24579A9E278,"{'area': ['Deutschland', 'Sachsen', 'Nordsachsen (Kreis)', 'Delitzsch'], 'display_name': 'Delitzsch, Nordsachsen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","Das Center for the Transformation of Chemistry (CTC) ist ein neu entstehendes Großforschungszentrum in Mitteldeutschland mit den Standorten Delitzsch in Sachsen und Merseburg in Sachsen-Anhalt. Das Zentrum wird in der Gesellschaftsform einer gGmbH vom Bund sowie den Ländern Sachsen und Sachsen-Anhalt betrieben und finanziert. Am CTC wollen wir Chemie neu denken und umsetzen – und zwar auf vielen Ebenen: neue Materialien, neue chemische Prozesse und Anlagen und eine neue Art chemisch zu forschen…","{'display_name': 'CTC gGmbH – Center for the Transformation of Chemistry', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-08-08T15:09:29Z,0,51.52196,"Justiziar/in (m/w/d) mit Schwerpunkt Forschungs-, Kooperations- und Transferrecht","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",12.33728,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODA2MjgyMzgwIn0.kJV75IKyojfbRiVVTbRxg_wNGP6OwDLLco1upeeP38E,5806282380,https://www.adzuna.de/land/ad/5806282380?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=0A96B42277F8F96857F09A9F81F77B1BC801CB3A,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}","Rosenxt ist eine zukunftsorientierte Technologiegruppe - wir sind visionäre Architekten des Fortschritts mit Jahrzehnten an Ingenieurs-Exzellenz. Als ein privat geführter globaler Partner mit mehr als 650 Mitarbeitern schauen wir weit in die Zukunft, setzen auf Langfristigkeit und machen so aus Chancen erfolgreiche Geschäftsfelder. Wir sind technikbegeistert durch und durch, tauchen tief in die neuesten Technologien ein. Diese Expertise in verschiedensten Technologiebereichen wie Sensoren, auto…","{'display_name': 'Rosenxt Group', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-18T18:53:50Z,0,,"Cloud-Native Architekt (m/w/d) – Kubernetes, CNCF, MLOps","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODEyNTM5MzQ4In0.MKxKaJfsyLWpOE3d_OQTPDu1JHYKVX_thMqZizVYC8Y,5812539348,https://www.adzuna.de/land/ad/5812539348?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=D5B283AB5FA793F1CBA6E41680CB950BA81ACEC9,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-23T19:04:24Z,0,48.720071,Praktikant*in Functional Safety Powertrain,"{'label': 'Stellen aus Fertigung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs'}",9.026231,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODI0ODA0Njc3In0.dYBRgdAa-a9NEmAGUJOx5hOw9cVPqEuho9rk7-I9psQ,5824804677,https://www.adzuna.de/land/ad/5824804677?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=BCB725DB4F5537C7DCF3679C4F7DE6B1B1C4206B,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",2026-08-02T01:09:26Z,0,48.776198,Praktikant*in Market Steering - Model D Agendy Model (Pflicht-Praktikum),"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNTA4MzEwNyIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.vdTVIO80nksTak925L0jZzF0bmeVQyucMZnoUQgIzJw,5805083107,https://www.adzuna.de/land/ad/5805083107?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=30FA07B47F3390839657CA59C74E761692A4239B,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hannover, Region Hannover (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover']}",Die TIB ist eine Stiftung öffentlichen Rechts des Landes Niedersachsen. Mit rund 600 Beschäftigten und einem Etat von circa 60 Millionen Euro ist sie eine der größten Informationsinfrastruktureinrichtungen in Deutschland. Als Deutsche Zentrale Fachbibliothek für Technik und Naturwissenschaften sichern wir mit unseren zukunftsweisenden Dienstleistungen die infrastrukturellen Voraussetzungen einer qualitativ hochwertigen Informations- und Literaturversorgung für Forschung in Wissenschaft und Indu…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Informationsbibliothek '}",2026-07-17T19:12:16Z,0,52.378818,Dev/MLOps Engineer (m/w/d),"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",9.742751,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamk0ZHVaU1U4UkcyUUxoSEdxVXh1QSIsImkiOiI1ODE3NDI3ODczIn0.SVMFQhpZ4r7zKTkzOo9gpQ3xry-xtEWY0CMYMuEuQ_o,5817427873,https://www.adzuna.de/land/ad/5817427873?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=527D592DA4B0772CE4396E19AE5587A0D19A8296,"{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Die TUI Cruises GmbH ist einer der führenden Kreuzfahrtanbieter im deutschsprachigen Raum. Das Gemeinschaftsunternehmen der TUI AG und des US-Kreuzfahrtunternehmens Royal Caribbean Cruises Ltd. beschäftigt rund 750 Mitarbeitende in Hamburg und Berlin. An Bord der Schiffe werden 136 Positionen direkt von der TUI Cruises GmbH betreut. Für die Marke Mein Schiff® fährt eine Flotte von neun Schiffen. Seit Ende 2020 ist auch die Marke Hapag-Lloyd Cruises mit einer Flotte von aktuell fünf Schiffen Tei…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TUI Cruises GmbH'}",2026-07-27T15:43:22Z,0,53.557429,Revenue Management Related Systems Manager (all gender),"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",9.987297,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUxMzc4NiIsInMiOiJqaTRkdVpTVThSRzJRTGhIR3FVeHVBIn0.qnnJX50XSWpaizC6eBOtfZtxHg5j9YZ-a5U4qppmSrc,5833513786,https://www.adzuna.de/land/ad/5833513786?se=ji4duZSU8RG2QLhHGqUxuA&utm_medium=api&utm_source=a4bcf954&v=E367EB1A50AB50CE7D83E1D0DD19939C7A12FCFF,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}","Das Deutsche Zentrum für Neurodegenerative Erkrankungen (DZNE) ist ein weltweit führendes, inter­national ausgerichtetes Forschungs­zentrum, das sich der Entdeckung neuer Ansätze zur Prävention und Behandlung neuro­degenerativer Erkrankungen verschrieben hat. Team Lead Scientific IT (m/w/d) Code: 1559/2026/7 in Voll- oder Teilzeit (mind. 75 %) zum nächstmöglichen Zeitpunkt, 2 Jahre, mit Option auf Entfristung Standort: Bonn Aufgaben Als Team Lead übernehmen Sie die strategische Gesamtverantwort…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. '}",2026-08-08T15:56:37Z,0,50.71942,Team Lead Scientific IT (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",7.112412,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVFBSUnVwU1U4UkdXUG9KcVFYRlBudyIsImkiOiI1ODI2NjE4NzMzIn0.D77FTtZulg5eVOasiECGETP-nPOKXEvgkVUCAZXOVeg,5826618733,https://www.adzuna.de/land/ad/5826618733?se=TPRRupSU8RGWPoJqQXFPnw&utm_medium=api&utm_source=a4bcf954&v=1E43691B5DC17E92E5A4DD0A8DFF7BE36797C58B,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Windhagen, Gummersbach', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Oberbergischer Kreis', 'Gummersbach', 'Windhagen']}","Die Wirtgen GmbH ist Teil der Wirtgen Group, einem international führenden Unternehmensverbund der Baumaschinenindustrie mit Werken in Deutschland, Brasilien, China und Indien sowie einem weltweiten Vertriebs- und Servicenetz. Als Spezialist für Maschinen und Verfahren für den Bau und die Instandsetzung von Fahrbahnen ist Wirtgen Marktführer. Am Unternehmensstandort Windhagen arbeiten rund 2.100 Beschäftigte. Unsere Arbeitswelt ist geprägt von technischer Exzellenz, globaler Zusammenarbeit und …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wirtgen GmbH'}",2026-08-03T15:50:18Z,0,51.04524,(Senior) Solution Architect AI (m/w/d),"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",7.54895,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTgxMjI2MCIsInMiOiJUUFJSdXBTVThSR1dQb0pxUVhGUG53In0.0HHV-W-Bn_1SKylYTSdbZCCJdXuoMhF-IIlyBj0pMdE,5825812260,https://www.adzuna.de/land/ad/5825812260?se=TPRRupSU8RGWPoJqQXFPnw&utm_medium=api&utm_source=a4bcf954&v=4727FA00F0C4E720E91B28232EC2AEEFC8910B09,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}","Die Almato mit Hauptsitz in Stuttgart ist der europäische Spezialist für KI-gestützte semantische Datenplattformen. Mit Bardioc, der AI-powered Semantic Data Platform, bietet Almato eine souveräne und leistungsstarke Lösung zur intelligenten Nutzung von Daten, verfügbar in verschiedenen Betriebsmodellen, darunter als Platform as a Service (PaaS). Rund 200 Mitarbeiter unterstützen Organisationen aus Wirtschaft, öffentlichem Sektor und Verteidigung gemeinsam mit führenden Partnern in den Bereiche…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Almato AG'}",2026-08-02T17:51:02Z,0,48.776198,(Senior) Softwareentwickler Go / Golang (all genders),"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVFBSUnVwU1U4UkdXUG9KcVFYRlBudyIsImkiOiI1ODExMDQ3MzA3In0.M0Ep_Adt8X-5pa76bS90rg26JYj5DDlMSeX6WEaiPlU,5811047307,https://www.adzuna.de/land/ad/5811047307?se=TPRRupSU8RGWPoJqQXFPnw&utm_medium=api&utm_source=a4bcf954&v=D5AE0764CEA1F71CDB4AF22EDA45BB4B11FC0367,"{'area': ['Deutschland', 'Bayern', 'Aschaffenburg (Kreis)', 'Bessenbach'], 'display_name': 'Bessenbach, Aschaffenburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","SAF-HOLLAND ist ein international führender Hersteller von fahrwerksbezogenen Baugruppen und Komponenten für Trailer, Lkw und Busse. Auf sechs Kontinenten beschäftigt SAF-HOLLAND rund 5.500 engagierte Mitarbeitende. Die Produktpalette umfasst unter anderem Achs- und Federungssysteme für Trailer sowie Sattelkupplungen und Kupplungssysteme für Lkw, Anhänger und Sattelauflieger als auch Brems- und EBS-Systeme. Daneben entwickelt SAF-HOLLAND innovative Produkte zur Erhöhung der Effizienz, Sicherhei…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SAF-HOLLAND GmbH'}",2026-07-22T17:40:09Z,0,49.9599,Global AI Adoption & Transformation Lead (m/w/d),"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",9.24812,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzMzMzIzNCIsInMiOiJUUFJSdXBTVThSR1dQb0pxUVhGUG53In0.fwerw4gZAU6QrULSMg9blYGvdtEt9nwf7UAkg1Tswg4,5727333234,https://www.adzuna.de/details/5727333234?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis'}","Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum u…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Skopos Group'}",2026-05-12T23:14:56Z,0,50.87096,Initiativbewerbung Data Science / BI,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",6.86811,Adzuna::API::Response::Job,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVFBSUnVwU1U4UkdXUG9KcVFYRlBudyIsImkiOiI1Nzg0MjQ2NjExIn0.desCKtfHsh6hdyJt0RIDacwlp1nNY0zlYuXzNpCbF5Y,5784246611,https://www.adzuna.de/details/5784246611?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","What you’ll do Build, mentor, and lead an elite data science team as a trusted, empathetic player-coach, while clearly communicating complex technical ideas to executives, customers, and partners Personally design, train, deploy, and own the models that power Peec AI’s AI Search recommendations, taking hands-on responsibility for our most business-critical ML systems Develop and ship novel algorithms that reverse-engineer AI search and LLM behavior, turning deep technical insight into durable, …","{'display_name': 'Peec AI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-01T22:58:19Z,0,52.507706,Engineering Manager (Data Science),"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",13.420806,Adzuna::API::Response::Job,full_time,120000.0,160000.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVFBSUnVwU1U4UkdXUG9KcVFYRlBudyIsImkiOiI1ODI5MDI1NjQxIn0.fJpjimHJN76mfndHR1Mis2022yhj527yPkHPxji-jqo,5829025641,https://www.adzuna.de/details/5829025641?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Blomberg, Wittmund (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Wittmund (Kreis)', 'Blomberg'], '__CLASS__': 'Adzuna::API::Response::Location'}","Als Industrieunternehmen sammeln wir an vielen Stellen wertvolle Daten – in kaufmännischen Abteilungen, in technischen Bereichen und direkt in der Produktion. Ihre Auswertung hilft uns dabei, Abläufe zu verbessern und effizienter zu gestalten. Dafür ist ein dauerhaftes und strukturiertes Datenmanagement unverzichtbar. Die Zukunft basiert auf der Analyse komplexer Daten. Nur wer diese richtig auswerten und interpretieren kann, sorgt für reibungslose Prozesse und treibt Innovationen voran. Durch …","{'display_name': 'Phoenix Contact GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-08-05T13:00:32Z,0,53.57559,Duales Studium Data Science,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",7.55838,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjI1NzkzMCIsInMiOiJUUFJSdXBTVThSR1dQb0pxUVhGUG53In0.iLOfq02g7eoTqLGl3n5phvhXL2fZ1X4fZu2bv-FuI8I,5502257930,https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Melotech'}",2025-11-18T19:20:38Z,0,52.507706,"Data Science, Music & Audio","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,Adzuna::API::Response::Job,full_time,,,
