adref,salary_is_predicted,redirect_url,id,latitude,description,company,created,__CLASS__,location,category,longitude,title,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTA5NzI4NCIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.cyeS24O1SbVk9mZjzggITZfZrRZbAOj_w1amI_U_oJ8,0,https://www.adzuna.de/details/5689097284?utm_medium=api&utm_source=a4bcf954,5689097284,50.129683,"Für unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten für unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tätigkeit unterstützen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortätigkeiten sowie bei administrativen Arbeiten. Sie unterstützen bei der Datenpflege, indem Sie bei der Überprüfung großer biologischer Datensätze helfen und erle…","{'display_name': 'Sanofi', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-03T22:36:39Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.650578,Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjgwOTQxNTQyIn0.nvvDKM5rk-w9LU9T-H2wZsfYIsPm3AH03k6VXliOeI4,0,https://www.adzuna.de/details/5680941542?utm_medium=api&utm_source=a4bcf954,5680941542,50.129683,"Fu00fcr unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten fu00fcr unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tu00e4tigkeit unterstu00fctzen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortu00e4tigkeiten sowie bei administrativen Arbeiten. Sie unterstu00fctzen bei der Datenpflege, indem Sie bei der u00dcberpru00fcfung grou00dfer bio…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sanofi Group'}",2026-03-28T04:24:31Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.650578,Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1Njc5OTkwNzY2In0.JLMuDRxvvc_WxB51h-PaK6oyfIvxBu8qKobDo2eitjs,0,https://www.adzuna.de/details/5679990766?utm_medium=api&utm_source=a4bcf954,5679990766,50.129683,"Für unseren Entwicklungs-, Produktions- und Fertigungsstandort Frankfurt am Main suchen wir innerhalb der vorlesungsfreien Zeiten für unseren Bereich IT/Data Sciences Werkstudenten*innen in Vollzeit (37,5 Stunden/Woche). Ihre Aufgaben Im Rahmen Ihrer Tätigkeit unterstützen Sie, unter Einhaltung geltender Regularien, bei einfachen Labortätigkeiten sowie bei administrativen Arbeiten. Sie unterstützen bei der Datenpflege, indem Sie bei der Überprüfung großer biologischer Datensätze helfen und erle…","{'display_name': 'Sanofi Group', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-27T05:54:25Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",8.650578,Werkstudent*in IT/Data Sciences - Sommersemesterferien 2026,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjgzNzczMTUzIn0.5jfCVL7BaNw5qD79zI9BeaQ8qzPTmUQAgRT-WXXUT6Y,0,https://www.adzuna.de/details/5683773153?utm_medium=api&utm_source=a4bcf954,5683773153,,Werkstudent Data Science (m/w/d) InDeutschland - Berlin | Köln | München Du suchst nach Praxiserfahrungneben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden?Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stundenpro Woche bei internen datengetriebenen Projekten. Idealerweise bist du nochmindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinwegbegleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regel…,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-31T04:29:53Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,Werkstudent Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjY4NzYzMTM1In0.mJDDcZoQBw-UB9YYaXKIu5t3Sy1S-su9BW3uWCExxus,0,https://www.adzuna.de/details/5668763135?utm_medium=api&utm_source=a4bcf954,5668763135,52.507706,Werkstudent Data Science (m/w/d) InDeutschland - Berlin | Köln | München Du suchst nach Praxiserfahrungneben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden?Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stundenpro Woche bei internen datengetriebenen Projekten. Idealerweise bist du nochmindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinwegbegleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regel…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-16T20:36:30Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",13.420806,Werkstudent Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjY4NzYzMTM3In0.E1G-Hni60If-qdvjo6LzmL_9BvkLzofTncwpZjjC-e0,0,https://www.adzuna.de/details/5668763137?utm_medium=api&utm_source=a4bcf954,5668763137,,Werkstudent Data Science (m/w/d) InDeutschland - Berlin | Köln | München Du suchst nach Praxiserfahrungneben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden?Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stundenpro Woche bei internen datengetriebenen Projekten. Idealerweise bist du nochmindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinwegbegleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regel…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-16T20:36:30Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,Werkstudent Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NDMzODg1MTY1In0.QotY_IMLjnckctAya9ms25_84Id1XWIOGYmKLgDi-NA,0,https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,5433885165,53.557429,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …","{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-06T13:46:18Z,Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.987297,Data Science Director (f/m/d),full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjQ5MDY3NjMzIn0.sTfD0YdFbw8RDyuPiHkzZFqVWfyouK-ynkRTM8PsF34,0,https://www.adzuna.de/details/5649067633?utm_medium=api&utm_source=a4bcf954,5649067633,,In Deutschland - Berlin | Köln | München Du suchst nach Praxiserfahrung neben deinem Studium und möchtest dein Wissen im Bereich Data Science anwenden? Dann unterstütze unser Team ab dem nächstmöglichen Zeitpunkt für 15–20 Stunden pro Woche bei internen datengetriebenen Projekten. Idealerweise bist du noch mindestens 12 Monate immatrikuliert und kannst uns über diesen Zeitraum hinweg begleiten. Mehr von uns für dich: Persönliche Weiterentwicklung: profitiere von regelmäßigem Feedback und bringe…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",2026-02-28T22:04:13Z,Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,Werkstudent Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0OTA2MzQwOSIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.9BtRRbUISpblji-L4kwX37nCH9woI5qHaws9kR4L1rs,0,https://www.adzuna.de/details/5549063409?utm_medium=api&utm_source=a4bcf954,5549063409,53.24511,"Werkstudent (m/w/d) - Data Science Rastede Teilzeit Mode und Daten? Bei uns gehört das zusammen! Im Bereich Reporting unterstützt du unser BI-Team dabei, datenbasierte Entscheidungen im Unternehmen zu ermöglichen. Du hilfst dabei, bestehende Reportings zu pflegen, neue Reports aufzubauen und Analysen so aufzubereiten, dass sie für Fachbereiche verständlich und nutzbar sind. Dabei arbeitest du eng mit Data Analysts und BI Engineers zusammen und bekommst einen echten Einblick in die Praxis dateng…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Popken Fashion Services'}",2025-12-19T20:17:30Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Niedersachsen', 'Oldenburg (Kreis)', 'Oldenburg', 'Ofenerdiek'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ofenerdiek, Oldenburg'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Kreation & Design', 'tag': 'creative-design-jobs'}",8.19858,Werkstudent (m/w/d) - Data Science,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MDQ3MDIzOCIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.XG1dqtwwu_0Iw323-UWx3ycyoD0k9qcY2JHaGg9E7_M,0,https://www.adzuna.de/details/5670470238?utm_medium=api&utm_source=a4bcf954,5670470238,48.1476,"Welcome Du möchtest mit Data Science echten Impact in technologisch anspruchsvollen Projekten schaffen? Dann bist du bei INVENSITY genau richtig. Als internationale Technologieberatung unterstützen wir unsere Kunden dabei, komplexe technische Fragestellungen datenbasiert zu lösen und innovative Systeme weiterzuentwickeln. Dein Beitrag: Mit smarten Modellen und fundierten Analysen unterstützt du technische Entscheidungsprozesse in der Luft- und Raumfahrt sowie im Defense-Umfeld und schaffst so d…","{'display_name': 'INVENSITY GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-18T09:25:21Z,Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",11.56803,Data Science Consultant (m/w/d),full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjcwODUwOTIzIn0.9ucL-ZthtI4_eA-73MwAJtaaKk3rx9UheNM3PmEfFsc,0,https://www.adzuna.de/details/5670850923?utm_medium=api&utm_source=a4bcf954,5670850923,50.25777,"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",2026-03-18T17:50:34Z,Adzuna::API::Response::Job,"{'display_name': 'Coburg, Coburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",10.96603,Systemadministrator - Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2NDEzNjUzNiIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.XqoI5PezQbDELrNdMD-9A6EtFrQ9dpKMWwdSbYeGgyg,0,https://www.adzuna.de/details/5664136536?utm_medium=api&utm_source=a4bcf954,5664136536,,"Shape Your Future With Us General Re Corporation, a subsidiary of Berkshire Hathaway Inc. is a holding company for global reinsurance and related operations, with more than 2,000 employees worldwide. It owns General Reinsurance Corporation and General Reinsurance AG, which conducts business as Gen Re. Gen Re delivers reinsurance solutions to the Life/Health and Property/Casualty insurance industries. Represented in all major reinsurance markets through a network of 37 offices , we have earned s…","{'display_name': 'Gen Re Corporation', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-13T21:46:43Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen'}",,Internship Data Science & Applied AI in Insurance,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4NiIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.mNM63ewkNB2ynGfEU23QA5OAKO8COYUzSHjlfauhRTY,0,https://www.adzuna.de/details/5674318986?utm_medium=api&utm_source=a4bcf954,5674318986,50.71942,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-21T14:38:56Z,Adzuna::API::Response::Job,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",7.112412,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4OCIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.2HQu5JvJqAHqDDmhb-4zhJjQFjVp-Tmezq2Y-Dc4zMM,0,https://www.adzuna.de/details/5674318988?utm_medium=api&utm_source=a4bcf954,5674318988,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-21T14:38:56Z,Adzuna::API::Response::Job,"{'display_name': 'Eschborn, Main-Taunus-Kreis', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4NyIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.fMnrnIoQo_GceTjZkVhqkrcfD6Mq1AukzG3vSRpiaEQ,0,https://www.adzuna.de/details/5674318987?utm_medium=api&utm_source=a4bcf954,5674318987,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-21T14:38:56Z,Adzuna::API::Response::Job,"{'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk5MCIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.iY3Pr4kk3mkUyYRD1CU3ukChdJ7fVZRNM3YUqKlpW_g,0,https://www.adzuna.de/details/5674318990?utm_medium=api&utm_source=a4bcf954,5674318990,,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-21T14:38:56Z,Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NDMxODk4OSIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.FqtfLqGrOv7_HMT7Pj6lAOfO2qOLuHhuUpPB8d_fm_I,0,https://www.adzuna.de/details/5674318989?utm_medium=api&utm_source=a4bcf954,5674318989,53.557429,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-21T14:38:56Z,Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.987297,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3Mzc1NDIxNyIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.xhLq9pTUuzv08D78Enkt8dA8iT6klb6H2AsE2GAdK9E,0,https://www.adzuna.de/details/5673754217?utm_medium=api&utm_source=a4bcf954,5673754217,52.507706,"Manager Data Science (m/f/d) In Germany - Berlin| Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Helpbusinesses make informed decisions and drive growth by transforming raw datainto actionable insights. Ready to boost your personal development in datascience, analytics, and AI? Become a pioneer of the digital transformation andsupport us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving compan…","{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-21T02:46:25Z,Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",13.420806,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNjY0MjczMyIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.4zp64DDLVmzsXgtX2rR-yV16_Mh_erNBhiSWN0of7nU,0,https://www.adzuna.de/details/5516642733?utm_medium=api&utm_source=a4bcf954,5516642733,,"In Germany - Berlin | Bonn | Cologne | Frankfurt/Main | Hamburg | Munich Help businesses make informed decisions and drive growth by transforming raw data into actionable insights. Ready to boost your personal development in data science, analytics, and AI? Become a pioneer of the digital transformation and support us as a Manager in Data Science-focused consulting. What makes us special: Advance your career with exciting professional opportunities in our thriving company with a startup feel Ad…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",2025-11-27T18:58:24Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Manager Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MzUyOTQwMSIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.vILZZx8Nd-9UGbAoZtY1-L6oPTTiiVJ0LXNn50hibqM,0,https://www.adzuna.de/details/5673529401?utm_medium=api&utm_source=a4bcf954,5673529401,49.01336,"Was erwartet dich? Du baust das Team strukturell weiter auf und förderst die Entwicklung deiner Mitarbeitenden durch Coaching und Feedback, da sich das Team im Wandel befindet Du definierst gemeinsam mit der Geschäftsführung die langfristige Daten-Strategie und etablierst eine echte Datenkultur, indem du Kolleg:innen empowerst und Daten im Unternehmen verständlich und zugänglich machst Du agierst als datengetriebenes Gewissen und verknüpfst quantitative Analysen mit dem qualitativen Feedback au…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Knuddels & Co. KG'}",2026-03-20T21:44:45Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt, Karlsruhe'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",8.38979,Teamleitung Data Science (m/w/d),full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTA3NjYzOCIsInMiOiI4aEsyaEpFeDhSR3JCWk5iWTVJMGZBIn0.qJHmjqFEvZphQeYkxZlaA3i_EfJdUxDOb9I0M3_JzAI,0,https://www.adzuna.de/details/5689076638?utm_medium=api&utm_source=a4bcf954,5689076638,52.507706,"(Senior) Data Science Consultant (all genders), AI  Innovation FGS Global is the world’s leading stakeholder strategy firm, with approximately 1,400 professionals around the world, advising clients in navigating critical issues and reputational challenges. FGS was formed from the combination of Finsbury, The Glover Park Group, Hering Schuppener and Sard Verbinnen & Co to offer board-level and C-suite counsel in all aspects of stakeholder strategy — including corporate reputation, crisis managem…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'FGS Global'}",2026-04-03T22:34:04Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,(Senior) Data Science Consultant (all genders),,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGhLMmhKRXg4UkdyQlpOYlk1STBmQSIsImkiOiI1Njg5MDUwMjYwIn0.ANGeQxT5DC6gVan8j754KmRgbyu2qtpfYodRQuY1l_E,0,https://www.adzuna.de/details/5689050260?utm_medium=api&utm_source=a4bcf954,5689050260,,"(Senior) Data Science Consultant (all genders), AI  Innovation FGS Global is the world’s leading stakeholder strategy firm, with approximately 1,400 professionals around the world, advising clients in navigating critical issues and reputational challenges. FGS was formed from the combination of Finsbury, The Glover Park Group, Hering Schuppener and Sard Verbinnen & Co to offer board-level and C-suite counsel in all aspects of stakeholder strategy — including corporate reputation, crisis managem…","{'display_name': 'FGS Global', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-03T22:30:11Z,Adzuna::API::Response::Job,"{'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,(Senior) Data Science Consultant (all genders),,,,contract
