location,title,adref,longitude,latitude,company,category,description,__CLASS__,salary_is_predicted,created,id,redirect_url,contract_time,salary_min,salary_max,contract_type
"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Freelance Data Science Engineer (Python & SQL),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjUyNDQ4MTQzIn0.bP7r_WhT8_L90P8Wd4WhUPC5r82wE9iizCxdCQ0fmlo,9.987297,53.557429,"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}","This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Adzuna::API::Response::Job,0,2026-03-03T16:29:09Z,5652448143,https://www.adzuna.de/details/5652448143?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",Freelance Data Science Engineer (Python & SQL),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjUyNDQ4MTMwIn0.Wrgtid_dI6ljjN5j0DS6USfk-i97Od-QoP8MsaWJ6rM,,,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Adzuna::API::Response::Job,0,2026-03-03T16:29:08Z,5652448130,https://www.adzuna.de/details/5652448130?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",Freelance Data Science Engineer (Python & SQL),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjUyNDQ4MTY1In0.29nHiNUo5GemzAeWyrL_qv__P8YK81Cd5UGMAhHVeyk,,,"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Adzuna::API::Response::Job,0,2026-03-03T16:29:09Z,5652448165,https://www.adzuna.de/details/5652448165?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",Freelance Data Science Engineer (Python & SQL),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MjQ0ODE1NSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.N8eLzTxtKQ_0dRcFdd0fDrnYUbKeeH2GclIx9p4JYqA,13.420806,52.507706,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Adzuna::API::Response::Job,0,2026-03-03T16:29:09Z,5652448155,https://www.adzuna.de/details/5652448155?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Erkrath'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Erkrath, Düsseldorf'}",Werkstudent (m/w/d) Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjQ4MDQxNzY5In0.94ojpiHrHYphgb8ueBHPzJXMhApOdHC84nZQOkJ_yKE,6.9116,51.22442,"{'display_name': 'Timocom GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Stellenbeschreibung Als Werkstudent (m/w/d) im Bereich Data Science bekommst du spannende Einblicke in die Welt der Datenanalyse und des maschinellen Lernens. Du wirst uns bei administrativen und organisatorischen Aufgaben unterstützen und bekommst die Chance, Verantwortung zu übernehmen. Die Position bietet die Möglichkeit deine Arbeitszeit anteilig im Home Office zu verbringen. Zwei Mal wöchentlich arbeiten wir im Headquarter in Erkrath zusammen und fördern den direkten Austausch. Du unterstü…",Adzuna::API::Response::Job,0,2026-02-28T01:47:18Z,5648041769,https://www.adzuna.de/details/5648041769?utm_medium=api&utm_source=a4bcf954,,,,
"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",Data Science Intern (f/m/x),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjM1MzIxNjQyIn0.i_W4t-Xi40iuUYucpZMEvxdOM-zDsMjz_BQfUgt6OMc,13.420806,52.507706,"{'display_name': 'Enpal Heat GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Job Description Develop and deploy lead scoring models to help sales teams prioritize high-value opportunities Build customer segmentation systems to identify patterns across large datasets Implement continuous learning pipelines for models that improve automatically over time Take models from experimentation to production-ready systems handling real traffic Monitor model performance and detect drift in production Work on real systems with high business impact and ownership Opportunity to conve…,Adzuna::API::Response::Job,0,2026-02-19T01:18:19Z,5635321642,https://www.adzuna.de/details/5635321642?utm_medium=api&utm_source=a4bcf954,,,,
"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",KI-Manager (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjAxNTMxNiIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.QNj8rqd5EQzPexBm6ClsRSGsTUSTv59MYJBJpmQdpfo,,,"{'display_name': 'WeberHaus GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Seit 1960 bauen wir Fertighäuser, in denen sich Menschen wohl­fühlen. Moderne Fertigungs­technik, traditionelle Hand­werks­kunst und Mitar­bei­terinnen und Mitarbeiter, die alles geben – das macht uns so erfolg­reich. Wir bieten sichere Arbeits­plätze in einem Familien­unter­nehmen. Auf uns können Sie bauen! Wir suchen Kollegen, die ihren Job lieben und darin richtig gut sind. Zusammen­halt, Freude bei der Arbeit und ein respekt­voller Umgang sind Werte, die uns sehr wichtig sind und die wir tä…",Adzuna::API::Response::Job,0,2026-03-06T06:43:02Z,5656015316,https://www.adzuna.de/land/ad/5656015316?se=nFiOQYwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=B1F658B28B575E1D4E06C37BE166E529C5F7AA5B,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Borken (Kreis)', 'Gescher'], 'display_name': 'Gescher, Borken (Kreis)'}",Global Head of AI (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MTQ4NTg4NSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.oFA9OhhLfr5fDuH-wOeCDIlO4TswRPKPUbFJ7NnMgFI,7.01065,51.95537,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PlanET Biogas Group GmbH'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","Festanstellung • IT / Softwareentwicklung • Vollzeit • PlanETarium Gescher PlanET Biogastechnik GmbH plant, entwickelt und konstruiert Biogasanlagen für Landwirtschaft sowie Industrie im nationalen wie auch internationalen Markt. Auf unserem erfolgreichen Weg brauchen wir dich als Verstärkung. Bringe deine Ideen bei uns ein und verwirkliche dich bei uns. In unserem familiengeführten Unternehmen arbeitest du in respektvoller Umgebung. Du hast Lust auf neue Herausforderungen, packst gerne mit an …",Adzuna::API::Response::Job,0,2026-03-02T18:44:35Z,5651485885,https://www.adzuna.de/land/ad/5651485885?se=nFiOQYwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=070E545C521E0242470432C850367EC34374BCC3,,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Böblingen, Böblingen (Kreis)'}",Werkstudent*in ITT Observability,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzMDkyMTk5MSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.We05wO0Hc5S4btkjnsgsW-D7ClPzr3st3sTSD4zD3b0,8.98349,48.68872,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,0,2026-02-15T18:10:57Z,5630921991,https://www.adzuna.de/land/ad/5630921991?se=nFiOQYwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=81835441DEF152EC88230F5A851BFC515D12F23D,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Executive Product Manager (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjU4MzU2MTU3In0.njvPwcxde_0L3IS6x6aWU2vrzTpGeZ7js8_OMQTXskw,6.808387,51.226802,"{'display_name': 'Vodafone GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","Als innovativer Technologie- und Dienstleistungskonzern steht Vodafone Deutschland für Kommunikation und Service aus einer Hand. Jede:r zweite Deutsche ist Vodafone-Kund:in - ob surfen, telefonieren oder fernsehen; ob Büro, Bauernhof oder Fabrik - die Vodafone-Technologie vernetzt jeden und alles, immer und überall. Bei Vodafone haben wir seit über 30 Jahren das Leben von Milliarden von Menschen verändert. 2021 wird Vodafone 5G für 20 Millionen Menschen ausbauen und bis 2022 zwei Drittel aller …",Adzuna::API::Response::Job,0,2026-03-08T06:52:58Z,5658356157,https://www.adzuna.de/land/ad/5658356157?se=nFiOQYwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=5A6EBB5FA0BB7D1EE5ED559783AA327AF04CEC6C,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}","Student*in für Masterarbeit ""Reverse Engineering of Mobility Crack the Code of the Heatmap""",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0MDg5MTQyNSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.CzOM1Zg4AARia17zbweC5ybgpJnjRG2aqGlqty1TDJo,9.187224,48.776198,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}","{'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Technikerstellen'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,0,2026-02-22T06:26:35Z,5640891425,https://www.adzuna.de/land/ad/5640891425?se=nFiOQYwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=5306B78C03F38B43A6FB41A53E5CC0CFB5B5455B,,,,
"{'display_name': 'HafenCity, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",Teamlead Data Science und Data Engineering (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMzkwODk0OSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.kfIMk2W--R3qsYJydepiJRl9WjTmeaFFGl4i2Cvk_j0,9.99333,53.54167,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg DACH'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Wer wir sind Als eine der führenden Beratungen der Medienbranche treibt Highberg DACH (ehemals SCHICKLER) den digitalen Wandel in Medienunternehmen in Deutschland, Österreich und der Schweiz aktiv voran. In der Medienwelt von heute entscheidet Datenkompetenz über Sichtbarkeit, Reichweite und Erfolg. Wer relevant bleiben will, muss Wandel aktiv gestalten – genau deshalb suchen wir dich. Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Dat…",Adzuna::API::Response::Job,0,2025-11-26T00:37:15Z,5513908949,https://www.adzuna.de/details/5513908949?utm_medium=api&utm_source=a4bcf954,full_time,,,
"{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hannover, Region Hannover (Kreis)'}",Werkstudent Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjE1ODM4ODE0In0.eiKggV9qpZVAV52AmKysxHEMLY_hoK_-e-6pwSYMimc,9.742751,52.378818,"{'display_name': 'WERTGARANTIE Group', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Dein potenzielles Team: Entdecke die faszinierende Welt der Business Analytics und Data Science! Wenn du dich leidenschaftlich für Künstliche Intelligenz (KI), maschinelles Lernen und Data Science begeisterst und innovative Lösungen zur Umsetzung unserer Datenstrategie entwickeln möchtest, dann heißen wir dich herzlich willkommen. Wir laden dich ein, Teil unseres dynamischen Teams zu werden! In unserem strategischen Bereich meistern wir die Herausforderungen der Veränderung – sei es durch Digit…",Adzuna::API::Response::Job,0,2026-02-05T19:44:35Z,5615838814,https://www.adzuna.de/details/5615838814?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'display_name': 'Telgte, Warendorf (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Warendorf (Kreis)', 'Telgte'], '__CLASS__': 'Adzuna::API::Response::Location'}",Specialist Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjExOTIzNTE3In0.eWw8ZXkQcolZ7auWufDA98XbR0LnLMLbK-8tapoE5rE,7.7853,51.98437,"{'display_name': 'Takko Fashion', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Specialist Data Science (m/w/d) für unsere Zentrale in Telgte (bei Münster) Aus Westfalen in die Welt - mit rund 18.000 Kolleginnen und Kollegen und fast 2.000 Stores in 17 Ländern sind wir einer der größten Fashion Discounter in Europa. Unsere internationalen Geschäfte steuern wir aus unserer Zentrale im westfälischen Telgte bei Münster. Takko Fashion steht für aktuelle Trends sowie gute Qualität aus sozial verantwortungsbewusster Produktion – und das zu einem erschwinglichen Preis. Durch unse…,Adzuna::API::Response::Job,0,2026-02-03T19:03:19Z,5611923517,https://www.adzuna.de/details/5611923517?utm_medium=api&utm_source=a4bcf954,full_time,,,permanent
"{'display_name': 'Bramfeld, Hamburg', 'area': ['Deutschland', 'Hamburg', 'Bramfeld'], '__CLASS__': 'Adzuna::API::Response::Location'}",Praktikum Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NTM4NTY5OCIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.RvV2L0ZfRnEtvHtW_R1M_5IIqtWSTm570pZCMNCVG3s,10.07263,53.60866,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jh Ag'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Praktikum Data Science (m/w/d) Gesellschaft: JH AG Geschäftsbereich: Betriebswirtschaft Standort: Hamburg Beginn: 01.04.2026 Mehr mit dir – Gestalte mit uns die Zukunft der Intralogistik! Seit 1953 entwickeln wir bei Jungheinrich smarte und nachhaltige Lösungen für den weltweiten Materialfluss - von intelligenten Fahrzeugen bis hin zu vollautomatisierten Systemen. Heute sind wir über 21.000 Kolleg*innen weltweit, vereint durch die Überzeugung, dass wir gemeinsam mehr bewegen können. Deine Aufga…",Adzuna::API::Response::Job,0,2026-03-05T21:28:53Z,5655385698,https://www.adzuna.de/details/5655385698?utm_medium=api&utm_source=a4bcf954,,,,contract
"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",Praktikum Data Analytics / Data Science in Fellbach,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NzAyNTk4MSIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.h4f8HJ3lg5D8n-noIv5HMA9Yzroey8ORUh3CrjEYtQs,,,"{'display_name': 'ANDREAS STIHL AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}","Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…",Adzuna::API::Response::Job,0,2026-02-27T08:13:11Z,5647025981,https://www.adzuna.de/details/5647025981?utm_medium=api&utm_source=a4bcf954,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",Praktikum: Data Science (w/m/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI5MDYzMCIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.XyHG0ZpQgUzJYPGzpNfR-xP8qi2qV8ySj8i5is2K5lk,9.987297,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",Adzuna::API::Response::Job,0,2024-11-08T12:47:42Z,4931290630,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity'], 'display_name': 'HafenCity, Hamburg'}",Praktikum: Data Science (w/m/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI0MzUyNTkxOTMyIn0.sSgrR5AfGqhZsqxuZduzKrnoeg47Wst87UFjRmSR5aU,9.99333,53.54167,"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",Adzuna::API::Response::Job,0,2023-10-05T13:37:27Z,4352591932,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,full_time,,,
"{'display_name': 'Bult, Hannover', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult']}",Data Science Specialist (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.C2IEPNs9zbxBIyMPYe6SaExic3z5oJtAw73W7cZUxbU,9.77223,52.36489,"{'display_name': 'IT-P GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",Adzuna::API::Response::Job,0,2025-02-28T14:07:24Z,5067020798,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,part_time,,,
"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",Data Science Specialist (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIyMDc2OCIsInMiOiJuRmlPUVl3YjhSR2NCOWIydzFoQmVRIn0.CEPpIF0jmdQ0mzkFz-r7p4WrYMjwH5Jkd-lmAlRWoJc,,,"{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs'}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",Adzuna::API::Response::Job,0,2024-07-30T22:45:58Z,4801220768,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Bad Cannstatt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bad Cannstatt, Stuttgart'}",DHBW Data Science & Künstliche Intelligenz – 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkZpT1FZd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NTkzNjU1NDAyIn0.NEpKr9k1jSZ6fGkfZqVzFEoANm3iDvL44swQC0RGufE,9.21546,48.80499,"{'display_name': 'MWAY DIGITAL GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Dein Studium Du möchtest Theorie und Praxis miteinander verknüpfen und begeisterst dich für Daten, Analysen und Künstliche Intelligenz? Dann ist das duale Studium im Bereich Data Science & Künstliche Intelligenz in Kombination mit MWAY genau das Richtige für dich. Studiendauer: 3 Jahre Studienverlauf: Wechsel von Theorie- und Praxisphasen im 3-Monats-Rhythmus Praxisort: Stuttgart-Bad Cannstatt Studienstart: 01.10.2026 Studienort: DHBW Stuttgart Abschluss: Bachelor of Science Weitere Information…",Adzuna::API::Response::Job,0,2026-01-21T06:59:03Z,5593655402,https://www.adzuna.de/details/5593655402?utm_medium=api&utm_source=a4bcf954,full_time,,,
